id,firstName,lastName,team,position,age,heightCm,gamesPlayed,jumperNumber,state,debutYear,finalYear,draftPick,nicknames,active,NEEDS_REVIEW,NOTES
paul-chapman,Paul,Chapman,Essendon,,44,179,280,3,,2000,2015,,,FALSE,,
neil-clarke,Neil,Clarke,Essendon,,68,177,135,8,,1977,1987,,,FALSE,,
zac-clarke,Zac,Clarke,Essendon,,36,203,110,20,,2009,2019,,,FALSE,,
cameron-clayton,Cameron,Clayton,Essendon,,69,180,118,12,,1974,1983,,,FALSE,,
richard-cole,Richard,Cole,Essendon,,42,186,63,28,,2002,2007,,,FALSE,,
adam-cooney,Adam,Cooney,Essendon,,40,187,250,17,,2004,2016,,,FALSE,,
nik-cox,Nik,Cox,Essendon,,24,199,53,13,,2021,2024,,,FALSE,,
peter-cransberg,Peter,Cransberg,Essendon,,58,190,79,23,,1990,1997,,,FALSE,,
ryan-crowley,Ryan,Crowley,Essendon,,42,188,196,51,,2005,2016,,,FALSE,,
damian-cupido,Damian,Cupido,Essendon,,44,184,53,13,,2000,2005,,,FALSE,,
tom-cutler,Tom,Cutler,Essendon,,31,192,96,12,,2014,2022,,,FALSE,,
anthony-daniher,Anthony,Daniher,Essendon,,63,191,233,6,,1981,1994,,,FALSE,,
chris-daniher,Chris,Daniher,Essendon,,60,183,124,7,,1987,1997,,,FALSE,,
neale-daniher,Neale,Daniher,Essendon,,65,188,82,36,,1979,1990,,,FALSE,,
terry-daniher,Terry,Daniher,Essendon,,68,188,313,5,,1976,1992,,,FALSE,,
tim-darcy,Tim,Darcy,Essendon,,62,186,190,20,,1982,1995,,,FALSE,,
alwyn-davey,Alwyn,Davey,Essendon,,41,173,100,29,,2007,2013,,,FALSE,,
matt-dea,Matt,Dea,Essendon,,34,186,70,49,,2010,2018,,,FALSE,,
courtenay-dempsey,Courtenay,Dempsey,Essendon,,38,185,133,15,,2006,2016,,,FALSE,,
sean-denham,Sean,Denham,Essendon,,56,177,186,38,,1987,2000,,,FALSE,,
ben-doolan,Ben,Doolan,Essendon,,53,181,101,22,,1991,1999,,,FALSE,,
bill-duckworth,Bill,Duckworth,Essendon,,67,187,126,22,,1982,1990,,,FALSE,,
ricky-dyson,Ricky,Dyson,Essendon,,40,183,114,2,,2004,2012,,,FALSE,,
alan-ezard,Alan,Ezard,Essendon,,63,173,184,15,,1983,1993,,,FALSE,,
dustin-fletcher,Dustin,Fletcher,Essendon,,50,198,400,31,,1993,2015,,,FALSE,,
david-flood,David,Flood,Essendon,,57,188,58,28,,1986,1995,,,FALSE,,
wayne-foreman,Wayne,Foreman,Essendon,,70,180,66,22,,1977,1981,,,FALSE,,
garry-foulds,Garry,Foulds,Essendon,,69,188,300,10,,1974,1989,,,FALSE,,
peter-francis,Peter,Francis,Essendon,,68,185,158,17,,1979,1988,,,FALSE,,
mark-fraser,Mark,Fraser,Essendon,,55,183,110,30,,1992,2000,,,FALSE,,
martin-gleeson,Martin,Gleeson,Essendon,,31,191,97,8,,2014,2021,,,FALSE,,
brendon-goddard,Brendon,Goddard,Essendon,,40,193,334,9,,2003,2018,,,FALSE,,
todd-goldstein,Todd,Goldstein,Essendon,,37,201,329,17,,2008,2024,,,FALSE,,
josh-green,Josh,Green,Essendon,,33,178,105,15,,2011,2018,,,FALSE,,
david-grenvold,David,Grenvold,Essendon,,60,180,112,29,,1989,1996,,,FALSE,,
ilija-grgic,Ilija,Grgic,Essendon,,54,203,87,37,,1993,1999,,,FALSE,,
nathan-grima,Nathan,Grima,Essendon,,40,192,88,55,,2009,2016,,,FALSE,,
matt-guelfi,Matt,Guelfi,Essendon,Forward Flank,28,184,109,35,,2018,2024,,,FALSE,,
james-gwilt,James,Gwilt,Essendon,,39,188,152,42,,2005,2016,,,FALSE,,
paul-haar,Paul,Haar,Essendon,,68,192,201,18,,1977,1990,,,FALSE,,
paul-hamilton,Paul,Hamilton,Essendon,,58,189,105,16,,1986,1992,,,FALSE,,
mark-hannebery,Mark,Hannebery,Essendon,,68,179,62,16,,1979,1984,,,FALSE,,
kyle-hardingham,Kyle,Hardingham,Essendon,,37,186,65,34,,2010,2014,,,FALSE,,
mark-harvey,Mark,Harvey,Essendon,,60,184,206,1,,1984,1997,,,FALSE,,
shane-heard,Shane,Heard,Essendon,,67,177,168,45,,1977,1991,,,FALSE,,
chris-heffernan,Chris,Heffernan,Essendon,,47,186,170,26,,1997,2007,,,FALSE,,
aaron-henneman,Aaron,Henneman,Essendon,,45,195,58,3,,2000,2005,,,FALSE,,
dyson-heppell,Dyson,Heppell,Essendon,,33,189,253,21,,2011,2024,,,FALSE,,
david-hille,David,Hille,Essendon,,44,202,197,19,,2001,2013,,,FALSE,,
paul-hills,Paul,Hills,Essendon,,53,185,63,11,,1991,1996,,,FALSE,,
nick-hind,Nick,Hind,Essendon,,31,180,95,19,,2019,2024,,,FALSE,,
james-hird,James,Hird,Essendon,,53,188,253,5,,1992,2007,,,FALSE,,
heath-hocking,Heath,Hocking,Essendon,,38,184,126,39,,2007,2017,,,FALSE,,
cale-hooker,Cale,Hooker,Essendon,,37,198,219,26,,2008,2021,,,FALSE,,
ben-howlett,Ben,Howlett,Essendon,,37,180,124,40,,2010,2017,,,FALSE,,
michael-hurley,Michael,Hurley,Essendon,,35,192,194,18,,2009,2022,,,FALSE,,
robert-hyde,Robert,Hyde,Essendon,,71,183,63,19,,1973,1979,,,FALSE,,
mark-jamar,Mark,Jamar,Essendon,,42,198,160,53,,2003,2016,,,FALSE,,
leroy-jetta,Leroy,Jetta,Essendon,,37,177,93,7,,2007,2014,,,FALSE,,
jason-johnson,Jason,Johnson,Essendon,,48,181,184,14,,1997,2008,,,FALSE,,
jake-kelly,Jake,Kelly,Essendon,,31,190,168,29,,2015,2024,,,FALSE,,
james-kelly,James,Kelly,Essendon,,42,183,313,47,,2002,2017,,,FALSE,,
jayden-laverde,Jayden,Laverde,Essendon,,30,191,131,15,,2015,2024,,,FALSE,,
jason-laycock,Jason,Laycock,Essendon,,41,201,58,27,,2004,2008,,,FALSE,,
matthew-leuenberger,Matthew,Leuenberger,Essendon,,37,203,137,22,,2007,2018,,,FALSE,,
matthew-lloyd,Matthew,Lloyd,Essendon,,48,192,270,18,,1995,2009,,,FALSE,,
michael-long,Michael,Long,Essendon,,56,178,190,13,,1989,2001,,,FALSE,,
andrew-lovett,Andrew,Lovett,Essendon,,43,183,88,13,,2005,2009,,,FALSE,,
nathan-lovett-murray,Nathan,Lovett-Murray,Essendon,,43,190,145,42,,2004,2013,,,FALSE,,
scott-lucas,Scott,Lucas,Essendon,,48,192,270,25,,1996,2009,,,FALSE,,
simon-madden,Simon,Madden,Essendon,,68,198,378,27,,1974,1992,,,FALSE,,
andrew-manning,Andrew,Manning,Essendon,,59,185,56,41,,1985,1991,,,FALSE,,
ian-marsh,Ian,Marsh,Essendon,,70,178,68,37,,1976,1980,,,FALSE,,
anthony-mcdonald-tipungwuti,Anthony,McDonald-Tipungwuti,Essendon,,33,171,133,43,,2016,2023,,,FALSE,,
mark-mcveigh,Mark,McVeigh,Essendon,,45,184,232,10,,1999,2012,,,FALSE,,
mark-mercuri,Mark,Mercuri,Essendon,,52,178,207,2,,1992,2004,,,FALSE,,
jackson-merrett,Jackson,Merrett,Essendon,,33,185,56,20,,2012,2018,,,FALSE,,
mal-michael,Mal,Michael,Essendon,,48,190,238,22,,1997,2008,,,FALSE,,
joe-misiti,Joe,Misiti,Essendon,,51,186,236,24,,1992,2004,,,FALSE,,
laurie-moloney,Laurie,Moloney,Essendon,,76,184,80,34,,1971,1976,,,FALSE,,
ian-morrison,Ian,Morrison,Essendon,,72,188,113,12,,1973,1981,,,FALSE,,
graham-moss,Graham,Moss,Essendon,,75,196,84,25,,1973,1976,,,FALSE,,
russell-muir,Russell,Muir,Essendon,,71,180,107,42,,1972,1981,,,FALSE,,
justin-murphy,Justin,Murphy,Essendon,,50,185,185,28,,1994,2005,,,FALSE,,
david-myers,David,Myers,Essendon,,36,191,123,23,,2008,2019,,,FALSE,,
rob-newton,Rob,Newton,Essendon,,73,188,59,2,,1973,1978,,,FALSE,,
gary-odonnell,Gary,ODonnell,Essendon,,60,181,243,10,,1987,1998,,,FALSE,,
michael-osullivan,Michael,OSullivan,Essendon,,64,185,54,40,,1982,1988,,,FALSE,,
darcy-parish,Darcy,Parish,Essendon,Midfielder,28,181,162,3,,2016,2024,,,FALSE,,
tayte-pears,Tayte,Pears,Essendon,,36,191,70,16,,2008,2015,,,FALSE,,
greg-perry,Greg,Perry,Essendon,,77,193,63,8,,1970,1976,,,FALSE,,
damien-peverill,Damien,Peverill,Essendon,,46,183,144,11,,2001,2008,,,FALSE,,
andrew-phillips,Andrew,Phillips,Essendon,,34,201,82,34,,2012,2023,,,FALSE,,
james-polkinghorne,James,Polkinghorne,Essendon,,37,184,101,50,,2008,2016,,,FALSE,,
brent-prismall,Brent,Prismall,Essendon,,39,186,61,9,,2006,2011,,,FALSE,,
adam-ramanauskas,Adam,Ramanauskas,Essendon,,45,183,134,9,,1999,2008,,,FALSE,,
kyle-reimers,Kyle,Reimers,Essendon,,37,182,60,37,,2007,2012,,,FALSE,,
dean-rioli,Dean,Rioli,Essendon,,47,180,100,43,,1999,2006,,,FALSE,,
stephen-robins,Stephen,Robins,Essendon,,69,183,80,24,,1974,1980,,,FALSE,,
jonathon-robran,Jonathon,Robran,Essendon,,53,196,83,12,,1995,2001,,,FALSE,,
paul-salmon,Paul,Salmon,Essendon,,61,205,324,4,,1983,2002,,,FALSE,,
denis-scanlon,Denis,Scanlon,Essendon,,72,188,66,36,,1976,1981,,,FALSE,,
graeme-schultz,Graeme,Schultz,Essendon,,72,180,77,14,,1971,1983,,,FALSE,,
will-setterfield,Will,Setterfield,Essendon,Midfielder,28,192,71,12,,2017,2024,,,FALSE,,
robert-shaw,Robert,Shaw,Essendon,,71,188,51,26,,1974,1981,,,FALSE,,
hayden-skipworth,Hayden,Skipworth,Essendon,,43,177,55,21,,2001,2009,,,FALSE,,
henry-slattery,Henry,Slattery,Essendon,,40,185,96,20,,2005,2012,,,FALSE,,
devon-smith,Devon,Smith,Essendon,,32,174,182,5,,2012,2022,,,FALSE,,
will-snelling,Will,Snelling,Essendon,,28,175,65,11,,2016,2023,,,FALSE,,
peter-somerville,Peter,Somerville,Essendon,,57,195,160,19,,1988,1999,,,FALSE,,
brent-stanton,Brent,Stanton,Essendon,,39,183,255,5,,2004,2017,,,FALSE,,
james-stewart,James,Stewart,Essendon,,32,199,78,17,,2013,2022,,,FALSE,,
mathew-stokes,Mathew,Stokes,Essendon,,41,176,200,48,,2006,2016,,,FALSE,,
alan-stoneham,Alan,Stoneham,Essendon,,70,185,200,11,,1972,1983,,,FALSE,,
michael-symons,Michael,Symons,Essendon,,54,182,109,12,,1992,1999,,,FALSE,,
mark-thompson,Mark,Thompson,Essendon,,62,177,202,26,,1983,1996,,,FALSE,,
dean-wallis,Dean,Wallis,Essendon,,56,190,127,21,,1987,2001,,,FALSE,,
brian-walsh,Brian,Walsh,Essendon,,75,179,115,1,,1970,1978,,,FALSE,,
kevin-walsh,Kevin,Walsh,Essendon,,64,193,162,30,,1981,1991,,,FALSE,,
jobe-watson,Jobe,Watson,Essendon,,41,191,220,4,,2003,2017,,,FALSE,,
tim-watson,Tim,Watson,Essendon,,64,185,307,32,,1977,1994,,,FALSE,,
sam-weideman,Sam,Weideman,Essendon,,28,195,76,10,,2016,2024,,,FALSE,,
pat-wellington,Pat,Wellington,Essendon,,72,185,58,39,,1972,1976,,,FALSE,,
sean-wellman,Sean,Wellman,Essendon,,51,193,212,6,,1994,2004,,,FALSE,,
andrew-welsh,Andrew,Welsh,Essendon,,43,188,162,12,,2002,2011,,,FALSE,,
paul-weston,Paul,Weston,Essendon,,69,188,60,28,,1983,1985,,,FALSE,,
darren-williams,Darren,Williams,Essendon,,65,176,109,13,,1979,1989,,,FALSE,,
mark-williams-1983,Mark,Williams,Essendon,,43,180,115,33,,2002,2010,,,FALSE,,
andrew-wilson,Andrew,Wilson,Essendon,,74,179,112,33,,1971,1977,,,FALSE,,
jason-winderlich,Jason,Winderlich,Essendon,,41,188,129,8,,2003,2015,,,FALSE,,
bryan-wood,Bryan,Wood,Essendon,,72,185,253,2,,1972,1986,,,FALSE,,
peter-wright,Peter,Wright,Essendon,Key Forward,29,203,133,20,,2015,2024,,,FALSE,,
david-zaharakis,David,Zaharakis,Essendon,,36,180,226,11,,2009,2021,,,FALSE,,
ty-zantuck,Ty,Zantuck,Essendon,,44,188,77,36,,2000,2005,,,FALSE,,
ben-allan,Ben,Allan,Fremantle,,57,182,145,7,,1990,1997,,,FALSE,,
stuart-anderson,Stuart,Anderson,Fremantle,,51,181,70,6,,1994,1998,,,FALSE,,
john-anthony,John,Anthony,Fremantle,,38,192,51,22,,2008,2012,,,FALSE,,
hayden-ballantyne,Hayden,Ballantyne,Fremantle,,38,175,171,1,,2009,2019,,,FALSE,,
peter-bell,Peter,Bell,Fremantle,,50,175,286,32,,1995,2008,,,FALSE,,
heath-black,Heath,Black,Fremantle,,46,176,192,21,,1997,2008,,,FALSE,,
connor-blakely,Connor,Blakely,Fremantle,,30,188,78,19,,2015,2021,,,FALSE,,
chris-bond,Chris,Bond,Fremantle,,57,178,163,32,,1990,1999,,,FALSE,,
kepler-bradley,Kepler,Bradley,Fremantle,,40,199,117,26,,2004,2013,,,FALSE,,
will-brodie,Will,Brodie,Fremantle,,27,189,54,17,,2017,2023,,,FALSE,,
matthew-carr,Matthew,Carr,Fremantle,,47,190,162,9,,1999,2008,,,FALSE,,
travis-colyer,Travis,Colyer,Fremantle,,34,175,146,33,,2010,2022,,,FALSE,,
reece-conca,Reece,Conca,Fremantle,,33,181,150,6,,2011,2021,,,FALSE,,
troy-cook,Troy,Cook,Fremantle,,49,176,193,10,,1997,2007,,,FALSE,,
sean-darcy,Sean,Darcy,Fremantle,Ruck,27,202,110,4,,2017,2024,,,FALSE,,
zac-dawson,Zac,Dawson,Fremantle,,40,197,166,3,,2005,2017,,,FALSE,,
brad-dodd,Brad,Dodd,Fremantle,,49,184,50,12,,1998,2001,,,FALSE,,
steven-dodd,Steven,Dodd,Fremantle,,42,191,101,25,,2004,2010,,,FALSE,,
paul-duffield,Paul,Duffield,Fremantle,,41,188,171,41,,2006,2015,,,FALSE,,
jeff-farmer,Jeff,Farmer,Fremantle,,48,174,249,33,,1995,2008,,,FALSE,,
brendon-fewster,Brendon,Fewster,Fremantle,,52,193,70,18,,1996,2002,,,FALSE,,
adrian-fletcher,Adrian,Fletcher,Fremantle,,56,178,231,2,,1989,2001,,,FALSE,,
nat-fyfe,Nat,Fyfe,Fremantle,,34,192,240,7,,2010,2024,,,FALSE,,
jonathon-griffin,Jonathon,Griffin,Fremantle,,40,201,97,12,,2007,2017,,,FALSE,,
antoni-grover,Antoni,Grover,Fremantle,,46,189,202,14,,1999,2012,,,FALSE,,
robert-haddrill,Robert,Haddrill,Fremantle,,45,189,58,42,,2001,2007,,,FALSE,,
paul-hasleby,Paul,Hasleby,Fremantle,,44,182,208,4,,2000,2010,,,FALSE,,
roger-hayden,Roger,Hayden,Fremantle,,45,182,128,43,,2002,2011,,,FALSE,,
des-headland,Des,Headland,Fremantle,,45,186,166,11,,1999,2010,,,FALSE,,
stephen-hill,Stephen,Hill,Fremantle,,35,183,218,32,,2009,2020,,,FALSE,,
ethan-hughes,Ethan,Hughes,Fremantle,,31,188,107,15,,2015,2024,,,FALSE,,
david-hynes,David,Hynes,Fremantle,,59,190,86,16,,1991,1997,,,FALSE,,
garrick-ibbotson,Garrick,Ibbotson,Fremantle,,38,186,177,5,,2007,2017,,,FALSE,,
mark-johnson,Mark,Johnson,Fremantle,,47,180,208,17,,1999,2008,,,FALSE,,
michael-johnson,Michael,Johnson,Fremantle,,41,195,244,37,,2005,2018,,,FALSE,,
anthony-jones,Anthony,Jones,Fremantle,,51,185,82,5,,1995,2003,,,FALSE,,
shane-kersten,Shane,Kersten,Fremantle,,33,191,66,22,,2014,2018,,,FALSE,,
dale-kickett,Dale,Kickett,Fremantle,,57,179,181,11,,1990,2002,,,FALSE,,
quenton-leach,Quenton,Leach,Fremantle,,53,179,56,36,,1995,1998,,,FALSE,,
justin-longmuir,Justin,Longmuir,Fremantle,,45,196,139,20,,1999,2007,,,FALSE,,
greg-madigan,Greg,Madigan,Fremantle,,56,193,66,17,,1989,1997,,,FALSE,,
peter-mann,Peter,Mann,Fremantle,,55,194,116,9,,1991,1999,,,FALSE,,
brandon-matera,Brandon,Matera,Fremantle,,34,173,144,3,,2011,2020,,,FALSE,,
cam-mccarthy,Cam,McCarthy,Fremantle,,31,192,70,23,,2014,2020,,,FALSE,,
oscar-mcdonald,Oscar,McDonald,Fremantle,Key Defender,30,196,87,21,,2015,2024,,,FALSE,,
andrew-mcgovern,Andrew,McGovern,Fremantle,,58,177,83,43,,1992,1998,,,FALSE,,
shaun-mcmanus,Shaun,McManus,Fremantle,,50,179,228,8,,1995,2008,,,FALSE,,
luke-mcpharlin,Luke,McPharlin,Fremantle,,44,192,256,18,,2000,2015,,,FALSE,,
adam-mcphee,Adam,McPhee,Fremantle,,43,190,223,9,,2001,2012,,,FALSE,,
daniel-metropolis,Daniel,Metropolis,Fremantle,,54,188,114,3,,1992,2001,,,FALSE,,
tony-modra,Tony,Modra,Fremantle,,57,188,165,6,,1992,2001,,,FALSE,,
david-mundy,David,Mundy,Fremantle,,40,193,376,16,,2005,2022,,,FALSE,,
jason-norrish,Jason,Norrish,Fremantle,,54,179,148,25,,1993,2002,,,FALSE,,
shane-parker,Shane,Parker,Fremantle,,53,187,238,23,,1995,2007,,,FALSE,,
matthew-pavlich,Matthew,Pavlich,Fremantle,,44,192,353,29,,2000,2016,,,FALSE,,
clancee-pearce,Clancee,Pearce,Fremantle,,35,182,100,46,,2009,2016,,,FALSE,,
danyle-pearce,Danyle,Pearce,Fremantle,,40,178,258,6,,2005,2018,,,FALSE,,
ashley-prescott,Ashley,Prescott,Fremantle,,53,186,128,36,,1993,2001,,,FALSE,,
brad-rowe,Brad,Rowe,Fremantle,,56,174,73,3,,1990,1996,,,FALSE,,
aaron-sandilands,Aaron,Sandilands,Fremantle,,43,211,271,31,,2003,2019,,,FALSE,,
byron-schammer,Byron,Schammer,Fremantle,,40,176,129,3,,2003,2011,,,FALSE,,
jarrad-schofield,Jarrad,Schofield,Fremantle,,51,178,206,17,,1993,2006,,,FALSE,,
dean-solomon,Dean,Solomon,Fremantle,,46,189,209,6,,1998,2009,,,FALSE,,
lee-spurr,Lee,Spurr,Fremantle,,38,182,120,34,,2012,2017,,,FALSE,,
nick-suban,Nick,Suban,Fremantle,,35,182,156,8,,2009,2017,,,FALSE,,
colin-sylvia,Colin,Sylvia,Fremantle,,40,186,163,4,,2004,2014,,,FALSE,,
matthew-taberner,Matthew,Taberner,Fremantle,,32,198,125,20,,2013,2024,,,FALSE,,
scott-thornton,Scott,Thornton,Fremantle,,43,194,88,22,,2002,2009,,,FALSE,,
luke-toia,Luke,Toia,Fremantle,,48,175,63,1,,1996,2002,,,FALSE,,
james-walker,James,Walker,Fremantle,,47,178,151,19,,1998,2007,,,FALSE,,
michael-walters,Michael,Walters,Fremantle,,35,178,239,10,,2009,2024,,,FALSE,,
clive-waterhouse,Clive,Waterhouse,Fremantle,,51,184,106,26,,1996,2004,,,FALSE,,
scott-watters,Scott,Watters,Fremantle,,57,175,109,2,,1989,1996,,,FALSE,,
nathan-wilson,Nathan,Wilson,Fremantle,,33,185,155,14,,2012,2023,,,FALSE,,
brad-wira,Brad,Wira,Fremantle,,54,179,96,24,,1995,2001,,,FALSE,,
dion-woods,Dion,Woods,Fremantle,,44,191,59,6,,2001,2005,,,FALSE,,
hayden-young,Hayden,Young,Fremantle,Midfielder,25,188,80,26,,2020,2024,,,FALSE,,
gary-ablett-1961,Gary,Ablett,Geelong,,64,185,248,5,,1982,1996,,,FALSE,,
gary-ablett-1984,Gary,Ablett,Geelong,,41,182,357,4,,2002,2020,,,FALSE,,
simon-arnott,Simon,Arnott,Geelong,,50,186,56,28,,1995,2000,,,FALSE,,
bret-bailey,Bret,Bailey,Geelong,,62,182,81,37,,1984,1990,,,FALSE,,
mark-bairstow,Mark,Bairstow,Geelong,,62,180,146,3,,1987,1994,,,FALSE,,
scott-bamford,Scott,Bamford,Geelong,,51,183,59,22,,1996,1999,,,FALSE,,
david-barkley,David,Barkley,Geelong,,75,189,55,5,,1972,1976,,,FALSE,,
jimmy-bartel,Jimmy,Bartel,Geelong,,42,187,305,3,,2002,2016,,,FALSE,,
jed-bews,Jed,Bews,Geelong,Half Back,32,186,171,24,,2014,2024,,,FALSE,,
aaron-black,Aaron,Black,Geelong,,35,192,57,23,,2011,2018,,,FALSE,,
mark-blake,Mark,Blake,Geelong,,40,200,99,24,,2005,2010,,,FALSE,,
rod-blake,Rod,Blake,Geelong,,73,199,176,16,,1971,1983,,,FALSE,,
mark-bos,Mark,Bos,Geelong,,65,185,195,24,,1979,1989,,,FALSE,,
terry-bright,Terry,Bright,Geelong,,68,188,219,4,,1976,1987,,,FALSE,,
paul-brown,Paul,Brown,Geelong,,56,187,84,40,,1990,1998,,,FALSE,,
mark-browne,Mark,Browne,Geelong,,71,179,87,12,,1974,1978,,,FALSE,,
bill-brownless,Bill,Brownless,Geelong,,59,192,198,16,,1986,1997,,,FALSE,,
tanner-bruhn,Tanner,Bruhn,Geelong,Midfielder,23,183,66,4,,2021,2024,,,FALSE,,
neville-bruns,Neville,Bruns,Geelong,,67,176,223,19,,1978,1992,,,FALSE,,
john-burns,John,Burns,Geelong,,76,178,112,12,,1973,1979,,,FALSE,,
ray-byrne,Ray,Byrne,Geelong,,72,180,219,2,,1973,1984,,,FALSE,,
ray-card,Ray,Card,Geelong,,69,185,110,20,,1977,1987,,,FALSE,,
stephen-carey,Stephen,Carey,Geelong,,66,180,112,25,,1980,1986,,,FALSE,,
jeff-cassidy,Jeff,Cassidy,Geelong,,69,183,50,15,,1974,1980,,,FALSE,,
jonathon-ceglar,Jonathon,Ceglar,Geelong,,35,204,110,15,,2013,2023,,,FALSE,,
mitch-clark,Mitch,Clark,Geelong,,38,200,106,19,,2006,2016,,,FALSE,,
joel-corey,Joel,Corey,Geelong,,44,191,276,11,,2000,2013,,,FALSE,,
paul-corrigan,Paul,Corrigan,Geelong,,48,185,53,33,,1997,2000,,,FALSE,,
paul-couch,Paul,Couch,Geelong,,61,180,259,7,,1985,1997,,,FALSE,,
bryan-cousins,Bryan,Cousins,Geelong,,72,175,67,24,,1975,1979,,,FALSE,,
stewart-crameri,Stewart,Crameri,Geelong,,37,190,103,36,,2010,2018,,,FALSE,,
luke-dahlhaus,Luke,Dahlhaus,Geelong,,33,179,225,40,,2011,2022,,,FALSE,,
larry-donohue,Larry,Donohue,Geelong,,71,196,105,23,,1973,1980,,,FALSE,,
damian-drum,Damian,Drum,Geelong,,65,180,63,29,,1982,1989,,,FALSE,,
mitch-duncan,Mitch,Duncan,Geelong,,34,188,296,22,,2010,2024,,,FALSE,,
matthew-egan,Matthew,Egan,Geelong,,42,196,59,19,,2005,2007,,,FALSE,,
corey-enright,Corey,Enright,Geelong,,44,187,332,44,,2001,2016,,,FALSE,,
tim-evans,Tim,Evans,Geelong,,72,189,59,11,,1971,1974,,,FALSE,,
peter-featherby,Peter,Featherby,Geelong,,74,183,135,11,,1975,1983,,,FALSE,,
ben-graham,Ben,Graham,Geelong,,52,196,219,7,,1993,2004,,,FALSE,,
brent-grgic,Brent,Grgic,Geelong,,46,192,90,25,,1997,2003,,,FALSE,,
cameron-guthrie,Cameron,Guthrie,Geelong,,33,187,240,29,,2011,2024,,,FALSE,,
derek-hall,Derek,Hall,Geelong,,55,189,76,19,,1993,2000,,,FALSE,,
steven-handley,Steven,Handley,Geelong,,55,194,73,14,,1992,1996,,,FALSE,,
tim-hargreaves,Tim,Hargreaves,Geelong,,50,184,62,22,,1994,1998,,,FALSE,,
tom-harley,Tom,Harley,Geelong,,47,193,198,2,,1998,2009,,,FALSE,,
jack-hawkins,Jack,Hawkins,Geelong,,71,188,182,26,,1973,1981,,,FALSE,,
tom-hawkins,Tom,Hawkins,Geelong,,37,198,359,26,,2007,2024,,,FALSE,,
david-haynes,David,Haynes,Geelong,,44,189,65,8,,2000,2005,,,FALSE,,
lachie-henderson,Lachie,Henderson,Geelong,,36,196,206,25,,2008,2021,,,FALSE,,
shaun-higgins,Shaun,Higgins,Geelong,,38,184,260,4,,2006,2022,,,FALSE,,
ken-hinkley,Ken,Hinkley,Geelong,,59,185,132,29,,1987,1995,,,FALSE,,
garry-hocking,Garry,Hocking,Geelong,,57,182,274,32,,1987,2001,,,FALSE,,
steve-hocking,Steve,Hocking,Geelong,,61,184,199,1,,1984,1994,,,FALSE,,
mark-jackson,Mark,Jackson,Geelong,,66,192,82,25,,1981,1986,,,FALSE,,
paul-jeffreys,Paul,Jeffreys,Geelong,,67,189,91,22,,1977,1985,,,FALSE,,
josh-jenkins,Josh,Jenkins,Geelong,,37,200,149,11,,2012,2021,,,FALSE,,
david-johnson,David,Johnson,Geelong,,44,181,79,28,,2002,2009,,,FALSE,,
peter-johnston,Peter,Johnston,Geelong,,68,192,122,3,,1976,1986,,,FALSE,,
glenn-kilpatrick,Glenn,Kilpatrick,Geelong,,53,184,146,13,,1992,2002,,,FALSE,,
michael-kol,Michael,Kol,Geelong,,64,183,63,37,,1983,1989,,,FALSE,,
jake-kolodjashnij,Jake,Kolodjashnij,Geelong,Key Defender,30,193,198,8,,2015,2024,,,FALSE,,
graeme-landy,Graeme,Landy,Geelong,,71,183,174,39,,1975,1988,,,FALSE,,
cameron-ling,Cameron,Ling,Geelong,,45,189,246,45,,2000,2011,,,FALSE,,
tom-lonergan,Tom,Lonergan,Geelong,,41,197,209,13,,2005,2017,,,FALSE,,
aaron-lord,Aaron,Lord,Geelong,,50,186,150,24,,1994,2003,,,FALSE,,
paul-lynch,Paul,Lynch,Geelong,,52,185,62,18,,1993,2000,,,FALSE,,
tristan-lynch,Tristan,Lynch,Geelong,,52,188,72,42,,1996,2000,,,FALSE,,
andrew-mackie,Andrew,Mackie,Geelong,,41,193,280,4,,2004,2017,,,FALSE,,
spiro-malakellis,Spiro,Malakellis,Geelong,,58,175,67,12,,1989,1993,,,FALSE,,
gary-malarkey,Gary,Malarkey,Geelong,,72,185,172,6,,1977,1986,,,FALSE,,
alan-mangels,Alan,Mangels,Geelong,,69,179,101,12,,1974,1983,,,FALSE,,
kelvin-matthews,Kelvin,Matthews,Geelong,,72,179,155,7,,1972,1982,,,FALSE,,
tim-mcgrath,Tim,McGrath,Geelong,,55,190,226,17,,1989,2002,,,FALSE,,
hamish-mcintosh,Hamish,McIntosh,Geelong,,41,203,126,17,,2005,2014,,,FALSE,,
sam-menegola,Sam,Menegola,Geelong,,34,189,117,27,,2016,2023,,,FALSE,,
david-mensch,David,Mensch,Geelong,,53,191,158,31,,1992,2002,,,FALSE,,
darren-milburn,Darren,Milburn,Geelong,,49,189,292,39,,1997,2011,,,FALSE,,
geoff-miles,Geoff,Miles,Geelong,,64,185,122,2,,1982,1992,,,FALSE,,
cameron-mooney,Cameron,Mooney,Geelong,,46,195,221,21,,1999,2011,,,FALSE,,
jason-mooney,Jason,Mooney,Geelong,,52,191,129,16,,1992,2001,,,FALSE,,
darren-morgan,Darren,Morgan,Geelong,,61,180,92,11,,1984,1990,,,FALSE,,
bruce-nankervis,Bruce,Nankervis,Geelong,,75,179,253,33,,1970,1983,,,FALSE,,
maurice-okeefe,Maurice,OKeefe,Geelong,,72,183,52,30,,1977,1980,,,FALSE,,
brad-ottens,Brad,Ottens,Geelong,,46,202,245,6,,1998,2011,,,FALSE,,
