Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
127	19	Pearce, Joe	1885-01-28	184cm	80kg	152 (52-2-98)	5	1904-1913	19y 107d	28y 214d
618	1	Cordner, Denis	1924-06-28	191cm	91kg	152 (85-3-64)	82	1943, 1948-1956	18y 342d	32y 79d
1319	4	Harmes, James	1995-10-05	185cm	82kg	152 (82-0-70)	78	2015-2023	19y 279d	27y 305d
612	5	Deans, Billy	1922-12-02	170cm	76kg	151 (83-1-67)	20	1942-1950	19y 242d	27y 274d
1072	27	Wight, Sean	1964-03-15	185cm	85kg	150 (81-0-69)	63	1985-1995	21y 64d	31y 170d
1210	45	Whelan, Matthew	1979-11-13	180cm	80kg	150 (65-1-84)	15	2000-2009	20y 141d	29y 290d
1230	27	Rivers, Jared	1984-10-18	194cm	94kg	150 (54-3-93)	18	2003-2012	18y 294d	27y 319d
663	29	Arnold, Lance	1926-05-06	185cm	87kg	149 (69-2-78)	88	1946-1954	20y 5d	28y 142d
1113	29	Obst, Andrew	1964-08-19	184cm	82kg	149 (70-0-79)	60	1990-1997	25y 224d	32y 361d
355	14	Warne-Smith, Ivor	1897-10-29	182cm	86kg	146 (85-3-58)	110	1919, 1925-1932	21y 256d	34y 310d
709	5	McLean, Ian	1929-08-27	175cm	71kg	146 (93-3-50)	29	1951-1960	21y 237d	30y 282d
847	7	Osborne, Graham	1947-06-30	187cm	87kg	146 (48-1-97)	61	1966-1977	19y 16d	30y 58d
1175	36	Leoncelli, Andrew	1974-07-17	186cm	85kg	146 (66-0-80)	66	1996-2003	22y 3d	29y 2d
1191	25	Brown, Nathan	1976-08-14	180cm	76kg	146 (66-0-80)	36	1998, 2000-2007	21y 248d	31y 19d
1140	20	Febey, Matthew	1969-08-19	184cm	82kg	143 (63-0-80)	44	1992-2000	22y 314d	30y 289d
231	1	Allen, Bill	1889-07-07	188cm	85kg	142 (44-3-95)	54	1910-1915, 1919-1923	20y 332d	34y 7d
363	17	Chadwick, Bert	1897-11-15	184cm	86kg	141 (71-3-67)	45	1920-1928	22y 168d	30y 312d
1061	33	Healy, Greg	1965-09-16	176cm	75kg	141 (69-1-71)	167	1984-1993	18y 232d	27y 249d
1247	20	Garland, Colin	1988-04-28	191cm	92kg	141 (34-2-105)	16	2007-2016	19y	28y 30d
552	18	Lock, Wally	1917-01-22	180cm	83kg	140 (98-0-42)	14	1936-1941, 1946-1949	19y 171d	32y 217d
756	16	Johnson, Bob	1935-06-03	198cm	96kg	140 (107-3-30)	267	1954-1961	19y 30d	26y 105d
942	9	Fowler, Laurie	1951-12-29	179cm	75kg	140 (41-0-99)	18	1975-1981	23y 97d	29y 243d
1353	15	Langdon, Ed	1996-02-01	182cm	78kg	140 (82-1-57)	55	2020-2026	24y 50d	30y 77d
1249	8	Frawley, James	1988-09-20	193cm	96kg	139 (34-1-104)	18	2007-2014	18y 249d	25y 344d
583	25	McLean, Col	1920-08-05	178cm	81kg	138 (82-1-55)	1	1940-1941, 1944-1949	19y 336d	29y 22d
1177	22	Woewodin, Shane	1976-07-12	185cm	83kg	138 (64-0-74)	63	1997-2002	20y 258d	26y 64d
420	29	Davidson, Jimmy	1904-08-13	165cm	62kg	137 (79-3-55)	62	1924-1932	20y 10d	28y 21d
508	8	Fischer, Rowley	1910-02-24	185cm	91kg	137 (88-1-48)	34	1933-1941	23y 64d	31y 201d
1195	10	Ward, Daniel	1977-07-09	185cm	84kg	136 (50-1-85)	31	1998-2007	20y 326d	30y 55d
1331	18	Melksham, Jake	1991-08-29	186cm	83kg	136 (74-0-62)	168	2017-2026	25y 208d	34y 225d
1337	8	Lever, Jake	1996-03-05	195cm	91kg	136 (80-1-55)	2	2018-2026	22y 20d	30y 45d
1034	9	Johnson, Alan	1956-11-20	179cm	75kg	135 (66-0-69)	95	1982-1990	25y 128d	33y 236d
1209	31	Wheatley, Paul	1981-04-12	189cm	88kg	135 (62-0-73)	34	2000-2009	18y 340d	28y 140d
12	 	Moodie, George	1872-10-22	 	 	134 (60-2-72)	29	1897-1905	24y 198d	32y 301d
453	32	Ogden, Gordon	1909-02-14	177cm	69kg	134 (70-2-62)	3	1928-1937	19y 81d	28y 216d
1067	14	Grinter, Rod	1965-05-26	182cm	85kg	134 (73-1-60)	57	1985-1994	19y 317d	29y 44d
6	 	Leith, Jack	1872-08-12	177cm	 	133 (56-1-76)	162	1897-1903, 1905-1908, 1911-1912	24y 269d	39y 296d
366	9	Streeter, Charlie	1895-08-15	170cm	73kg	133 (68-3-62)	10	1920-1928	24y 260d	32y 327d
526	10	Gibb, Maurie	1914-02-07	183cm	78kg	133 (84-1-48)	167	1934-1943	20y 108d	29y 195d
542	15	Baggott, Ron	1917-01-16	183cm	76kg	133 (89-1-43)	308	1935-1942, 1945	18y 178d	28y 228d
1221	7	Miller, Brad	1983-07-06	194cm	96kg	133 (44-2-87)	89	2002-2010	18y 316d	26y 356d
272	8	Lilley, Charlie	1892-07-03	178cm	76kg	132 (38-2-92)	5	1913-1915, 1919-1925	20y 297d	33y 92d
767	4	Lord, John	1937-04-02	188cm	93kg	132 (98-2-32)	80	1957-1965	20y 20d	28y 141d
1354	36	Pickett, Kysaiah	2001-06-02	170cm	67kg	132 (79-1-52)	207	2020-2026	18y 294d	24y 321d
572	30	Rodda, Alby	1920-09-08	166cm	80kg	131 (84-1-46)	142	1939-1943, 1946-1950	18y 233d	29y 359d
889	8	Keenan, Peter	1951-04-07	197cm	99kg	131 (40-1-90)	88	1970-1975, 1981-1982	18y 362d	31y 115d
407	4	Abernethy, Jim	1902-11-04	175cm	81kg	130 (71-2-57)	61	1923-1924, 1926-1932	20y 189d	29y 255d
755	24	Ridley, Ian	1934-02-15	166cm	68kg	130 (100-2-28)	228	1954-1961	20y 131d	27y 213d
993	3	Healy, Gerard	1961-03-01	184cm	81kg	130 (41-0-89)	189	1979-1985	18y 37d	24y 183d
20	 	Young, Charlie	1877-12-07	 	 	129 (57-2-70)	46	1897-1904	19y 152d	26y 271d
1345	1	May, Steven	1992-01-10	193cm	100kg	128 (73-1-54)	3	2019-2025	27y 79d	33y 224d
408	10	Collins, Jack	1904-10-04	179cm	73kg	127 (79-3-45)	7	1923-1931	18y 241d	26y 294d
928	1	Baker, Garry	1953-03-24	193cm	95kg	127 (33-0-94)	112	1974-1981	21y 13d	28y 88d
1097	6	Lovett, Glenn	1969-07-23	180cm	85kg	127 (53-0-74)	74	1987, 1989-1999	17y 325d	29y 261d
650	16	Bickford, George	1927-01-09	182cm	74kg	126 (69-2-55)	17	1945-1952	18y 130d	25y 234d
172	9	Monk, Bobby	1885-10-22	 	 	125 (47-1-77)	15	1907-1914	21y 187d	28y 311d
538	23	Wartman, Ray	1915-01-29	180cm	84kg	125 (88-1-36)	61	1935-1942	20y 88d	27y 100d
678	2	McKenzie, Robert	1928-12-19	178cm	72kg	125 (65-1-59)	254	1948-1955	19y 120d	26y 272d
1358	24	Rivers, Trent	2001-07-30	188cm	85kg	125 (73-1-51)	13	2020-2026	18y 319d	24y 234d
751	35	Laidlaw, Clyde	1933-11-27	183cm	84kg	124 (99-3-22)	58	1954-1962	20y 148d	28y 250d
1004	4	Giles, Peter	1958-06-10	187cm	85kg	124 (38-0-86)	32	1979-1987	20y 357d	29y 38d
1055	10	Hughes, Danny	1963-12-04	189cm	90kg	124 (64-0-60)	23	1984-1990	20y 118d	26y 258d
743	7	Case, Geoff	1935-09-15	183cm	81kg	123 (86-3-34)	34	1953-1962	17y 250d	26y 267d
1341	32	Sparrow, Tom	2000-05-31	183cm	82kg	123 (71-1-51)	47	2019-2026	18y 296d	25y 323d
697	12	Spencer, Stuart	1932-02-03	178cm	76kg	122 (70-1-51)	146	1950-1956	18y 78d	24y 225d
1237	22	Moloney, Brent	1984-01-28	181cm	88kg	122 (37-2-83)	31	2005-2012	21y 57d	28y 196d
510	13	Jones, Les	1910-02-22	175cm	82kg	121 (74-1-46)	88	1933-1941	23y 66d	31y 77d
907	6	Brewer, Ross	1953-08-14	188cm	75kg	121 (39-0-82)	196	1972-1978	18y 231d	24y 335d
1099	16	Lovell, Andy	1970-07-28	180cm	82kg	121 (59-1-61)	146	1988-1995	17y 263d	25y 35d
1169	27	Ingerson, Anthony	1969-10-13	193cm	97kg	121 (51-0-70)	15	1996-2001	26y 168d	31y 247d
864	26	Parke, Greg	1948-04-18	185cm	85kg	119 (44-1-74)	169	1968-1973	20y 2d	25y 136d
582	22	McGrath, Shane	1919-06-06	183cm	89kg	118 (80-1-37)	3	1940-1941, 1944, 1946-1950	20y 354d	31y 88d
759	14	Johnson, Trevor	1935-01-25	185cm	83kg	118 (85-3-30)	9	1955-1962	20y 95d	27y 219d
1156	33	Farmer, Jeff	1977-06-24	174cm	80kg	118 (52-0-66)	259	1995-2001	17y 281d	24y 70d
65	 	Sowden, Arthur	1878-04-06	170cm	 	117 (44-1-72)	13	1899-1906	21y 37d	28y 148d
462	20	Long, Harry	1910-02-13	182cm	79kg	117 (51-1-65)	21	1929-1937	19y 73d	27y 217d
768	23	Tunbridge, Geoff	1932-04-07	178cm	72kg	117 (86-3-28)	129	1957-1962	25y 15d	30y 147d
1100	41	Rohde, Peter	1964-11-19	185cm	87kg	117 (62-1-54)	22	1988-1995	23y 170d	30y 273d
585	28	Dullard, Adrian	1918-01-12	185cm	83kg	116 (73-1-42)	143	1940-1943, 1945-1949	22y 225d	31y 220d
381	19	Coy, Harry	1900-02-04	178cm	75kg	115 (61-3-51)	4	1921-1928	21y 92d	28y 189d
800	32	Vagg, Barrie	1943-01-21	182cm	73kg	115 (63-0-52)	132	1962-1969	19y 90d	26y 130d
1326	29	Hunt, Jayden	1995-04-03	187cm	82kg	114 (61-1-52)	43	2016-2022	21y 14d	27y 159d
436	16	Johnson, Bob	1902-06-27	191cm	83kg	113 (62-2-49)	302	1926-1933	23y 308d	31y 67d
865	17	Clark, Denis	1950-04-22	174cm	74kg	113 (35-1-77)	49	1968-1975	18y 19d	25y 123d
1147	15	Hopgood, Paul	1973-07-21	179cm	82kg	113 (45-0-68)	10	1993-2000	19y 270d	27y 9d
1334	14	Hibberd, Michael	1990-01-03	186cm	90kg	113 (60-1-52)	3	2017-2023	27y 111d	33y 247d
222	4	McKenzie, Bill	1889-01-31	165cm	61kg	112 (34-1-77)	11	1909-1915, 1919	20y 202d	30y 225d
1181	8	Nicholson, Alistair	1978-03-04	197cm	100kg	110 (57-0-53)	3	1997, 1999-2005	19y 61d	27y 183d
77	 	Purse, Jack	1879-06-28	179cm	 	109 (45-1-63)	12	1900-1906, 1908	20y 311d	29y 48d
417	1	Wittman, Stan	1901-06-01	178cm	76kg	109 (68-3-38)	132	1924-1931	22y 344d	30y 47d
1090	5	Spalding, Earl	1965-03-11	198cm	110kg	109 (70-0-39)	63	1987-1991	22y 17d	26y 188d
925	28	Dullard, Anthony	1955-07-13	192cm	102kg	108 (28-0-80)	49	1973-1981	18y 29d	25y 342d
1338	9	Spargo, Charlie	1999-11-25	173cm	71kg	108 (69-1-38)	64	2018-2025	18y 155d	25y 244d
1187	43	Rigoni, Guy	1974-07-27	181cm	87kg	107 (55-0-52)	35	1998-2001, 2003-2005	23y 245d	31y 38d
1339	35	Petty, Harry	1999-11-12	197cm	83kg	107 (55-1-51)	48	2018-2019, 2021-2026	18y 231d	26y 158d
333	15	Heinz, George	1891-10-08	169cm	73kg	106 (38-3-65)	97	1919-1925	27y 207d	33y 360d
444	23	Vine, Francis	1904-10-01	188cm	84kg	105 (51-1-53)	41	1926-1934	22y 8d	29y 349d
579	2	Dowsing, Roy	1915-10-23	170cm	67kg	105 (58-0-47)	45	1939-1946	23y 272d	30y 305d
696	17	McGivern, Geoff	1930-12-27	189cm	80kg	105 (53-2-50)	53	1950-1956	19y 116d	25y 249d
1141	7	Kowal, Darren	1972-06-18	173cm	74kg	105 (49-0-56)	46	1992-1999	20y 51d	27y 57d
1212	30	Godfrey, Simon	1980-10-18	184cm	86kg	105 (46-1-58)	23	2000-2007	19y 279d	26y 291d
386	3	Thomas, Ted	1898-08-09	175cm	76kg	104 (58-3-43)	3	1921-1928, 1932	22y 271d	33y 286d
580	6	Fanning, Fred	1921-11-05	193cm	102kg	104 (52-0-52)	411	1940, 1942-1947	18y 174d	25y 298d
1180	35	McDonald, Anthony	1972-06-13	182cm	82kg	104 (49-0-55)	41	1997-2002	24y 309d	30y 59d
1200	42	Walsh, Peter	1976-07-24	180cm	82kg	104 (51-0-53)	31	1999-2004	22y 254d	28y 35d
1241	3	Bartram, Clint	1988-02-16	181cm	83kg	103 (31-3-69)	17	2006-2012	18y 45d	24y 93d
665	32	Dockett, Len	1920-03-05	175cm	73kg	102 (61-1-40)	47	1946-1951	26y 67d	31y 124d
1244	6	Bate, Matthew	1987-05-24	192cm	93kg	102 (27-1-74)	98	2006-2012	18y 340d	25y 79d
1070	34	Newport, Stephen	1965-11-05	182cm	80kg	101 (54-0-47)	58	1985-1990	19y 171d	24y 321d
744	28	Gleeson, Terry	1933-10-16	193cm	92kg	100 (71-1-28)	27	1953-1962	19y 254d	28y 306d
1259	16	Grimes, Jack	1989-05-11	187cm	82kg	100 (22-2-76)	11	2008-2016	19y 112d	27y 67d
1280	38	Howe, Jeremy	1990-06-29	190cm	86kg	100 (22-0-78)	80	2011-2015	20y 339d	25y 69d
1306	23	Vince, Bernie	1985-10-02	186cm	86kg	100 (40-0-60)	33	2014-2018	28y 171d	32y 307d
735	3	Marquis, Peter	1932-03-13	183cm	89kg	99 (64-2-33)	7	1953-1958	21y 36d	26y 191d
776	5	Crompton, Neil	1937-08-16	178cm	79kg	99 (67-1-31)	24	1957-1960, 1962-1966	19y 289d	28y 264d
787	37	Massey, Bernie	1939-08-12	184cm	83kg	99 (56-1-42)	 	1960-1967	20y 250d	27y 288d
398	28	Dunbar, Hugh	1903-06-27	185cm	92kg	97 (58-1-38)	48	1922-1928	18y 313d	25y 87d
804	10	Emselle, Ken	1944-06-17	174cm	73kg	97 (54-0-43)	109	1962-1967, 1969	18y 6d	24y 320d
954	43	Hutchison, Greg	1957-06-13	182cm	85kg	96 (25-0-71)	21	1975-1984	18y 78d	26y 313d
1030	16	Battiston, Adrian	1963-09-16	175cm	79kg	96 (33-0-63)	75	1982-1987	18y 193d	23y 284d
1235	5	McLean, Brock	1986-03-11	184cm	85kg	94 (37-1-56)	39	2004-2009	18y 87d	23y 172d
1305	12	Tyson, Dom	1993-06-08	186cm	85kg	94 (39-0-55)	40	2014-2018	20y 287d	25y 106d
773	26	Thorogood, Ian	1936-08-25	183cm	83kg	93 (67-3-23)	1	1957-1962	20y 252d	26y 7d
555	9	Emselle, Richie	1917-09-24	175cm	76kg	92 (65-0-27)	7	1937-1943	19y 219d	25y 289d
807	31	Groom, Ray	1944-09-03	187cm	83kg	92 (46-0-46)	36	1963-1968	18y 229d	23y 363d
425	26	Tymms, Bill	1903-08-16	183cm	79kg	91 (52-2-37)	7	1925-1933	21y 259d	29y 312d
1033	47	Jarrott, Alan	1956-08-17	182cm	90kg	91 (31-0-60)	26	1982-1986	25y 223d	30y 13d
75	 	Langley, Frank	1882-10-13	177cm	71kg	89 (35-1-53)	61	1900-1906	17y 204d	23y 274d
1158	10	Seecamp, Marcus	1972-07-27	185cm	87kg	89 (35-0-54)	8	1995-2000	22y 248d	27y 264d
680	3	Collins, Geoff	1926-08-10	178cm	76kg	88 (49-1-38)	5	1948-1952, 1954	21y 272d	28y 46d
794	18	Roet, Brian	1939-11-02	187cm	83kg	88 (61-0-27)	1	1961-1965, 1968	21y 185d	28y 303d
1020	32	Zantuck, Shane	1955-05-20	177cm	79kg	88 (33-0-55)	13	1981-1986	25y 326d	31y 102d
1218	3	Bizzell, Clint	1976-06-28	188cm	89kg	88 (38-0-50)	7	2002-2005, 2007	25y 277d	31y 66d
7	 	Lewis, Austin	1870-05-26	174cm	 	87 (45-2-40)	9	1897-1903	26y 347d	33y 81d
228	5	Hendrie, Bill	1884-01-22	179cm	 	87 (27-1-59)	40	1910-1915	26y 119d	31y 113d
548	19	Roberts, Frank	1912-02-27	175cm	83kg	86 (61-0-25)	5	1936-1941	24y 65d	29y 142d
1273	9	Trengove, Jack	1991-09-02	185cm	82kg	86 (22-2-62)	39	2010-2014, 2016-2017	18y 206d	25y 330d
78	 	Parkin, Harry	1879-06-21	179cm	 	85 (34-1-50)	 	1900-1906	20y 325d	26y 318d
206	2	Brereton, Harry	1887-06-13	180cm	72kg	85 (39-2-44)	187	1909-1912, 1915	21y 322d	28y 76d
830	24	Dillon, Ross	1947-12-10	187cm	84kg	85 (23-0-62)	133	1966-1972	18y 136d	24y 239d
860	1	Walker, Max	1948-09-12	189cm	84kg	85 (26-1-58)	23	1967-1972	18y 306d	23y 356d
1350	37	Chandler, Kade	2000-01-13	174cm	75kg	85 (43-0-42)	68	2019, 2021-2026	19y 215d	26y 96d
9	 	McGinis, Fred	1874-11-11	175cm	74kg	84 (41-2-41)	36	1897-1901	22y 178d	26y 286d
121	22	Nolan, Bernie	1883-10-23	182cm	 	84 (27-1-56)	10	1904-1910, 1912	20y 197d	28y 224d
122	23	Purse, Hugh	1881-10-02	182cm	 	84 (29-1-54)	26	1904-1909, 1912, 1915	22y 218d	33y 316d
672	7	Jackson, Eddie	1925-03-16	175cm	70kg	84 (42-2-40)	10	1947-1952	22y 48d	27y 153d
1040	22	Connolly, Chris	1963-03-25	175cm	76kg	84 (33-0-51)	38	1982-1987, 1989	19y 86d	26y 161d
1094	1	ODwyer, Steven	1966-01-19	201cm	100kg	84 (51-0-33)	45	1987-1991	21y 89d	25y 218d
1361	17	Bowey, Jake	2002-09-12	175cm	67kg	84 (47-0-37)	8	2021-2025	18y 323d	22y 344d
109	 	Mills, Paddy	1884-03-17	174cm	77kg	83 (33-1-49)	15	1903-1909	19y 46d	25y 171d
427	31	Deane, Col	1900-07-11	185cm	86kg	82 (59-3-20)	53	1925-1930	24y 316d	30y 15d
459	34	Usher, Ray	1904-10-16	174cm	74kg	82 (36-2-44)	2	1928-1933	23y 258d	28y 321d
916	10	Ditterich, Carl	1945-10-10	193cm	91kg	82 (26-0-56)	43	1973-1975, 1979-1980	27y 179d	34y 325d
33	 	Geddes, Stewart	1879-03-06	180cm	 	81 (38-2-41)	8	1897-1902	18y 133d	23y 184d
187	4	Fitzpatrick, Jim	1886-07-21	180cm	 	81 (31-1-49)	39	1907-1913	20y 343d	26y 314d
1046	20	Richards, Russell	1962-03-30	188cm	89kg	81 (28-0-53)	43	1983-1987	20y 361d	25y 160d
1320	28	McDonald, Oscar	1996-03-18	196cm	100kg	81 (42-0-39)	1	2015-2020	19y 165d	24y 169d
996	23	ODonnell, Kelly	1960-11-16	173cm	73kg	80 (18-0-62)	67	1979-1984	18y 156d	23y 206d
1059	24	Bailey, Bret	1964-01-22	182cm	90kg	80 (45-0-35)	39	1984-1989	20y 104d	25y 209d
1086	45	Jackson, Ricky	1967-06-19	170cm	71kg	80 (49-0-31)	131	1986-1991	19y 23d	24y 3d
786	21	Leahy, Brian	1943-02-03	185cm	83kg	79 (55-1-23)	2	1960-1965	17y 75d	22y 192d
1267	13	McKenzie, Jordie	1990-06-21	186cm	82kg	79 (18-1-60)	10	2009-2015	19y 35d	24y 316d
94	24	Strong, Jack	1884-04-18	173cm	 	78 (27-1-50)	29	1901, 1903-1910, 1912	17y 72d	28y 121d
509	16	Glass, Eric	1910-02-22	178cm	89kg	78 (43-1-34)	135	1933-1938	23y 66d	28y 151d
1032	11	Icke, Steven	1956-03-07	184cm	92kg	78 (30-0-48)	17	1982-1985, 1987	26y 21d	31y 133d
1312	36	Garlett, Jeff	1989-08-03	180cm	72kg	78 (35-0-43)	138	2015-2019	25y 244d	29y 311d
718	26	Clarke, Noel	1930-12-26	180cm	81kg	77 (34-1-42)	155	1951-1955	20y 158d	24y 265d
949	13	Coles, Henry	1951-03-11	171cm	73kg	77 (26-0-51)	106	1975-1980	24y 102d	29y 144d
1045	30	Moore, Peter	1957-01-11	198cm	97kg	77 (25-0-52)	51	1983-1987	26y 74d	30y 188d
1082	25	Eishold, Simon	1967-03-26	186cm	87kg	77 (52-1-24)	50	1986-1992	19y 24d	25y 99d
1182	4	Grgic, Brent	1979-10-08	192cm	93kg	77 (35-0-42)	29	1997-2001	17y 271d	21y 307d
