Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
76	14	Taranto, Tim	1998-01-28	187cm	87kg	114 (59-2-53)	48	2017-2022	19y 57d	24y 204d
51	29	Williams, Zac	1994-09-20	185cm	84kg	113 (59-0-54)	27	2013-2020	18y 219d	25y 364d
90	16	Daniels, Brent	1999-03-09	170cm	74kg	113 (65-0-48)	75	2018-2021, 2023-2026	19y 121d	27y 34d
17	10	Smith, Devon	1993-05-20	174cm	77kg	109 (38-2-69)	100	2012-2017	18y 309d	24y 98d
77	38	Lloyd, Daniel	1992-02-18	187cm	85kg	101 (52-4-45)	75	2017-2023	25y 84d	31y 216d
31	50	Reid, Sam	1989-11-07	188cm	85kg	98 (52-4-42)	32	2012-2013, 2016-2021	22y 173d	31y 294d
52	35	Corr, Aidan	1994-05-17	195cm	97kg	98 (47-3-48)	2	2013-2020	18y 352d	26y 114d
102	33	OHalloran, Xavier	2000-07-11	186cm	84kg	96 (51-1-44)	35	2020-2026	20y 27d	25y 280d
109	23	Hogan, Jesse	1995-02-12	195cm	100kg	96 (49-0-47)	234	2021-2026	26y 78d	31y 59d
104	26	Riccardi, Jake	1999-11-07	195cm	92kg	95 (52-0-43)	120	2020-2026	20y 290d	26y 161d
105	44	Buckley, Jack	1997-12-17	193cm	87kg	90 (51-1-38)	1	2020-2021, 2023-2026	22y 270d	28y 121d
38	12	Patton, Jonathon	1993-05-20	198cm	102kg	89 (44-3-42)	130	2012-2018	19y 27d	25y 41d
78	24	de Boer, Matt	1990-03-10	189cm	87kg	85 (47-4-34)	35	2017-2022	27y 71d	32y 94d
88	13	Cumming, Isaac	1998-08-11	184cm	83kg	81 (38-1-42)	10	2018-2024	19y 274d	26y 34d
26	17	Treloar, Adam	1993-03-09	182cm	89kg	79 (20-0-59)	48	2012-2015	19y 37d	22y 181d
87	25	Keeffe, Lachlan	1990-04-14	204cm	102kg	79 (37-0-42)	13	2018-2025	28y 20d	34y 349d
22	16	Wilson, Nathan	1993-01-07	185cm	81kg	77 (40-2-35)	16	2012-2017	19y 77d	24y 259d
115	17	Callaghan, Finn	2003-04-26	192cm	86kg	77 (43-0-34)	16	2022-2026	18y 355d	22y 356d
64	37	Lobb, Rory	1993-02-09	206cm	106kg	74 (42-2-30)	64	2014-2018	21y 118d	25y 218d
110	32	Briggs, Kieren	1999-10-06	200cm	103kg	74 (44-0-30)	14	2021-2026	21y 221d	26y 172d
15	7	Palmer, Rhys	1989-02-13	181cm	83kg	69 (20-0-49)	72	2012-2016	23y 40d	27y 224d
111	46	Brown, Callum	2000-08-15	188cm	91kg	69 (39-0-30)	68	2021-2026	20y 287d	25y 245d
35	21	Buntine, Matt	1993-10-19	189cm	84kg	67 (35-0-32)	4	2012-2019, 2021	18y 214d	27y 291d
122	14	Bedford, Toby	2000-05-27	178cm	69kg	67 (44-0-23)	42	2023-2026	22y 337d	25y 325d
80	31	Finlayson, Jeremy	1996-02-09	196cm	93kg	66 (36-3-27)	90	2017-2021	21y 142d	25y 159d
1	14	Bugg, Tomas	1993-04-05	185cm	79kg	65 (17-0-48)	16	2012-2015	18y 354d	22y 154d
121	5	Cadman, Aaron	2004-03-03	195cm	93kg	60 (39-0-21)	84	2023-2026	19y 44d	22y 40d
66	32	Griffen, Ryan	1986-07-27	192cm	88kg	55 (32-1-22)	32	2015-2018	28y 252d	32y 50d
11	33	Hoskin-Elliott, Will	1993-09-02	186cm	82kg	52 (12-0-40)	42	2012-2016	18y 204d	22y 220d
7	26	Giles, Jonathan	1988-01-08	201cm	101kg	51 (5-0-46)	39	2012-2014	24y 76d	26y 136d
9	2	Hampton, Curtly	1993-03-10	185cm	90kg	51 (8-0-43)	10	2012-2015	19y 14d	22y 137d
14	39	Mohr, Tim	1988-10-19	196cm	103kg	48 (7-0-41)	1	2012-2014, 2016-2018	23y 157d	29y 219d
126	1	Thomas, Harvey	2005-08-08	176cm	69kg	46 (27-0-19)	20	2024-2026	18y 214d	20y 252d
112	20	Peatling, James	2000-08-21	182cm	73kg	45 (22-0-23)	16	2021-2024	20y 345d	24y 24d
95	37	Hill, Bobby	2000-02-09	175cm	66kg	41 (17-1-23)	34	2019-2022	19y 155d	22y 108d
71	17	Johnson, Steve	1983-07-04	189cm	95kg	40 (26-1-13)	64	2016-2017	32y 266d	34y 81d
117	10	Wehr, Jacob	1998-07-05	184cm	75kg	39 (20-0-19)	7	2022-2025	23y 321d	27y 50d
67	24	Patfull, Joel	1984-12-07	190cm	90kg	38 (24-0-14)	2	2015-2016	30y 119d	31y 292d
127	2	Jones, Darcy	2004-04-03	175cm	67kg	37 (23-0-14)	31	2024-2025	20y 22d	21y 156d
118	9	Angwin, Ryan	2002-12-12	185cm	80kg	36 (21-0-15)	6	2022-2026	19y 188d	23y 126d
107	30	Flynn, Matt	1997-09-13	200cm	103kg	33 (10-1-22)	10	2021-2023	23y 189d	25y 243d
83	7	Deledio, Brett	1987-04-18	188cm	88kg	32 (20-1-11)	15	2017-2019	30y 109d	32y 142d
29	11	Adams, Taylor	1993-09-20	181cm	83kg	31 (3-0-28)	12	2012-2013	18y 221d	19y 346d
84	17	Langdon, Zac	1995-11-13	177cm	81kg	31 (17-0-14)	23	2018-2020	22y 132d	24y 274d
106	5	Bruhn, Tanner	2002-05-27	183cm	74kg	30 (11-0-19)	11	2021-2022	18y 298d	20y 78d
125	31	McMullin, Toby	2004-08-06	183cm	83kg	29 (16-0-13)	8	2023-2026	19y 7d	21y 254d
19	31	Townsend, Jacob	1993-06-20	187cm	89kg	28 (4-0-24)	4	2012-2015	18y 278d	22y 78d
129	37	Fonti, Joe	2004-12-24	189cm	73kg	28 (19-0-9)	 	2024-2026	19y 195d	21y 114d
119	21	Aleer, Leek	2001-08-21	195cm	85kg	26 (15-0-11)	1	2022, 2024-2026	20y 343d	24y 239d
43	48	Frost, Sam	1993-08-28	194cm	93kg	21 (5-0-16)	2	2012-2014	18y 329d	20y 360d
65	25	McCarthy, Cam	1995-04-01	192cm	92kg	21 (12-0-9)	36	2014-2015	19y 152d	20y 158d
120	24	Rowston, Harry	2004-08-12	182cm	82kg	21 (13-0-8)	9	2023, 2025-2026	18y 226d	21y 248d
131	20	Stringer, Jake	1994-04-25	192cm	95kg	21 (11-0-10)	34	2025-2026	30y 338d	31y 357d
23	6	Power, Luke	1980-01-08	179cm	78kg	20 (2-0-18)	 	2012	32y 91d	32y 237d
48	30	Plowman, Lachie	1994-09-11	193cm	90kg	20 (4-0-16)	1	2013-2015	18y 200d	20y 360d
82	26	Simpson, Dawson	1989-02-17	210cm	110kg	20 (12-1-7)	1	2017-2019	28y 162d	30y 182d
94	42	Stein, Jake	1994-01-17	195cm	95kg	20 (10-1-9)	1	2019, 2021-2022	25y 150d	28y 215d
108	18	Stone, Conor	2002-04-22	188cm	81kg	20 (9-0-11)	4	2021-2025	18y 353d	23y 4d
25	50	Brogan, Dean	1978-12-14	200cm	101kg	19 (2-0-17)	3	2012-2013	33y 123d	34y 254d
73	15	Kennedy, Matthew	1997-04-06	188cm	89kg	19 (11-2-6)	7	2016-2017	19y 74d	20y 127d
56	36	Stewart, James	1994-03-04	199cm	96kg	18 (8-0-10)	18	2013-2016	19y 181d	22y 22d
69	11	Steele, Jack	1995-12-13	187cm	90kg	17 (8-0-9)	9	2015-2016	19y 189d	20y 217d
98	28	Sproule, Zach	1998-05-12	197cm	92kg	17 (9-0-8)	13	2019, 2021-2022	21y 98d	24y 73d
4	11	Cornes, Chad	1979-11-12	192cm	95kg	16 (2-0-14)	4	2012	32y 133d	32y 294d
47	38	Gilham, Stephen	1984-09-02	192cm	86kg	15 (0-0-15)	 	2013-2014	28y 209d	29y 264d
128	35	Gruzewski, Max	2004-07-21	192cm	84kg	15 (10-0-5)	17	2024-2026	19y 337d	21y 249d
30	47	Bruce, Josh	1992-06-08	197cm	101kg	14 (1-0-13)	3	2012-2013	19y 325d	21y 64d
34	27	Phillips, Andrew	1991-07-03	201cm	98kg	14 (2-0-12)	5	2012, 2014-2015	20y 314d	24y 50d
58	32	Hunt, Josh	1982-03-14	184cm	102kg	14 (5-0-9)	4	2014	32y 1d	32y 170d
6	4	Folau, Israel	1989-04-03	193cm	102kg	13 (1-0-12)	2	2012	22y 356d	23y 151d
13	38	McDonald, James	1976-10-05	180cm	75kg	13 (0-0-13)	4	2012	35y 171d	35y 332d
20	29	Tyson, Dom	1993-06-08	186cm	85kg	13 (1-0-12)	4	2012-2013	18y 290d	20y 85d
36	13	Darley, Sam	1993-02-15	186cm	82kg	13 (0-0-13)	1	2012-2013	19y 95d	20y 177d
93	9	Hately, Jackson	2000-10-21	190cm	83kg	13 (5-0-8)	2	2019-2020	18y 181d	19y 323d
27	22	Edwards, Shaun	1993-12-13	189cm	83kg	12 (0-0-12)	2	2012-2013	18y 130d	19y 262d
33	28	Sumner, Liam	1993-08-16	177cm	75kg	12 (2-0-10)	9	2012-2014	18y 264d	21y 15d
40	42	Whiley, Mark	1992-12-01	188cm	87kg	12 (2-0-10)	2	2012-2014	19y 198d	21y 265d
97	5	Caldwell, Jye	2000-09-28	183cm	82kg	11 (3-0-8)	1	2019-2020	18y 315d	19y 346d
28	25	Miles, Anthony	1992-02-28	180cm	81kg	10 (1-0-9)	1	2012-2013	20y 53d	21y 86d
62	11	Lamb, Jed	1992-10-19	181cm	83kg	10 (0-0-10)	8	2014-2015	21y 175d	22y 287d
114	11	Preuss, Braydon	1995-06-16	206cm	109kg	10 (3-0-7)	2	2022	26y 290d	27y 51d
10	36	Hombsch, Jack	1993-03-07	194cm	89kg	9 (0-0-9)	 	2012	19y 17d	19y 178d
53	24	ORourke, Jonathan	1994-04-21	184cm	80kg	9 (1-0-8)	 	2013-2014	19y 84d	20y 124d
54	44	Downie, Tom	1993-04-27	203cm	99kg	9 (4-0-5)	2	2013, 2015-2016	20y 106d	23y 53d
63	13	Boyd, Tom	1995-08-22	200cm	103kg	9 (3-0-6)	8	2014	18y 241d	19y 9d
32	37	OhAilpin, Setanta	1983-03-18	199cm	100kg	8 (0-0-8)	15	2012-2013	29y 49d	30y 118d
116	43	Hamilton, Cooper	2003-09-24	184cm	85kg	8 (2-0-6)	1	2022-2023	18y 218d	19y 204d
55	34	Jaksch, Kristian	1994-10-07	196cm	90kg	7 (1-0-6)	2	2013-2014	18y 322d	19y 271d
68	34	Marchbank, Caleb	1996-12-07	193cm	90kg	7 (2-0-5)	 	2015-2016	18y 195d	19y 118d
100	10	Jacobs, Sam	1988-04-10	200cm	102kg	7 (3-0-4)	2	2020	31y 346d	32y 151d
124	34	Fahey, Josh	2003-11-11	187cm	82kg	7 (5-0-2)	4	2023	19y 197d	19y 281d
132	38	Delana, Josaia	2006-07-01	176cm	78kg	7 (3-0-4)	 	2025-2026	18y 307d	19y 269d
45	15	Golds, Tim	1993-04-06	193cm	86kg	6 (0-0-6)	 	2012-2014	19y 127d	21y 139d
85	34	Shipley, Nick	1999-06-25	188cm	95kg	6 (3-0-3)	 	2018, 2021	18y 307d	22y 42d
91	10	Bonar, Aiden	1999-03-08	188cm	87kg	6 (3-0-3)	5	2018-2019	19y 150d	20y 154d
135	11	Gothard, Phoenix	2005-09-07	179cm	 	6 (2-0-4)	7	2026	20y 181d	20y 222d
136	25	Laverde, Jayden	1996-04-12	191cm	91kg	6 (2-0-4)	 	2026	29y 329d	30y 5d
137	10	Oliver, Clayton	1997-07-22	187cm	85kg	6 (2-0-4)	2	2026	28y 228d	28y 269d
41	24	Clifton, Steve	1987-05-27	182cm	84kg	5 (0-0-5)	1	2012	25y 49d	25y 97d
57	46	Addison, Dylan	1987-10-07	184cm	84kg	5 (2-0-3)	 	2014	26y 159d	26y 237d
113	31	Brander, Jarrod	1999-02-11	195cm	92kg	5 (1-0-4)	4	2022	23y 36d	23y 127d
134	41	Madden, Nick	2004-05-17	204cm	112kg	5 (3-0-2)	 	2025-2026	21y 21d	21y 335d
75	25	Mzungu, Tendai	1986-02-28	183cm	86kg	4 (0-1-3)	1	2017	31y 26d	31y 145d
130	30	Leake, James	2005-10-02	188cm	77kg	4 (3-0-1)	1	2025-2026	19y 158d	20y 176d
133	29	Angove, Cody	2006-05-28	182cm	82kg	4 (3-0-1)	1	2025	18y 348d	19y 3d
44	32	Ugle, Gerald	1993-01-31	181cm	82kg	3 (0-0-3)	1	2012-2013	19y 173d	20y 170d
138	13	Hannaford, Oliver	2006-09-01	180cm	 	3 (1-0-2)	2	2026	19y 207d	19y 228d
81	11	Setterfield, Will	1998-02-05	192cm	87kg	2 (1-0-1)	 	2017	19y 168d	19y 174d
86	43	Buckley, Dylan	1993-03-16	179cm	77kg	2 (0-0-2)	2	2018	25y 49d	25y 71d
92	11	Sheridan, Tom	1993-10-28	187cm	82kg	2 (2-0-0)	 	2019-2020	25y 160d	26y 251d
123	29	Fleeton, Cameron	2002-06-17	192cm	89kg	2 (0-0-2)	 	2023	20y 331d	20y 338d
39	45	Schulz, Sam	1992-09-19	183cm	76kg	1 (0-0-1)	1	2012	19y 271d	19y 271d
42	43	Aylett, Kurt	1992-04-02	189cm	77kg	1 (0-0-1)	 	2012	20y 111d	20y 111d
46	49	Cooyou, Rhys	1991-03-22	183cm	70kg	1 (0-0-1)	1	2012	21y 156d	21y 156d
50	46	Thornton, Bret	1983-11-15	192cm	94kg	1 (0-0-1)	 	2013	29y 163d	29y 163d
70	43	Barrett, Jake	1995-11-08	184cm	83kg	1 (0-0-1)	 	2015	19y 302d	19y 302d
103	20	Hutchesson, Tom	1995-04-04	177cm	75kg	1 (0-0-1)	 	2020	25y 131d	25y 131d
