Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
795	10	Bateman, Chance	1981-06-21	175cm	75kg	177 (88-1-88)	67	2000-2012	18y 278d	31y 59d
556	5	Crimmins, Peter	1948-07-08	173cm	72kg	176 (98-1-77)	231	1966-1975	17y 289d	26y 313d
654	16	Wallace, Terry	1958-12-13	183cm	85kg	174 (116-1-57)	96	1978-1986	19y 109d	27y 288d
674	30	Schwab, Peter	1960-09-22	180cm	83kg	171 (126-1-44)	38	1980-1991	19y 336d	30y 231d
220	5	Albiston, Alec	1917-11-16	175cm	73kg	170 (34-1-135)	383	1936-1942, 1945-1949	18y 245d	31y 284d
807	7	Osborne, Michael	1982-07-29	178cm	81kg	168 (88-1-79)	110	2001-2013	19y 28d	30y 293d
401	10	Kennedy, John	1928-12-29	188cm	89kg	164 (59-0-105)	29	1950-1959	21y 114d	30y 243d
639	10	Polkinghorne, David	1956-02-01	182cm	84kg	164 (111-0-53)	10	1975-1984	19y 135d	28y 220d
750	29	Tallis, Rayden	1975-06-09	184cm	85kg	163 (76-0-87)	27	1994-2004	18y 303d	29y 74d
791	11	Smith, Joel	1977-05-03	185cm	87kg	163 (72-1-90)	39	1999-2007	21y 335d	30y 135d
659	4	Russo, Peter	1959-10-29	177cm	70kg	162 (105-0-57)	102	1978-1988	18y 259d	28y 303d
888	7	McEvoy, Ben	1989-07-11	200cm	102kg	161 (85-3-73)	79	2014-2022	24y 254d	33y 41d
644	8	OHalloran, David	1955-09-08	185cm	92kg	160 (108-0-52)	19	1976-1979, 1981-1985	20y 208d	30y 20d
861	6	Gibson, Josh	1984-03-13	189cm	93kg	160 (114-1-45)	3	2010-2017	26y 14d	33y 89d
815	30	Brown, Campbell	1983-08-28	177cm	83kg	159 (75-1-83)	64	2002-2010	18y 284d	27y 7d
838	18	Guerra, Brent	1982-05-29	182cm	90kg	159 (106-1-52)	25	2006-2013	23y 308d	31y 122d
570	20	Bremner, Ian	1947-04-11	180cm	81kg	158 (98-0-60)	6	1967-1976	20y 11d	29y 167d
645	42	Paton, Ian	1957-02-21	193cm	92kg	155 (104-0-51)	47	1976-1985	19y 84d	28y 65d
681	11	Buckenara, Gary	1958-07-03	184cm	83kg	154 (119-1-34)	293	1982-1990	23y 267d	31y 347d
760	5	Harford, Daniel	1977-03-19	177cm	81kg	153 (74-1-78)	67	1995-2003	18y 77d	26y 165d
918	4	Impey, Jarman	1995-07-09	178cm	82kg	152 (77-0-75)	34	2018-2026	22y 258d	30y 283d
761	17	Chick, Daniel	1976-02-10	185cm	88kg	149 (74-2-73)	159	1996-2002	20y 49d	26y 201d
776	3	Hay, Jonathan	1979-08-13	194cm	93kg	149 (65-1-83)	12	1997-2005	17y 347d	26y 14d
920	5	Worpel, James	1999-01-24	185cm	85kg	148 (66-2-80)	49	2018-2025	19y 94d	26y 238d
718	12	Lawrence, Stephen	1969-04-22	200cm	100kg	146 (80-0-66)	30	1988-1998	19y 8d	28y 361d
713	3	Condon, Anthony	1967-12-06	186cm	88kg	145 (97-0-48)	49	1987-1997	19y 182d	29y 163d
786	21	Vandenberg, Richard	1977-01-14	178cm	84kg	145 (63-1-81)	64	1998-2007	21y 192d	30y 244d
149	8	Spinks, Stan	1912-10-16	171cm	79kg	143 (40-1-102)	19	1931-1941	18y 331d	28y 234d
526	4	Beck, Ken	1940-08-04	198cm	89kg	143 (63-1-79)	23	1962-1972	21y 344d	32y 29d
757	30	Woods, Tony	1969-07-02	185cm	90kg	142 (64-2-76)	26	1995-2002	25y 302d	32y 286d
590	8	Heath, Kevin	1950-03-24	188cm	92kg	140 (89-0-51)	43	1968-1975	18y 153d	25y 152d
617	19	Goad, Alan	1954-09-22	179cm	80kg	138 (87-0-51)	129	1972-1977, 1979-1982	17y 318d	27y 361d
754	7	McCabe, Luke	1976-08-10	183cm	82kg	138 (64-1-73)	12	1995-2004	18y 234d	27y 273d
703	14	Dear, Greg	1963-04-17	198cm	99kg	137 (102-0-35)	18	1985-1990, 1992-1993	22y 24d	30y 141d
163	3	Williams, Bob	1913-04-14	175cm	73kg	136 (40-1-95)	110	1932, 1934-1944	19y 142d	31y 99d
682	22	Loveridge, Richard	1963-01-15	178cm	70kg	136 (100-1-35)	119	1982-1989	19y 71d	26y 118d
486	30	Youren, Colin	1939-06-03	180cm	76kg	135 (75-1-59)	34	1958-1965	18y 313d	26y 86d
726	17	Hudson, Paul	1970-07-20	185cm	88kg	134 (80-0-54)	264	1990-1996	19y 268d	26y 42d
343	7	Pearson, Neil	1925-09-09	175cm	73kg	133 (23-0-110)	44	1945-1954	19y 224d	28y 297d
605	13	Rice, Leon	1951-08-23	184cm	75kg	133 (93-0-40)	26	1970-1979	18y 308d	28y 9d
134	16	Murphy, Leo	1909-08-07	185cm	85kg	132 (31-0-101)	22	1930-1940	20y 353d	30y 320d
546	2	Keddie, Bob	1946-05-10	183cm	76kg	132 (70-1-61)	195	1965-1972	18y 363d	26y 108d
925	13	Moore, Dylan	1999-08-04	176cm	70kg	132 (61-1-70)	140	2019-2026	19y 246d	26y 257d
245	15	Bohan, Jim	1919-07-21	179cm	78kg	131 (33-1-97)	145	1938-1946	19y 2d	27y 41d
717	20	Maginness, Scott	1966-08-02	190cm	90kg	131 (83-0-48)	8	1988-1996	21y 251d	29y 241d
40	9	Stewart, Stuart	1907-04-26	185cm	83kg	130 (24-1-105)	34	1926-1935	19y 5d	28y 106d
447	24	Woodley, Allan	1935-08-22	191cm	89kg	130 (67-2-61)	56	1954-1959, 1963	18y 240d	28y 44d
32	20	Hyde, Bert	1907-06-03	180cm	81kg	129 (20-0-109)	269	1925-1935	18y 59d	28y 54d
332	23	Fletcher, Ted	1925-12-13	187cm	94kg	129 (24-0-105)	51	1944, 1946-1954	18y 166d	28y 258d
571	26	Hudson, Peter	1946-02-19	189cm	92kg	129 (75-1-53)	727	1967-1974, 1977	21y 62d	31y 210d
922	11	Nash, Conor	1998-07-28	197cm	93kg	126 (63-1-62)	23	2018-2026	20y 14d	27y 264d
269	2	Culpitt, Wally	1918-01-14	178cm	76kg	125 (31-1-93)	116	1940-1944, 1946-1948	22y 118d	30y 234d
819	4	Ladson, Rick	1984-02-18	179cm	84kg	125 (62-0-63)	45	2003-2011	19y 74d	27y 197d
917	1	Morrison, Harry	1998-11-12	180cm	79kg	124 (57-1-66)	30	2017-2026	18y 286d	27y 115d
714	13	Dear, Paul	1966-12-28	188cm	105kg	123 (77-1-45)	80	1987, 1989-1996	20y 174d	29y 114d
923	14	Scrimshaw, Jack	1998-09-04	193cm	88kg	123 (55-1-67)	11	2019-2026	20y 200d	27y 214d
495	3	Nalder, Ron	1939-09-08	178cm	76kg	121 (65-1-55)	44	1959-1966	19y 222d	26y 353d
854	25	Schoenmakers, Ryan	1990-11-08	195cm	94kg	121 (78-1-42)	51	2009-2018	18y 139d	27y 310d
781	23	Thompson, Nathan	1978-02-14	194cm	100kg	119 (55-1-63)	192	1998-2004	20y 49d	26y 197d
881	8	Duryea, Taylor	1991-04-24	179cm	80kg	118 (82-1-35)	21	2013-2018	21y 355d	27y 143d
397	16	Wilkinson, Lance	1931-03-14	170cm	70kg	116 (34-0-82)	18	1949-1956	18y 145d	25y 150d
522	25	Olsson, Rod	1942-04-23	187cm	89kg	116 (59-2-55)	64	1962-1969	20y 5d	27y 129d
669	32	Robertson, Colin	1957-06-19	182cm	81kg	116 (79-0-37)	62	1980-1986	22y 298d	29y 86d
768	20	Rawlings, Jade	1977-10-09	196cm	97kg	116 (59-0-57)	62	1996-2003	18y 208d	25y 326d
812	39	Campbell, Robert	1982-06-02	199cm	108kg	116 (61-0-55)	25	2002-2009	19y 329d	27y 73d
834	11	Young, Clinton	1986-02-16	189cm	88kg	116 (71-1-44)	60	2005-2012	19y 151d	26y 226d
226	6	Barker, Jack	1917-12-23	185cm	98kg	113 (35-1-77)	21	1937-1945	19y 143d	27y 189d
582	16	Bussell, Norm	1945-01-06	193cm	91kg	113 (66-1-46)	2	1968-1973	23y 100d	28y 238d
777	27	Barker, John	1975-02-19	194cm	93kg	113 (58-0-55)	114	1998-2006	23y 37d	31y 196d
383	8	Philp, Clive	1926-02-28	178cm	80kg	112 (32-0-80)	23	1948-1955	22y 70d	29y 173d
417	3	OMahoney, John	1931-12-07	179cm	70kg	112 (39-1-72)	28	1951-1960	19y 240d	28y 222d
740	6	Taylor, Richard	1973-07-14	173cm	76kg	112 (49-2-61)	46	1992-1993, 1995-2000	19y 18d	27y 1d
808	6	Williams, Mark	1983-04-13	180cm	88kg	111 (49-0-62)	242	2002-2009	18y 353d	26y 75d
856	37	Whitecross, Brendan	1990-01-25	183cm	86kg	111 (71-1-39)	45	2009-2013, 2015-2018	19y 61d	28y 191d
65	4	Lonsdale, Clarrie	1906-09-13	180cm	78kg	109 (21-0-88)	22	1927-1929, 1931-1937	20y 243d	30y 237d
311	14	ODonohue, Peter	1923-06-14	179cm	80kg	109 (19-0-90)	24	1942-1943, 1946-1952	19y 48d	29y 77d
466	9	Edwards, Brendan	1936-03-18	178cm	75kg	109 (64-2-43)	29	1956-1961, 1963	20y 27d	27y 110d
688	25	Curran, Peter	1962-07-15	192cm	89kg	109 (81-0-28)	196	1983-1990	20y 282d	27y 335d
731	11	Jarman, Darren	1967-01-28	186cm	92kg	109 (65-0-44)	122	1991-1995	24y 53d	28y 217d
473	31	Young, Garry	1939-07-10	183cm	84kg	108 (63-1-44)	164	1956-1965	16y 328d	25y 288d
869	20	Hale, David	1984-05-22	201cm	102kg	108 (86-0-22)	98	2011-2015	26y 308d	31y 134d
946	3	Newcombe, Jai	2001-08-02	186cm	85kg	108 (55-2-51)	46	2021-2026	19y 313d	24y 259d
436	12	Hughes, Alf	1930-06-25	178cm	76kg	107 (47-0-60)	 	1953-1959	22y 318d	29y 65d
505	22	Hay, Phil	1938-02-07	180cm	76kg	107 (59-1-47)	20	1960-1966	22y 90d	28y 194d
511	7	Law, Ian	1938-09-27	175cm	75kg	106 (57-1-48)	115	1960-1968	21y 293d	29y 332d
698	35	Morrissey, James	1964-10-04	184cm	90kg	106 (79-0-27)	100	1984, 1987-1993	19y 312d	28y 321d
910	3	Mitchell, Tom	1993-05-31	182cm	84kg	106 (45-3-58)	38	2017-2018, 2020-2022	23y 298d	29y 82d
561	10	Wilson, Ray	1945-01-21	180cm	75kg	105 (51-0-54)	32	1966-1972	21y 92d	27y 204d
501	26	McPherson, Cam	1940-05-24	180cm	80kg	104 (60-1-43)	 	1959-1966	19y 97d	26y 11d
293	24	Prior, Albert	1921-01-15	185cm	85kg	103 (23-0-80)	258	1941, 1944-1950	20y 227d	29y 216d
467	1	Kaine, Les	1936-08-08	185cm	83kg	103 (57-1-45)	80	1956-1962	19y 250d	26y 17d
416	14	Crane, Len	1928-02-07	179cm	80kg	102 (38-0-64)	1	1951-1955, 1957	23y 101d	29y 219d
787	33	Barlow, Kris	1973-07-15	188cm	91kg	102 (51-0-51)	74	1999-2004	25y 256d	31y 30d
855	4	Suckling, Matt	1988-07-25	187cm	85kg	102 (75-0-27)	51	2009-2012, 2014-2015	20y 245d	27y 70d
15	28	Utting, Ernest	1897-10-31	166cm	73kg	101 (17-1-83)	28	1925-1932	27y 183d	34y 301d
886	18	Ceglar, Jonathon	1991-02-14	204cm	102kg	101 (63-1-37)	43	2013-2016, 2018-2021	22y 136d	30y 188d
179	25	Dower, George	1913-07-11	183cm	76kg	100 (29-1-70)	17	1933-1940	20y 53d	26y 347d
228	19	Pavey, Bill	1913-09-26	179cm	78kg	100 (32-1-67)	7	1937-1945	23y 231d	31y 221d
767	4	Salmon, Paul	1965-01-20	205cm	112kg	100 (42-2-56)	41	1996-2000	31y 91d	35y 211d
897	12	Frawley, James	1988-09-20	193cm	96kg	100 (59-0-41)	6	2015-2020	26y 198d	32y
655	20	McCarthy, Michael	1957-10-10	193cm	89kg	99 (69-1-29)	65	1978-1981, 1983-1986	20y 180d	28y 338d
911	10	OMeara, Jaeger	1994-02-23	183cm	82kg	99 (45-2-52)	43	2017-2022	23y 30d	28y 179d
13	8	Sellers, Bob	1905-02-23	182cm	83kg	98 (10-1-87)	65	1925-1932, 1934	20y 68d	29y 204d
728	15	Allan, Ben	1968-10-15	182cm	83kg	98 (62-0-36)	72	1990-1994	21y 209d	25y 330d
842	27	Gilham, Stephen	1984-09-02	192cm	86kg	98 (63-1-34)	4	2006-2012	21y 345d	27y 352d
613	4	Matthews, Kelvin	1953-12-15	179cm	92kg	97 (66-0-31)	99	1972-1978	18y 136d	24y 142d
635	27	De Wolde, Alle	1955-12-27	182cm	83kg	97 (60-0-37)	14	1975-1982	19y 99d	26y 139d
716	6	Hall, Tony	1964-09-16	183cm	88kg	97 (74-0-23)	144	1988-1993	23y 199d	28y 354d
889	23	OBrien, Tim	1994-03-28	193cm	90kg	97 (51-3-43)	73	2014, 2016-2021	19y 359d	27y 146d
800	25	Clarke, Tim	1982-04-02	176cm	78kg	96 (44-0-52)	39	2001-2008	18y 363d	26y 86d
900	17	Howe, Daniel	1995-12-04	191cm	87kg	96 (46-3-47)	22	2015-2022	19y 177d	26y 260d
950	31	Macdonald, Connor	2003-01-13	184cm	77kg	96 (50-0-46)	74	2022-2026	19y 66d	23y 95d
836	29	Murphy, Tom	1986-03-19	189cm	85kg	95 (55-1-39)	5	2005-2012	19y 161d	26y 187d
879	10	Hill, Bradley	1993-07-09	179cm	79kg	95 (74-0-21)	58	2012-2016	18y 287d	23y 69d
255	15	Pabst, Len	1917-03-28	173cm	73kg	94 (21-0-73)	12	1939-1941, 1944-1948	22y 53d	31y 125d
485	5	Fisher, John	1937-10-10	179cm	73kg	94 (51-1-42)	9	1957-1965	19y 318d	27y 280d
929	8	Frost, Sam	1993-08-28	194cm	93kg	94 (37-2-55)	1	2020-2025	26y 207d	31y 198d
694	15	Morris, Russell	1962-06-01	191cm	92kg	93 (71-1-21)	52	1984-1988, 1990	21y 304d	28y 58d
772	15	Lord, Aaron	1975-07-21	186cm	87kg	93 (40-1-52)	136	1997-2001	21y 251d	26y 42d
119	27	Bennett, George	1911-09-22	184cm	78kg	92 (25-0-67)	9	1930-1933, 1942-1944	18y 223d	32y 241d
597	11	Douge, Brian	1951-03-02	182cm	80kg	91 (57-0-34)	8	1969-1976	18y 125d	25y 207d
498	10	Cooper, Graham	1938-04-24	188cm	85kg	90 (59-1-30)	6	1959-1965	21y 43d	26y 358d
684	21	Byrne, Michael	1958-12-02	200cm	86kg	90 (65-1-24)	97	1982-1986	23y 131d	27y 187d
368	12	Robison, Jim	1927-12-22	180cm	83kg	89 (18-0-71)	17	1947-1953	19y 118d	25y 215d
706	10	Wittman, Chris	1965-08-30	180cm	80kg	89 (68-0-21)	61	1986-1992	20y 239d	26y 283d
720	16	Gowers, Andrew	1969-04-11	191cm	85kg	89 (59-0-30)	54	1988-1994	19y 41d	25y 152d
253	17	Blackman, Jack	1920-01-29	177cm	85kg	87 (21-1-65)	14	1939-1940, 1944-1946	19y 111d	26y 214d
421	15	OBrien, Phil	1930-12-31	175cm	72kg	86 (37-1-48)	71	1951-1958	20y 230d	27y 235d
843	8	Ellis, Xavier	1988-02-28	186cm	81kg	86 (56-1-29)	28	2007-2013	19y 31d	25y 122d
271	25	Curran, Kevin	1920-12-19	183cm	87kg	85 (15-0-70)	9	1940, 1946-1951	19y 172d	30y 256d
274	9	Austen, Colin	1920-12-02	175cm	80kg	85 (19-0-66)	 	1940-1941, 1943, 1946-1949	19y 217d	28y 268d
696	39	Abbott, Paul	1964-10-25	195cm	92kg	85 (67-0-18)	30	1984-1989, 1991	19y 242d	26y 254d
831	13	Taylor, Simon	1982-08-18	200cm	105kg	85 (41-0-44)	16	2005-2010	22y 235d	27y 354d
446	17	Voigt, Noel	1935-12-15	191cm	86kg	84 (40-0-44)	45	1954-1960	18y 125d	24y 249d
921	2	Lewis, Mitch	1998-10-14	198cm	92kg	84 (35-2-47)	143	2018-2026	19y 218d	27y 186d
721	8	Anderson, Dean	1967-08-01	190cm	88kg	83 (58-0-25)	74	1988-1992	20y 364d	25y 36d
538	17	Ferguson, Neil	1945-11-28	185cm	86kg	82 (40-0-42)	50	1964-1970	18y 156d	24y 274d
637	22	Rowlings, Barry	1950-08-21	178cm	77kg	82 (61-0-21)	78	1975-1978	24y 248d	27y 328d
652	1	Goss, Norm	1951-03-03	177cm	78kg	81 (48-0-33)	123	1978-1982	27y 29d	31y 52d
727	26	Cooper, Paul	1968-04-06	183cm	86kg	81 (48-0-33)	9	1990-1996	22y 15d	28y 49d
811	16	Ries, Nick	1982-07-14	182cm	83kg	81 (31-0-50)	18	2002-2006	19y 280d	24y 14d
328	23	Worrall, Malcolm	1925-12-10	173cm	68kg	80 (14-1-65)	9	1944-1950	18y 148d	24y 168d
508	4	Browne, Morton	1939-09-11	182cm	79kg	80 (39-0-41)	107	1960-1962, 1964-1967	20y 274d	27y 223d
643	43	Murnane, Peter	1955-02-05	180cm	78kg	80 (48-0-32)	56	1976-1981	21y 58d	26y 205d
735	25	Taylor, Jason	1968-09-23	196cm	96kg	80 (39-1-40)	30	1992-1996	23y 180d	27y 308d
621	12	Welsh, Peter	1954-01-24	180cm	90kg	79 (58-0-21)	9	1973-1978	19y 80d	24y 179d
497	20	Hay, Sted	1939-06-01	180cm	86kg	78 (43-1-34)	3	1959-1964	19y 356d	25y 82d
560	9	Porter, Michael	1945-05-04	180cm	86kg	78 (42-0-36)	59	1966-1967, 1969-1972	20y 354d	27y 121d
763	8	Treleven, Craig	1970-06-14	188cm	86kg	78 (36-1-41)	22	1996-2000	25y 290d	30y 45d
928	9	Jiath, Changkuoth	1999-06-13	185cm	74kg	76 (33-0-43)	5	2019-2025	20y 57d	26y 98d
932	12	Day, Will	2001-06-05	187cm	70kg	76 (33-0-43)	19	2020-2025	19y 35d	24y 57d
958	10	Amon, Karl	1995-08-19	181cm	71kg	76 (41-0-35)	17	2023-2026	27y 212d	30y 242d
240	4	Angwin, Andrew	1918-09-04	174cm	72kg	75 (21-0-54)	10	1938-1944	19y 259d	25y 364d
618	21	McCarthy, Gerald	1951-11-02	191cm	92kg	75 (49-0-26)	18	1972-1977	20y 291d	25y 319d
756	10	Robran, Jonathon	1972-10-21	196cm	96kg	75 (33-1-41)	6	1995-1999	22y 162d	26y 312d
250	10	Burke, Jack	1918-04-29	180cm	72kg	74 (20-1-53)	83	1939-1945	20y 358d	26y 357d
455	21	Yeoman, Ray	1934-10-08	174cm	70kg	74 (36-1-37)	47	1955-1960	20y 197d	25y 296d
196	7	Randall, Viv	1914-03-07	170cm	74kg	73 (21-0-52)	4	1934-1938	20y 136d	24y 173d
509	14	Mort, Ian	1937-04-04	187cm	89kg	73 (46-1-26)	56	1960-1964	23y 75d	27y 112d
523	8	Dickson, Des	1941-01-10	187cm	96kg	73 (32-1-40)	31	1962-1966	21y 115d	25y 229d
579	33	Angus, Geoff	1948-08-19	174cm	73kg	73 (40-0-33)	35	1967-1973	18y 344d	25y 6d
625	31	Jones, Bernie	1953-05-03	197cm	92kg	73 (50-0-23)	32	1973-1977, 1979-1980	20y 32d	26y 345d
951	25	Ward, Josh	2003-08-17	181cm	74kg	73 (37-0-36)	8	2022-2026	18y 215d	22y 244d
595	34	Stevenson, Bruce	1949-08-08	189cm	93kg	72 (47-0-25)	26	1969-1974	19y 254d	25y 44d
687	1	Judge, Ken	1958-01-15	183cm	82kg	72 (54-1-17)	158	1983-1986	25y 70d	28y 241d
817	1	Everitt, Peter	1974-05-03	203cm	108kg	72 (20-0-52)	67	2003-2006	28y 331d	32y 86d
887	29	Langford, Will	1992-07-03	187cm	83kg	72 (46-1-25)	24	2013-2018	21y 17d	25y 362d
469	8	Young, Maurie	1937-03-07	188cm	87kg	71 (37-0-34)	59	1956-1960	19y 45d	23y 173d
926	20	Wingard, Chad	1993-07-29	183cm	85kg	71 (25-1-45)	68	2019-2023	25y 252d	30y 15d
111	21	Ryan, Jack	1907-07-24	165cm	67kg	70 (15-0-55)	142	1929-1933	21y 305d	26y 40d
459	26	Gent, Don	1933-01-27	188cm	79kg	70 (35-0-35)	 	1955-1959	22y 121d	26y 186d
695	6	Lester-Smith, Rod	1959-07-18	188cm	89kg	70 (52-1-17)	23	1984-1987	24y 271d	28y 42d
283	9	King, Jack	1919-04-09	174cm	83kg	69 (18-1-50)	37	1941-1945	22y 17d	26y 145d
909	31	Henderson, Ricky	1988-09-11	188cm	89kg	69 (34-1-34)	36	2017-2020	28y 195d	31y 312d
237	1	Naismith, Albert	1917-11-13	183cm	81kg	68 (20-1-47)	85	1938-1943	20y 161d	25y 288d
961	17	Meek, Lloyd	1998-04-22	203cm	111kg	68 (40-0-28)	23	2023-2026	24y 331d	27y 361d
189	1	McAlpine, Ivan	1907-07-19	182cm	70kg	67 (19-0-48)	27	1934-1937	26y 297d	30y 5d
622	1	Jaworskyj, Bohdan	1947-03-14	185cm	86kg	67 (44-0-23)	3	1973-1975	26y 45d	28y 197d
371	3	Hopper, Ken	1924-06-08	183cm	76kg	66 (12-0-54)	9	1947-1951	22y 336d	26y 324d
964	23	Weddle, Josh	2004-05-25	191cm	92kg	66 (38-0-28)	27	2023-2026	18y 339d	21y 328d
562	28	Gay, Terry	1947-01-18	188cm	83kg	65 (30-1-34)	39	1966-1970	19y 109d	23y 202d
603	18	Hawken, Les	1949-06-09	192cm	99kg	65 (44-0-21)	3	1970-1972, 1974	20y 320d	25y 76d
266	11	Carmody, Jack	1911-06-07	173cm	72kg	64 (17-1-46)	46	1940-1944, 1946	28y 325d	34y 331d
