Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
20	2	Williams, Mark	1958-08-21	183cm	80kg	66 (17-0-49)	58	1987-1990	28y 218d	31y 293d
60	21	Zanotti, Mark	1964-11-08	185cm	88kg	64 (11-0-53)	5	1989-1992	24y 199d	27y 295d
13	11	Phillips, Brenton	1962-11-05	180cm	83kg	61 (20-0-41)	30	1987-1991	24y 142d	28y 264d
126	44	Lappin, Nigel	1976-06-21	188cm	87kg	61 (32-1-28)	40	1994-1996	17y 292d	20y 92d
18	18	Walsh, Phil	1960-03-15	180cm	80kg	60 (17-0-43)	18	1987-1990	27y 12d	30y 170d
14	4	Raines, Geoff	1956-08-10	180cm	78kg	59 (18-0-41)	20	1987-1989	30y 229d	33y 24d
17	27	Roberts, Mark	1965-06-28	190cm	92kg	59 (16-0-43)	14	1987-1990	21y 272d	25y 65d
15	3	Reynoldson, Steve	1962-09-06	191cm	90kg	58 (17-0-41)	17	1987-1991	24y 202d	28y 212d
122	2	McAdam, Gilbert	1967-03-30	180cm	76kg	58 (30-1-27)	41	1994-1996	26y 362d	29y 175d
7	13	Harris, Bernie	1962-08-25	175cm	70kg	56 (18-0-38)	58	1987-1990	24y 214d	27y 274d
120	25	Bews, Andrew	1964-07-19	175cm	79kg	56 (28-1-27)	2	1994-1996	29y 251d	32y 23d
80	26	Noonan, Danny	1968-11-29	188cm	88kg	55 (10-1-44)	19	1991-1993	22y 128d	24y 265d
123	22	Scott, Chris	1976-05-03	182cm	90kg	55 (27-1-27)	23	1994-1996	17y 328d	20y 141d
37	38	Gibson, Michael	1965-10-31	187cm	92kg	52 (20-0-32)	3	1987-1991	21y 226d	25y 235d
105	5	Chapman, Nathan	1975-05-07	189cm	83kg	49 (15-0-34)	12	1993-1996	17y 324d	21y 137d
112	38	Scott, Dion	1970-04-01	190cm	105kg	49 (26-0-23)	39	1993-1996	23y 10d	26y 173d
121	18	Lambert, Craig	1968-10-05	178cm	84kg	49 (24-1-24)	19	1994-1996	25y 173d	27y 352d
10	1	Mickan, Mark	1961-01-30	196cm	102kg	48 (12-0-36)	26	1987-1990	26y 56d	29y 81d
76	14	Hamilton, Shane	1970-08-18	183cm	80kg	47 (11-0-36)	30	1991-1992, 1994-1995	20y 224d	24y 290d
1	12	Banfield, Peter	1965-01-21	177cm	80kg	45 (15-0-30)	16	1987-1989	22y 65d	24y 190d
11	28	OBrien, Cameron	1966-09-28	190cm	96kg	44 (14-0-30)	65	1987-1991	20y 180d	24y 309d
108	23	Leppitsch, Justin	1975-10-01	191cm	97kg	44 (22-1-21)	58	1993-1996	17y 177d	20y 356d
54	9	Ishchenko, Alex	1964-04-20	201cm	110kg	42 (10-0-32)	15	1989-1991	24y 346d	27y 105d
129	8	Gowers, Andrew	1969-04-11	191cm	85kg	40 (21-1-18)	7	1995-1996	25y 355d	27y 163d
51	16	Lester-Smith, Rod	1959-07-18	188cm	89kg	39 (8-0-31)	15	1988-1991	28y 330d	31y 298d
131	4	McRae, Craig	1973-09-22	176cm	72kg	39 (21-0-18)	56	1995-1996	21y 191d	22y 365d
133	20	Akermanis, Jason	1977-02-24	177cm	85kg	38 (23-1-14)	44	1995-1996	18y 58d	19y 203d
39	37	Withers, Mark	1964-03-03	175cm	73kg	36 (10-0-26)	29	1987-1988, 1990	23y 124d	26y 182d
19	17	Waterson, Chris	1961-03-26	183cm	76kg	35 (11-0-24)	8	1987-1988	26y 1d	27y 155d
42	39	Capper, Warwick	1963-06-12	190cm	93kg	34 (10-0-24)	71	1988-1990	24y 296d	27y 40d
111	8	Peos, Paul	1968-01-28	183cm	85kg	33 (10-0-23)	40	1993-1994	25y 64d	26y 205d
127	11	Lynch, Alastair	1968-06-19	193cm	97kg	32 (17-0-15)	89	1994-1996	25y 302d	28y 94d
48	29	Taylor, Andrew	1965-07-02	187cm	88kg	31 (10-0-21)	13	1988-1991	22y 295d	26y 32d
84	18	Worsfold, Peter	1970-07-11	174cm	85kg	31 (3-1-27)	24	1991-1993	20y 283d	23y 41d
3	6	Dickson, Dale	1962-07-03	180cm	81kg	30 (10-0-20)	3	1987-1989	24y 267d	27y 12d
43	26	Eade, Rodney	1958-04-04	183cm	84kg	30 (11-0-19)	3	1988-1990	29y 365d	32y 150d
82	23	Schache, Laurence	1967-10-17	194cm	91kg	29 (3-1-25)	64	1991-1992	23y 179d	24y 303d
5	10	Fidge, John	1966-05-04	182cm	82kg	27 (8-0-19)	38	1987-1989	20y 327d	22y 352d
9	9	McCarthy, Michael	1957-10-10	193cm	89kg	27 (8-0-19)	9	1987-1988	29y 168d	30y 316d
34	44	Carlson, Darren	1967-05-06	180cm	77kg	25 (6-0-19)	7	1987-1990	20y 32d	23y 118d
115	20	Craven, Danny	1967-05-03	162cm	68kg	25 (6-0-19)	7	1993-1995	25y 364d	28y 59d
44	36	Kennedy, Michael	1967-02-03	175cm	69kg	23 (7-0-16)	3	1988-1990	21y 60d	23y 140d
71	28	Windsor, Ray	1972-08-11	190cm	87kg	23 (3-1-19)	22	1990-1993	17y 338d	20y 355d
97	34	Green, Ashley	1973-04-06	189cm	87kg	23 (5-1-17)	2	1992-1993	18y 365d	20y 88d
109	29	Francis, Fabian	1973-10-24	177cm	87kg	22 (6-0-16)	17	1993-1994	19y 160d	20y 308d
117	30	Bourke, Damian	1965-01-19	199cm	98kg	22 (4-0-18)	4	1993-1995	28y 158d	30y 115d
136	17	Bartlett, Trent	1976-11-26	189cm	95kg	22 (13-1-8)	1	1995-1996	18y 224d	19y 272d
138	14	Dickfos, Danny	1970-09-30	188cm	94kg	22 (16-1-5)	 	1996	25y 182d	25y 357d
57	20	Sim, Lachlan	1969-11-24	174cm	70kg	21 (6-0-15)	5	1989-1991	19y 136d	21y 259d
140	42	Lynch, Tristan	1973-08-22	188cm	80kg	21 (14-1-6)	1	1996	22y 228d	23y 30d
96	40	McLuckie, Steven	1973-02-12	174cm	72kg	20 (5-1-14)	8	1992-1993	19y 45d	20y 177d
104	11	Buckley, Nathan	1972-07-26	186cm	91kg	20 (4-0-16)	21	1993	20y 244d	21y 34d
125	9	Starcevich, Craig	1967-05-16	193cm	96kg	20 (5-0-15)	16	1994-1995	26y 322d	28y 19d
70	46	Wearne, David	1970-05-10	187cm	82kg	18 (2-1-15)	2	1990-1992	20y 66d	21y 352d
81	30	Ryan, Matthew	1967-06-02	175cm	73kg	18 (3-0-15)	8	1991-1992	23y 316d	24y 300d
92	11	Hutton, John	1966-05-26	185cm	86kg	18 (4-1-13)	43	1992	25y 300d	26y 95d
4	20	Edmond, Jim	1958-09-03	183cm	89kg	17 (6-0-11)	42	1987-1988	28y 205d	29y 332d
38	35	Judge, Ken	1958-01-15	183cm	82kg	17 (5-0-12)	18	1987-1988	29y 171d	30y 203d
8	15	Hein, Neil	1963-06-07	199cm	89kg	15 (5-0-10)	12	1987-1988	23y 293d	25y 11d
23	7	Dunell, Frank	1958-03-17	185cm	85kg	15 (3-0-12)	4	1987-1988	29y 25d	30y 164d
72	8	Cameron, David	1964-04-04	185cm	79kg	15 (3-0-12)	26	1991	26y 360d	27y 136d
94	44	Palfreyman, Nigel	1973-10-02	186cm	77kg	15 (2-1-12)	7	1992	18y 171d	18y 332d
98	6	Retzlaff, Brendon	1969-04-22	180cm	78kg	15 (4-1-10)	2	1992	22y 349d	23y 129d
28	49	Harris, Ben	1963-06-27	188cm	94kg	14 (3-0-11)	6	1987-1990	23y 303d	26y 340d
64	6	Rowe, Brad	1969-11-23	174cm	76kg	14 (3-0-11)	9	1990-1991	20y 128d	21y 212d
75	2	Curran, Peter	1962-07-15	192cm	89kg	14 (3-0-11)	8	1991-1992	28y 258d	29y 257d
141	27	Keating, Clark	1976-03-19	197cm	100kg	14 (10-1-3)	9	1996	20y 47d	20y 151d
85	13	Potter, Craig	1966-01-19	182cm	84kg	13 (3-0-10)	3	1991-1992	25y 113d	26y 223d
101	27	Rendell, Matthew	1959-04-18	200cm	103kg	13 (3-0-10)	7	1992	33y 42d	33y 133d
124	15	Lehmann, Troy	1972-02-25	182cm	80kg	13 (4-0-9)	10	1994	22y 37d	22y 184d
132	34	Lawrence, Steven	1976-05-19	177cm	83kg	13 (6-0-7)	1	1995	18y 332d	19y 79d
88	50	Luhrs, Simon	1970-06-18	195cm	91kg	12 (1-0-11)	 	1991-1992	21y 39d	21y 334d
114	31	McCormack, Brendan	1970-06-28	187cm	89kg	12 (3-0-9)	9	1993-1994	22y 301d	23y 285d
62	19	Edwards, Bradley	1968-02-22	190cm	95kg	10 (2-0-8)	 	1990	22y 37d	22y 150d
110	27	Murphy, Michael	1965-09-08	188cm	90kg	10 (3-0-7)	22	1993	27y 206d	27y 285d
49	30	Simpson, Matthew	1967-04-09	175cm	73kg	9 (3-0-6)	2	1988	21y 36d	21y 141d
79	34	Ogg, David	1967-11-23	180cm	70kg	9 (0-0-9)	3	1991	23y 127d	23y 281d
93	5	Owen, Rod	1967-01-31	185cm	87kg	9 (2-0-7)	21	1992	25y 50d	25y 197d
113	15	Spargo, Paul	1966-10-09	182cm	82kg	9 (3-0-6)	9	1993	26y 191d	26y 303d
59	15	OSullivan, Chris	1968-04-22	172cm	69kg	8 (2-0-6)	2	1989-1990	21y 34d	22y 132d
61	23	Caton, Kevin	1965-05-10	183cm	76kg	8 (2-0-6)	9	1990	24y 325d	25y 57d
86	51	Bell, Corey	1973-01-24	170cm	62kg	8 (3-0-5)	2	1991	18y 122d	18y 191d
100	8	Jeffrey, Russell	1966-02-06	185cm	79kg	8 (2-0-6)	1	1992	26y 107d	26y 176d
128	37	Frigo, Rudi	1974-01-31	195cm	95kg	8 (6-0-2)	1	1994-1995	20y 118d	21y 131d
31	16	MacPherson, Rod	1963-09-21	177cm	80kg	7 (2-0-5)	3	1987	23y 238d	23y 329d
65	35	Keane, Gavin	1966-03-05	178cm	76kg	7 (0-0-7)	 	1990	24y 41d	24y 97d
68	40	Davidson, Peter	1963-08-29	183cm	80kg	7 (1-0-6)	3	1990	26y 249d	27y 3d
22	29	Shaw, Gary	1959-02-13	173cm	73kg	6 (2-0-4)	5	1987	28y 50d	28y 121d
27	41	Beckett, Tony	1960-06-26	182cm	73kg	6 (1-0-5)	2	1987	26y 304d	27y 2d
50	32	Lynn, Tony	1968-04-29	178cm	78kg	6 (1-0-5)	5	1988	20y 28d	20y 93d
89	3	AhMat, Matthew	1974-06-27	175cm	75kg	6 (0-0-6)	1	1991-1992	17y 44d	17y 311d
56	47	Hose, Simon	1967-04-13	179cm	81kg	5 (2-0-3)	2	1989	21y 361d	22y 37d
91	31	Alexander, Colin	1970-04-12	178cm	74kg	5 (1-0-4)	2	1992-1993	21y 344d	23y 69d
134	26	Corcoran, Shannon	1971-02-22	182cm	80kg	5 (2-0-3)	 	1995-1996	24y 74d	25y 191d
142	28	Robbins, Ben	1976-12-27	181cm	77kg	5 (3-0-2)	1	1996	19y 178d	19y 248d
24	36	Williams, Stephen	1961-06-05	178cm	83kg	4 (0-0-4)	1	1987	25y 310d	26y 79d
25	21	Buckley, Mark	1962-08-25	190cm	79kg	4 (1-0-3)	2	1987	24y 237d	24y 286d
29	32	Smith, Peter	1960-01-26	185cm	85kg	4 (1-0-3)	1	1987	27y 90d	27y 153d
40	26	Glascott, Stuart	1965-06-06	185cm	70kg	4 (1-0-3)	 	1987	22y 64d	22y 83d
67	14	Umbers, Richard	1968-05-16	190cm	85kg	4 (0-0-4)	 	1990	21y 347d	22y 38d
99	13	Shephard, Heath	1969-09-07	179cm	73kg	4 (1-0-3)	1	1992	22y 239d	22y 274d
135	21	Hodges, Shane	1975-01-03	180cm	72kg	4 (2-0-2)	 	1995	20y 159d	20y 241d
30	30	Gaghan, Neil	1963-03-24	183cm	79kg	3 (1-0-2)	 	1987	24y 54d	24y 138d
33	22	Garton, Adam	1962-01-17	194cm	94kg	3 (0-0-3)	1	1987-1988	25y 133d	26y 96d
35	19	Stacey, Chris	1966-02-21	180cm	76kg	3 (0-0-3)	5	1987	21y 106d	21y 169d
83	42	Strempel, Shane	1969-01-21	199cm	91kg	3 (0-0-3)	2	1991	22y 89d	22y 111d
90	53	Kidgell, Ian	1970-11-21	203cm	106kg	3 (0-0-3)	1	1991	20y 262d	20y 283d
103	42	Kerinaiua, Adam	1974-06-17	178cm	72kg	3 (1-0-2)	1	1992	18y 53d	18y 66d
118	21	Parker, John	1971-05-17	185cm	89kg	3 (0-0-3)	 	1993	22y 54d	22y 96d
137	21	Green, Brent	1976-03-29	197cm	94kg	3 (3-0-0)	 	1995-1996	19y 144d	20y 113d
143	36	Bradshaw, Daniel	1978-11-21	191cm	95kg	3 (3-0-0)	 	1996	17y 257d	17y 270d
36	4	Evans, Craig	1965-02-26	175cm	72kg	2 (0-0-2)	2	1987	22y 108d	22y 114d
69	42	Solomon, Jonathan	1967-11-14	195cm	95kg	2 (0-0-2)	1	1990	22y 208d	22y 214d
87	27	Dickson, Robert	1963-11-14	182cm	75kg	2 (0-0-2)	 	1991	27y 207d	27y 213d
116	36	Heffernan, Martin	1972-08-28	193cm	82kg	2 (0-0-2)	1	1993	20y 296d	20y 345d
119	13	Pearce, Brad	1971-08-16	185cm	85kg	2 (0-0-2)	1	1993	21y 357d	22y 5d
130	28	Lyon, Ross	1966-11-08	183cm	78kg	2 (1-0-1)	 	1995	28y 144d	28y 152d
139	29	Johnson, Troy	1977-07-26	180cm	75kg	2 (2-0-0)	 	1996	18y 248d	18y 255d
21	6	Cox, Darryl	1961-01-26	192cm	85kg	1 (1-0-0)	1	1987	26y 68d	26y 68d
26	34	Norman, Rick	1963-07-25	186cm	85kg	1 (0-0-1)	 	1987	23y 268d	23y 268d
32	33	Giffard, Allan	1963-10-02	188cm	83kg	1 (0-0-1)	 	1987	23y 233d	23y 233d
41	24	Duursma, Jamie	1963-11-14	190cm	87kg	1 (0-0-1)	 	1987	23y 282d	23y 282d
47	23	Mace, Robert	1958-08-12	178cm	93kg	1 (0-0-1)	 	1988	29y 254d	29y 254d
78	39	Millar, Jason	1970-08-30	197cm	101kg	1 (0-0-1)	 	1991	20y 212d	20y 212d
