Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
124	20	Tarrant, Chris	1980-09-18	193cm	94kg	72 (28-0-44)	60	2007-2010	26y 194d	29y 317d
39	37	Gale, Mark	1976-05-07	190cm	86kg	71 (23-0-48)	18	1995-2000	19y 63d	24y 61d
229	5	Chapman, Heath	2002-01-31	193cm	81kg	71 (45-2-24)	2	2021-2026	19y 56d	24y 78d
5	24	Burton, Matthew	1970-05-19	210cm	103kg	70 (22-0-48)	32	1995-1999	24y 317d	29y 94d
43	3	Harding, Greg	1976-09-17	185cm	85kg	69 (26-0-43)	3	1996-2000	19y 196d	23y 303d
166	17	Crozier, Hayden	1993-12-24	185cm	79kg	69 (31-0-38)	44	2012-2017	18y 161d	23y 246d
134	26	Bradley, Kepler	1985-11-13	199cm	100kg	68 (31-0-37)	73	2008-2013	22y 187d	27y 164d
138	6	Broughton, Greg	1986-09-29	189cm	85kg	68 (29-0-39)	15	2009-2012	22y 195d	25y 289d
182	26	Langdon, Ed	1996-02-01	182cm	78kg	68 (25-0-43)	33	2015-2019	19y 210d	23y 205d
190	21	Hamling, Joel	1993-04-09	194cm	92kg	68 (26-0-42)	 	2017-2019, 2021-2023	23y 351d	30y 139d
231	31	Walker, Brandon	2002-10-17	183cm	75kg	67 (35-2-30)	2	2021-2026	18y 238d	23y 148d
214	37	Lobb, Rory	1993-02-09	206cm	106kg	66 (34-0-32)	79	2019-2022	26y 43d	29y 213d
98	2	Simmonds, Troy	1978-07-13	197cm	99kg	64 (32-0-32)	59	2002-2004	23y 275d	26y 46d
195	2	Logue, Griffin	1998-04-13	193cm	101kg	64 (28-1-35)	9	2017, 2019-2022	18y 360d	24y 150d
6	13	Chisholm, Scott	1973-05-28	181cm	79kg	63 (24-0-39)	25	1995-1998	21y 308d	25y 93d
25	43	McGovern, Andrew	1968-04-07	177cm	84kg	63 (25-0-38)	2	1995-1998	27y	30y 144d
50	1	Toia, Luke	1977-11-23	175cm	82kg	63 (23-0-40)	33	1996-2002	18y 171d	24y 198d
76	30	Brown, Leigh	1982-02-23	194cm	101kg	63 (19-0-44)	20	2000-2002	18y 17d	20y 190d
240	44	Johnson, Matthew	2003-03-16	193cm	84kg	61 (33-1-27)	12	2023-2026	20y 17d	23y 34d
239	2	OMeara, Jaeger	1994-02-23	183cm	82kg	60 (31-1-28)	17	2023-2026	29y 24d	32y 46d
86	6	Woods, Dion	1982-01-25	191cm	84kg	59 (28-0-31)	7	2001-2005	19y 65d	23y 82d
212	33	Colyer, Travis	1991-08-24	175cm	77kg	59 (28-1-30)	32	2019-2022	27y 212d	30y 339d
90	42	Haddrill, Robert	1981-01-28	189cm	95kg	58 (29-0-29)	 	2001, 2003-2007	20y 167d	26y 216d
14	36	Leach, Quenton	1972-08-20	179cm	82kg	56 (20-0-36)	26	1995-1998	22y 224d	25y 353d
158	12	Griffin, Jonathon	1986-01-14	201cm	104kg	56 (23-0-33)	29	2011-2017	25y 134d	31y 225d
80	21	Longmuir, Troy	1979-05-25	184cm	81kg	55 (18-0-37)	36	2000-2004	20y 291d	25y 95d
191	9	Hill, Bradley	1993-07-09	179cm	79kg	54 (20-0-34)	21	2017-2019	23y 260d	26y 47d
132	10	Palmer, Rhys	1989-02-13	181cm	83kg	53 (21-0-32)	23	2008-2011	19y 45d	22y 194d
149	36	Silvagni, Alex	1987-09-29	192cm	93kg	53 (28-1-24)	10	2010-2016	22y 180d	28y 334d
8	19	Dhurrkay, Gary	1974-03-04	181cm	87kg	51 (20-0-31)	46	1995-1998	21y 28d	24y 178d
123	6	Solomon, Dean	1980-01-09	189cm	102kg	51 (15-0-36)	22	2007-2009	27y 81d	29y 219d
56	15	Sinclair, Jess	1978-08-26	182cm	84kg	50 (13-0-37)	26	1997-2000	18y 280d	21y 345d
59	12	Dodd, Brad	1977-03-23	184cm	86kg	50 (16-0-34)	24	1998-2001	21y 6d	24y 72d
193	23	McCarthy, Cam	1995-04-01	192cm	92kg	49 (17-0-32)	63	2017-2020	21y 359d	24y 355d
110	28	Murphy, Ryan	1985-05-24	193cm	92kg	48 (25-0-23)	50	2004-2010	19y 54d	25y 89d
2	7	Allan, Ben	1968-10-15	182cm	83kg	47 (20-0-27)	34	1995-1997	26y 168d	28y 319d
68	6	Modra, Tony	1969-03-01	188cm	95kg	47 (11-0-36)	148	1999-2001	30y 27d	32y 135d
181	14	Weller, Lachie	1996-02-23	181cm	81kg	47 (14-0-33)	17	2015-2017	19y 160d	21y 185d
213	6	Conca, Reece	1992-08-12	181cm	84kg	46 (19-0-27)	2	2019-2021	26y 224d	28y 304d
208	44	Duman, Taylin	1998-04-18	193cm	83kg	45 (18-0-27)	1	2018-2021	20y 3d	23y 55d
224	9	Acres, Blake	1995-10-07	191cm	90kg	45 (24-1-20)	8	2020-2022	24y 278d	26y 338d
236	28	Erasmus, Neil	2003-12-02	190cm	83kg	45 (26-0-19)	5	2022-2026	18y 122d	22y 138d
241	34	Wagner, Corey	1997-03-23	181cm	75kg	44 (26-1-17)	3	2023-2026	26y 22d	29y 27d
61	16	Michael, Clem	1976-07-16	192cm	98kg	43 (16-0-27)	11	1998-2000	21y 256d	24y 20d
109	27	Gilmore, Daniel	1983-03-02	191cm	91kg	43 (21-0-22)	9	2004-2009	21y 25d	26y 125d
204	3	Matera, Brandon	1992-03-11	173cm	74kg	43 (16-0-27)	46	2018-2020	26y 13d	28y 144d
227	23	Henry, Liam	2001-08-28	179cm	67kg	43 (16-1-26)	13	2020-2023	18y 360d	21y 363d
207	12	Crowden, Mitch	1999-04-28	176cm	84kg	42 (18-0-24)	15	2018-2022	18y 337d	23y 58d
37	14	Hunter, Kingsley	1975-05-27	191cm	102kg	41 (14-0-27)	86	1995-1998	20y 28d	23y 94d
58	32	Bond, Chris	1969-01-26	178cm	81kg	41 (11-0-30)	5	1998-1999	29y 62d	30y 207d
235	30	ODriscoll, Nathan	2002-05-17	188cm	82kg	40 (25-0-15)	16	2022-2026	19y 314d	23y 308d
1	15	Abraham, Winston	1974-09-29	175cm	83kg	38 (18-0-20)	55	1995-1997	20y 184d	22y 335d
69	36	Prescott, Ashley	1972-09-11	186cm	88kg	38 (8-0-30)	4	1999-2001	26y 198d	28y 300d
93	24	Croad, Trent	1980-03-09	190cm	92kg	38 (20-0-18)	60	2002-2003	22y 22d	23y 167d
78	18	Fewster, Brendon	1974-01-04	193cm	101kg	37 (12-0-25)	16	2000-2002	26y 67d	28y 190d
151	24	Roberton, Dylan	1991-06-21	194cm	94kg	37 (22-0-15)	5	2010-2012	18y 315d	21y 51d
243	23	Worner, Karl	2002-06-16	188cm	83kg	37 (25-0-12)	 	2023-2026	21y 23d	23y 307d
247	14	Sharp, Jeremy	2001-08-13	187cm	79kg	37 (21-1-15)	13	2024-2025	22y 217d	23y 310d
45	45	Mitchell, Gavin	1972-12-28	171cm	74kg	36 (13-0-23)	18	1996-1997	23y 94d	24y 245d
65	17	Holland, Brodie	1980-01-03	180cm	80kg	36 (8-0-28)	37	1998-2000	18y 133d	20y 195d
96	35	Siegert, Andrew	1982-01-18	187cm	91kg	36 (16-0-20)	5	2002-2005	20y 72d	23y 124d
38	29	Wira, Brad	1972-03-16	179cm	78kg	35 (7-0-28)	14	1995, 1999-2001	23y 100d	29y 169d
72	33	Shipp, Andrew	1979-07-10	183cm	83kg	35 (7-0-28)	19	1999-2002	19y 289d	23y 46d
55	46	Carroll, Trent	1978-04-28	192cm	90kg	33 (9-0-24)	1	1997-1999	19y 26d	21y 123d
84	38	Cunningham, Ben	1981-11-22	178cm	84kg	33 (13-0-20)	19	2000-2004	18y 257d	22y 210d
107	1	Webster, Luke	1982-05-25	185cm	88kg	33 (16-0-17)	11	2003-2007	21y 41d	25y 7d
250	20	Voss, Patrick	2003-06-29	195cm	90kg	33 (22-0-11)	51	2024-2026	20y 303d	22y 294d
31	34	White, Jeff	1977-02-19	195cm	95kg	32 (13-0-19)	18	1995-1997	18y 55d	20y 192d
146	47	van Berlo, Jay	1988-09-18	186cm	86kg	32 (16-0-16)	10	2009-2012	20y 310d	23y 252d
221	1	Sturt, Sam	2000-05-12	189cm	72kg	31 (14-0-17)	43	2020-2021, 2023-2024	19y 314d	24y 105d
248	37	Draper, Josh	2004-02-09	197cm	92kg	31 (16-1-14)	 	2024-2025	20y 43d	21y 130d
253	16	Reid, Murphy	2006-07-30	181cm	77kg	30 (21-0-9)	28	2025-2026	18y 228d	19y 263d
100	36	Browne, Andrew	1984-05-14	176cm	78kg	29 (10-0-19)	6	2002-2004, 2007-2009	18y 4d	24y 326d
192	22	Kersten, Shane	1993-03-15	191cm	90kg	29 (11-0-18)	26	2017-2018	24y 11d	25y 163d
233	17	Brodie, Will	1998-08-23	189cm	89kg	29 (17-1-11)	7	2022-2023	23y 209d	24y 249d
254	15	Bolton, Shai	1998-12-08	175cm	77kg	29 (21-0-8)	35	2025-2026	26y 105d	27y 132d
7	30	Delaney, Tony	1975-12-27	183cm	83kg	28 (12-0-16)	11	1995-1997, 1999	19y 95d	23y 139d
21	2	Watters, Scott	1969-01-25	175cm	82kg	26 (8-0-18)	6	1995-1996	26y 66d	27y 212d
24	48	Madigan, Greg	1970-01-24	193cm	92kg	26 (9-0-17)	2	1995-1997	25y 73d	27y 204d
148	2	Morabito, Anthony	1991-10-29	189cm	93kg	26 (16-0-10)	14	2010, 2014	18y 150d	22y 263d
52	5	Parker, Daniel	1974-05-25	198cm	94kg	25 (8-0-17)	18	1996-1999	22y 43d	24y 320d
217	34	Bewley, Brett	1995-04-14	185cm	87kg	25 (11-0-14)	8	2019-2021	24y 42d	26y 130d
82	40	Bootsma, Brad	1972-12-30	182cm	82kg	23 (5-0-18)	7	2000-2001	27y 123d	28y 155d
48	18	Brown, Michael	1976-09-20	189cm	94kg	22 (6-0-16)	15	1996-1998	19y 213d	21y 328d
122	30	Drum, Marcus	1987-05-01	191cm	84kg	22 (8-0-14)	6	2006-2009	19y 61d	22y 120d
133	19	Hinkley, Clayton	1989-02-21	186cm	72kg	22 (6-0-16)	5	2008-2011	19y 58d	22y 194d
154	34	Lower, Nick	1987-06-23	189cm	83kg	22 (9-0-13)	9	2011-2012	23y 276d	25y 15d
255	43	Dudley, Isaiah	2003-04-30	171cm	73kg	22 (16-0-6)	25	2025-2026	21y 334d	22y 354d
20	5	Ridley, Todd	1969-02-11	187cm	87kg	21 (8-0-13)	16	1995-1996	26y 49d	27y 97d
125	34	Warnock, Robert	1987-01-19	206cm	104kg	21 (10-0-11)	4	2007-2008	20y 107d	21y 190d
185	28	Grey, Brady	1995-07-20	180cm	87kg	21 (9-0-12)	11	2015-2018	20y 47d	23y 36d
4	33	Burrows, Craig	1972-12-20	192cm	94kg	20 (8-0-12)	23	1995, 1997	22y 102d	24y 239d
17	21	Muir, David	1971-07-17	186cm	97kg	20 (4-0-16)	2	1995-1996	23y 258d	25y 17d
171	38	Hannath, Jack	1991-07-09	201cm	102kg	20 (13-1-6)	8	2013-2016	21y 291d	24y 351d
216	11	Hogan, Jesse	1995-02-12	195cm	100kg	19 (9-0-10)	18	2019-2020	24y 47d	25y 221d
152	44	Crichton, Jesse	1991-06-18	183cm	78kg	18 (6-0-12)	3	2010-2013	19y 37d	22y 74d
200	43	Nyhuis, Ryan	1996-09-06	188cm	88kg	17 (7-0-10)	5	2017-2019	20y 306d	22y 353d
26	49	Miller, Peter	1969-04-06	168cm	71kg	16 (7-0-9)	15	1995	26y 1d	26y 150d
83	27	Schell, Daniel	1980-01-20	192cm	90kg	16 (2-0-14)	11	2000-2001	20y 150d	21y 224d
99	39	Haines, Daniel	1981-04-11	181cm	83kg	16 (7-0-9)	4	2002-2003	21y 23d	22y 58d
9	1	Edwards, Scott	1968-08-23	176cm	79kg	15 (5-0-10)	2	1995-1996	26y 221d	27y 311d
16	47	Merillo, Jamie	1972-11-27	184cm	90kg	15 (5-0-10)	2	1995-1997	22y 125d	24y 255d
70	13	Taylor, Garth	1980-07-10	169cm	74kg	15 (3-0-12)	13	1999-2000	18y 261d	20y 26d
228	22	Meek, Lloyd	1998-04-22	203cm	111kg	15 (9-0-6)	3	2021-2022	22y 332d	24y 120d
245	18	Emmett, Tom	2001-11-30	186cm	89kg	15 (8-1-6)	11	2023-2024	21y 263d	22y 248d
10	6	Gilbert, Phil	1969-11-15	185cm	89kg	14 (4-0-10)	2	1995-1996	25y 137d	26y 262d
130	17	Johnson, Mark	1978-05-23	180cm	82kg	14 (5-0-9)	8	2008	29y 304d	30y 98d
188	40	Collins, Sam	1994-06-15	194cm	98kg	14 (3-0-11)	 	2016-2017	21y 348d	23y 73d
209	42	Giro, Stefan	1999-03-10	175cm	77kg	14 (6-0-8)	4	2018, 2021	19y 85d	22y 32d
226	38	Watson, Tobe	1997-12-03	190cm	83kg	14 (6-0-8)	1	2020-2021	22y 237d	23y 262d
29	16	Hutton, John	1966-05-26	185cm	86kg	13 (5-0-8)	27	1995	28y 324d	29y 64d
44	16	Hynes, David	1967-03-31	190cm	91kg	13 (4-0-9)	4	1996-1997	29y	30y 19d
121	24	Campbell, Adam	1985-01-25	194cm	90kg	13 (5-0-8)	13	2006-2009	21y 129d	24y 174d
89	31	Eastaugh, Simon	1973-06-12	200cm	100kg	12 (3-0-9)	1	2001-2002	27y 363d	28y 299d
116	17	Schofield, Jarrad	1975-01-30	178cm	80kg	12 (5-0-7)	2	2005-2006	30y 112d	31y 118d
178	35	Apeness, Michael	1995-01-28	199cm	101kg	12 (6-0-6)	6	2014, 2016, 2018	19y 158d	23y 160d
27	31	Wardell-Johnson, Leigh	1970-03-17	185cm	76kg	11 (5-0-6)	10	1995	25y 21d	25y 163d
42	22	Godden, Tony	1972-04-19	183cm	81kg	11 (3-0-8)	6	1996, 1998	23y 347d	26y 132d
54	41	Clucas, Matthew	1978-03-18	174cm	78kg	11 (2-0-9)	1	1997-1999	19y 46d	21y 164d
111	13	Smith, Dylan	1982-07-18	175cm	77kg	10 (5-0-5)	3	2004-2005	22y 13d	22y 364d
155	4	Pitt, Jayden	1992-10-07	189cm	76kg	10 (4-0-6)	2	2011-2012	18y 170d	19y 267d
246	21	McDonald, Oscar	1996-03-18	196cm	100kg	10 (8-0-2)	4	2024-2026	27y 365d	30y 3d
62	6	Anderson, Stuart	1974-06-27	181cm	83kg	9 (3-0-6)	3	1998	23y 282d	24y 8d
128	21	Foster, Andrew	1985-08-31	183cm	78kg	9 (2-0-7)	6	2007-2009	21y 346d	23y 321d
135	42	Head, Josh	1983-04-07	189cm	83kg	9 (2-0-7)	1	2008-2009	25y 83d	26y 60d
46	3	Rowe, Brad	1969-11-23	174cm	76kg	8 (2-0-6)	7	1996	26y 129d	26y 227d
108	5	Dunn, Ryley	1985-10-07	182cm	85kg	8 (3-0-5)	 	2004-2005, 2007-2008	18y 172d	22y 266d
156	22	Anthony, John	1988-01-19	192cm	92kg	8 (1-0-7)	3	2011-2012	23y 116d	24y 135d
11	35	Groom, Chris	1973-08-28	194cm	95kg	7 (3-0-4)	18	1995	21y 216d	21y 343d
33	50	Mildenhall, Neil	1968-09-08	176cm	75kg	7 (2-0-5)	2	1995	26y 233d	26y 310d
36	12	Retzlaff, Brendon	1969-04-22	180cm	78kg	6 (1-0-5)	2	1995	26y 28d	26y 112d
87	3	Metropolis, Daniel	1972-03-17	188cm	87kg	6 (1-0-5)	2	2001	29y 21d	29y 140d
160	25	Mellington, Josh	1992-12-29	188cm	80kg	6 (4-0-2)	5	2011-2013	18y 178d	20y 245d
177	4	Sylvia, Colin	1985-11-08	186cm	86kg	6 (5-0-1)	1	2014	28y 218d	28y 253d
189	41	Yarran, Shane	1989-06-02	185cm	79kg	6 (1-0-5)	10	2016	27y 51d	27y 87d
210	40	Jones, Scott	1995-05-20	203cm	115kg	6 (2-0-4)	2	2018-2019	23y 14d	24y 97d
257	17	McVee, Judd	2003-08-07	185cm	76kg	6 (5-0-1)	 	2026	22y 219d	22y 255d
66	34	Maher, Paul	1976-06-11	190cm	97kg	5 (1-0-4)	5	1998-1999	22y 24d	23y 65d
145	35	Ruffles, Tim	1990-10-05	180cm	67kg	5 (1-0-4)	2	2009-2010	18y 279d	19y 320d
242	19	Corbett, Josh	1996-04-23	190cm	90kg	5 (2-0-3)	3	2023	26y 363d	27y 111d
249	29	Simpson, Cooper	2005-02-13	182cm	79kg	5 (4-0-1)	1	2024-2025	19y 74d	20y 100d
34	20	Wolf, Clinton	1968-12-18	195cm	99kg	4 (1-0-3)	 	1995	26y 147d	26y 175d
91	41	Ugle, Keren	1979-07-07	176cm	68kg	4 (1-0-3)	2	2001	22y 14d	22y 36d
153	27	Bollenhagen, Justin	1991-12-17	184cm	80kg	4 (1-0-3)	3	2010-2011	18y 227d	19y 260d
170	22	Smith, Tanner	1994-03-08	196cm	90kg	4 (2-0-2)	2	2013, 2015-2016	19y 43d	22y 102d
194	24	Balic, Harley	1997-01-05	187cm	82kg	4 (3-0-1)	3	2017	20y 93d	20y 122d
199	39	Deluca, Josh	1996-05-11	181cm	85kg	4 (0-0-4)	2	2017	21y 45d	21y 101d
232	34	Western, Joel	2002-10-12	171cm	64kg	4 (2-0-2)	 	2021	18y 243d	18y 314d
258	45	Scerri, Chris	2006-07-06	177cm	 	4 (4-0-0)	 	2026	19y 258d	19y 278d
63	21	Hargraves, Daniel	1976-01-24	192cm	93kg	3 (1-0-2)	 	1998-1999	22y 85d	23y 83d
64	35	Feddema, Brendon	1974-05-14	190cm	88kg	3 (0-0-3)	 	1998	23y 359d	24y 65d
129	12	OBrien, Brock	1988-05-30	181cm	79kg	3 (1-0-2)	1	2007-2008	19y 94d	20y 51d
161	28	Faulks, Peter	1988-04-24	192cm	80kg	3 (0-0-3)	 	2011, 2013	23y 111d	25y 129d
179	24	Duffy, Max	1993-04-11	184cm	77kg	3 (1-0-2)	3	2014-2015	21y 120d	22y 147d
252	42	Reidy, Liam	2000-06-14	204cm	104kg	3 (0-0-3)	 	2024-2025	24y 64d	24y 274d
40	27	Burton, Jay	1972-10-25	202cm	92kg	2 (0-0-2)	 	1995	22y 271d	22y 277d
71	40	Bolton, Darren	1976-11-26	174cm	80kg	2 (0-0-2)	 	1999	22y 135d	22y 142d
