Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
1030	12	Lappin, Matthew	1976-02-17	184cm	77kg	196 (71-1-124)	221	1999-2007	23y 36d	31y 182d
664	10	James, John	1934-01-18	175cm	81kg	195 (104-3-88)	31	1953-1963	19y 90d	29y 232d
1083	44	Carrazzo, Andrew	1983-12-15	187cm	85kg	194 (75-4-115)	48	2004-2015	20y 250d	31y 264d
934	13	Hanna, Mil	1966-04-05	184cm	91kg	190 (109-2-79)	83	1986-1997	19y 360d	31y 147d
1112	8	Kreuzer, Matthew	1989-05-13	200cm	101kg	189 (78-0-111)	94	2008-2020	18y 328d	30y 311d
636	15	Comben, Bruce	1930-10-23	173cm	79kg	188 (96-3-89)	36	1950-1961	19y 181d	30y 279d
1057	32	Thornton, Bret	1983-11-15	192cm	94kg	188 (71-1-116)	30	2002-2012	18y 199d	28y 256d
497	32	Green, Bob	1911-01-05	179cm	75kg	187 (125-1-61)	58	1933-1945	22y 135d	34y 134d
1034	25	Fevola, Brendan	1981-01-20	191cm	100kg	187 (69-2-116)	575	1999-2009	18y 186d	28y 228d
1062	30	Waite, Jarrad	1983-02-04	194cm	96kg	184 (66-4-114)	252	2003-2014	20y 53d	31y 207d
474	12	Crisp, Mickey	1908-05-12	173cm	81kg	183 (123-1-59)	281	1931-1941	22y 355d	33y 131d
152	8	Bruce, George	1879-08-05	174cm	74kg	181 (132-4-45)	30	1903-1913	23y 298d	34y 18d
431	6	Gilby, Fred	1907-11-06	175cm	80kg	179 (132-1-46)	4	1926-1937	18y 295d	29y 295d
954	20	Brown, Fraser	1970-08-18	181cm	90kg	177 (99-1-77)	99	1989-2000	18y 226d	30y 8d
938	12	Gleeson, Adrian	1967-04-30	178cm	78kg	176 (110-2-64)	174	1986-1996	19y 10d	29y 95d
813	15	Pinnell, Phillip	1951-01-07	189cm	86kg	173 (113-4-56)	5	1969-1979	18y 137d	28y 188d
891	32	Glascott, David	1961-04-27	183cm	71kg	173 (109-1-63)	81	1981-1991	19y 349d	30y 126d
1152	15	Docherty, Sam	1993-10-17	187cm	87kg	171 (66-2-103)	30	2014-2017, 2020-2025	20y 197d	31y 280d
756	3	Hall, Kevin	1944-05-21	191cm	83kg	169 (111-3-55)	50	1963-1973	19y 67d	29y 131d
870	37	Harmes, Wayne	1960-02-09	177cm	85kg	169 (118-1-50)	86	1977-1986, 1988	17y 171d	28y 165d
275	10	OBrien, Paddy	1893-04-16	183cm	86kg	167 (100-5-62)	7	1913-1925	20y 10d	32y 65d
733	20	Lofts, Wes	1942-11-15	188cm	89kg	167 (105-2-60)	65	1960-1970	17y 195d	27y 287d
771	32	Quirk, Bryan	1946-12-26	184cm	83kg	167 (106-4-57)	113	1965-1975	18y 126d	28y 254d
762	10	Gallagher, Adrian	1946-05-12	179cm	78kg	165 (111-4-50)	236	1964-1972	18y 11d	26y 148d
859	16	Buckley, Jim	1959-11-27	175cm	72kg	164 (105-1-58)	146	1976-1988, 1990	16y 200d	30y 229d
512	10	Francis, Jim	1910-12-12	184cm	82kg	162 (111-1-50)	52	1934-1943	23y 207d	32y 245d
582	26	Clark, Jim	1925-03-24	178cm	76kg	161 (97-2-62)	2	1943-1951	18y 87d	26y 161d
737	19	Collins, Ian	1942-10-24	175cm	74kg	161 (97-3-61)	49	1961-1969, 1971	18y 173d	28y 308d
904	23	Meldrum, Paul	1960-09-13	182cm	90kg	158 (98-1-59)	140	1982-1992	21y 293d	31y 218d
211	13	Gardiner, Vin	1885-10-23	167cm	67kg	157 (111-5-41)	341	1907-1917	21y 200d	31y 313d
494	19	Cooper, Ron	1911-06-08	179cm	80kg	157 (107-1-49)	170	1932-1942	20y 355d	31y 68d
1004	22	Manton, Glenn	1973-06-01	185cm	88kg	157 (88-0-69)	30	1995-2003	22y 23d	30y 91d
513	1	Anderson, Frank	1913-10-23	183cm	84kg	155 (103-1-51)	41	1934-1944	20y 264d	30y 315d
176	16	Hammond, Charlie	1886-03-19	178cm	86kg	154 (120-2-32)	40	1905-1909, 1914-1918	19y 48d	32y 165d
1140	41	Casboult, Levi	1990-03-15	201cm	101kg	154 (48-1-105)	156	2012-2021	22y 128d	31y 159d
542	21	Baxter, Ken	1917-08-20	183cm	81kg	153 (103-1-49)	365	1938-1941, 1945-1950	20y 260d	33y 6d
783	30	Waite, Vin	1949-02-26	192cm	96kg	153 (100-2-51)	33	1966-1975	17y 84d	26y 199d
1003	29	Beaumont, Simon	1975-12-13	189cm	88kg	152 (72-0-80)	89	1995-2003	19y 173d	27y 261d
974	39	Christou, Ang	1972-01-16	190cm	90kg	151 (97-1-53)	20	1991-1997, 1999-2002	19y 227d	30y 228d
850	3	Fitzpatrick, Mike	1953-01-28	191cm	96kg	150 (112-1-37)	150	1975-1976, 1978-1983	22y 67d	30y 218d
1105	40	Jamison, Michael	1986-06-11	193cm	97kg	150 (63-2-85)	2	2007-2016	21y 54d	29y 339d
644	11	Kerr, Laurie	1928-06-25	178cm	80kg	149 (75-5-69)	48	1950-1959	22y 20d	31y 86d
1172	30	Curnow, Charlie	1997-02-03	192cm	96kg	149 (57-1-91)	313	2016-2019, 2021-2025	19y 60d	28y 171d
767	6	Crane, Gary	1944-08-25	178cm	73kg	148 (100-1-47)	16	1964-1976	19y 356d	31y 222d
346	1	Clover, Horrie	1895-03-20	185cm	87kg	147 (94-3-50)	396	1920-1924, 1926-1931	25y 49d	36y 183d
536	6	Chitty, Bob	1916-07-04	174cm	86kg	147 (98-0-49)	32	1937-1946	20y 336d	30y 58d
889	9	Hunter, Ken	1957-04-28	183cm	76kg	147 (98-1-48)	160	1981-1989	23y 334d	32y 1d
230	3	McDonald, Andy	1885-12-27	165cm	67kg	146 (93-6-47)	34	1910-1919	24y 124d	33y 274d
1188	10	McKay, Harry	1997-12-24	204cm	99kg	146 (59-1-86)	282	2017-2026	19y 211d	28y 113d
1110	5	Judd, Chris	1983-09-08	189cm	88kg	145 (67-2-76)	90	2008-2015	24y 194d	31y 271d
1115	27	Armfield, Dennis	1986-12-22	182cm	80kg	145 (65-1-79)	75	2008-2017	21y 161d	30y 247d
464	31	Clarke, Ansell	1907-08-12	173cm	76kg	144 (101-0-43)	242	1929-1937	21y 307d	30y 16d
445	17	Davey, Charlie	1908-05-11	192cm	88kg	143 (105-1-37)	121	1927-1937	19y 122d	29y 53d
360	32	Duncan, Alex	1900-02-26	183cm	87kg	141 (86-3-52)	88	1921-1924, 1926-1930	21y 70d	30y 206d
872	33	McConville, Peter	1958-08-17	185cm	81kg	140 (97-1-42)	157	1978-1985	19y 227d	27y 21d
1000	24	Allan, Matthew	1975-02-26	198cm	104kg	140 (75-0-65)	72	1994-2003	19y 126d	28y 143d
660	25	Ferry, George	1931-08-08	179cm	81kg	139 (72-1-66)	7	1952-1961	20y 262d	30y 18d
1205	18	Walsh, Sam	2000-07-02	184cm	80kg	139 (58-0-81)	48	2019-2026	18y 262d	25y 288d
422	7	Kelly, Joe	1907-06-07	175cm	74kg	137 (90-0-47)	15	1926-1934	18y 328d	27y 72d
567	13	Howell, Jack	1924-08-31	193cm	92kg	137 (81-2-54)	246	1942-1944, 1946-1950, 1952-1954	17y 258d	29y 348d
573	27	Grieve, Ollie	1920-10-30	183cm	83kg	137 (79-4-54)	4	1942, 1944, 1946-1952	21y 226d	31y 312d
808	5	Jackson, Syd	1944-07-01	173cm	73kg	136 (88-1-47)	165	1969-1976	24y 278d	32y 79d
468	9	Huxtable, Eric	1908-10-27	182cm	80kg	135 (93-1-41)	4	1930-1938	21y 223d	29y 318d
595	35	Conley, Jack	1920-10-18	173cm	79kg	135 (79-4-52)	104	1944, 1946-1952	23y 278d	31y 324d
289	2	Daykin, Percy	1890-07-07	174cm	80kg	134 (91-5-38)	136	1914-1921	23y 292d	31y 100d
879	34	Marcou, Alex	1958-07-06	178cm	76kg	134 (94-1-39)	148	1979-1986	20y 268d	27y 338d
1006	9	Hickmott, Adrian	1972-03-30	182cm	88kg	134 (72-0-62)	107	1996-1997, 1999-2003	24y 1d	31y 111d
759	21	Gill, Barry	1945-01-21	184cm	84kg	132 (86-1-45)	5	1964-1972	19y 95d	27y 134d
867	5	Sheldon, Ken	1959-12-31	178cm	76kg	132 (91-1-40)	170	1977-1986	17y 169d	26y 242d
932	6	Dorotich, Jon	1962-04-27	193cm	98kg	132 (73-2-57)	103	1986-1993	23y 338d	31y 74d
531	28	Wrout, Jack	1911-10-08	179cm	92kg	130 (88-0-42)	267	1936-1944	24y 291d	32y 330d
558	25	Baird, Jim	1920-11-09	179cm	75kg	130 (78-2-50)	85	1941-1943, 1945-1951	20y 168d	30y 296d
647	17	Beasy, Doug	1930-04-16	178cm	76kg	129 (65-4-60)	124	1951-1959	21y 5d	29y 149d
492	26	Park, Jim	1910-02-14	183cm	82kg	128 (86-0-42)	5	1932-1940	22y 97d	30y 199d
518	14	McLean, Rod	1915-10-22	182cm	88kg	128 (84-0-44)	33	1935-1942, 1944-1946	19y 187d	30y 278d
683	14	Crowe, Bob	1936-05-27	185cm	72kg	128 (65-3-60)	62	1954-1964	18y 86d	28y 87d
1176	1	Silvagni, Jack	1997-12-17	194cm	89kg	128 (48-1-79)	89	2016-2023, 2025	18y 198d	27y 191d
175	2	Payne, Billy	1881-12-25	177cm	77kg	127 (97-1-29)	 	1904-1912	22y 253d	30y 187d
190	3	Clark, Norman	1878-11-12	170cm	86kg	126 (96-2-28)	3	1905-1912	26y 245d	33y 230d
551	16	Mooring, Jim	1917-10-14	170cm	74kg	126 (80-0-46)	161	1940-1949	22y 196d	31y 345d
139	18	Topping, George	1881-08-27	166cm	61kg	125 (94-1-30)	153	1902-1910, 1912, 1914, 1916	20y 312d	34y 267d
227	15	Jamieson, Ernie	1888-06-04	178cm	74kg	125 (84-6-35)	4	1909-1916, 1921-1922	21y 85d	33y 364d
563	28	Davies, Fred	1921-08-14	187cm	88kg	125 (70-4-51)	137	1941, 1946-1952	19y 353d	31y 23d
779	34	Robertson, Ian	1946-01-25	185cm	92kg	125 (86-4-35)	85	1966-1974	20y 90d	28y 120d
1173	20	Plowman, Lachie	1994-09-11	193cm	90kg	125 (45-0-80)	1	2016-2023	21y 218d	28y 214d
496	11	Hale, Jack	1913-01-02	175cm	79kg	124 (83-1-40)	78	1933-1941	20y 131d	28y 121d
639	9	Mills, Jack	1930-03-30	170cm	70kg	124 (64-5-55)	128	1950-1957	20y 23d	27y 126d
18	 	Walton, Ernie	1875-04-07	173cm	 	120 (38-1-81)	8	1897-1904	22y 31d	29y 163d
594	12	Williams, Doug	1923-02-03	175cm	71kg	120 (75-1-44)	7	1944-1951	21y 163d	28y 168d
1134	42	Tuohy, Zach	1989-12-10	187cm	93kg	120 (48-1-71)	40	2011-2016	21y 177d	26y 261d
552	3	Bennett, Jack	1920-06-21	184cm	96kg	119 (79-0-40)	46	1940-1947	19y 332d	27y 98d
655	23	Chick, John	1932-08-25	175cm	72kg	119 (67-1-51)	29	1952-1960	19y 238d	28y 2d
1122	13	Yarran, Chris	1990-12-19	180cm	82kg	119 (50-2-67)	90	2009-2015	18y 141d	24y 253d
381	26	Brew, Ray	1903-01-14	175cm	83kg	118 (67-2-49)	31	1923-1926, 1928-1931	20y 125d	28y 129d
997	23	Rice, Dean	1968-03-17	180cm	92kg	118 (69-0-49)	42	1994-2001	26y 57d	33y 155d
541	31	McInnes, Charlie	1916-08-21	174cm	88kg	117 (78-0-39)	92	1938-1946	21y 245d	29y 361d
545	18	Sanger, Arthur	1918-03-26	177cm	81kg	117 (78-0-39)	1	1938-1947	20y 154d	29y 82d
561	15	Brown, Vin	1922-02-05	178cm	73kg	117 (81-0-36)	4	1941-1948	19y 101d	26y 170d
252	4	Valentine, Viv	1887-12-03	168cm	71kg	116 (74-6-36)	91	1911-1918	23y 154d	30y 271d
705	4	Buckley, Brian	1935-08-03	185cm	83kg	116 (58-2-56)	6	1956-1965	21y 1d	30y 25d
1045	34	Wiggins, Simon	1982-09-11	187cm	88kg	116 (37-1-78)	36	2001-2009	18y 229d	26y 359d
1089	2	Russell, Jordan	1986-11-06	188cm	86kg	116 (52-2-62)	18	2005-2012	18y 246d	25y 258d
159	15	Marchbank, Jim	1878-08-17	188cm	86kg	115 (85-2-28)	43	1903-1904, 1906-1913	25y 12d	35y 6d
637	14	English, Vin	1929-04-03	185cm	89kg	115 (57-5-53)	9	1950-1956	21y 19d	27y 137d
1007	18	Murphy, Justin	1976-04-24	185cm	85kg	115 (48-0-67)	105	1996-2000, 2002-2003	19y 342d	27y 108d
661	28	Gilchrist, Graham	1932-08-14	180cm	73kg	114 (63-2-49)	26	1952-1961	20y 9d	29y 12d
981	33	Hogg, Matthew	1968-12-21	175cm	79kg	114 (67-1-46)	38	1992-1999	23y 98d	30y 278d
265	5	Haughton, Harry	1886-01-02	182cm	83kg	113 (78-4-31)	49	1912-1919	26y 130d	33y 268d
295	7	Fisher, Charlie	1892-11-17	178cm	89kg	111 (74-5-32)	147	1914-1921	21y 166d	28y 332d
544	24	Savage, Ron	1917-04-22	187cm	89kg	111 (72-0-39)	95	1938-1945	21y 99d	28y 160d
818	19	OConnell, John	1951-04-22	183cm	82kg	111 (73-4-34)	 	1970-1976	18y 361d	25y 149d
677	19	Zeunert, Denis	1931-07-12	180cm	81kg	110 (58-2-50)	11	1954-1960	22y 279d	29y 46d
915	8	Blackwell, Wayne	1960-08-30	179cm	80kg	110 (63-0-47)	80	1984-1990	23y 214d	29y 318d
1018	27	Hulme, Darren	1977-07-10	175cm	79kg	110 (49-0-61)	56	1997-2004	19y 324d	26y 318d
439	15	Johnson, Maurie	1907-01-15	177cm	81kg	109 (78-0-31)	70	1927-1936	20y 133d	29y 143d
983	2	Williams, Greg	1963-09-30	176cm	86kg	109 (74-1-34)	89	1992-1997	28y 216d	33y 292d
754	11	Goold, John	1941-06-27	187cm	80kg	108 (70-0-38)	3	1963-1970	21y 339d	29y 91d
1220	42	Saad, Adam	1994-07-23	178cm	78kg	108 (53-1-54)	4	2021-2026	26y 238d	31y 225d
917	30	Murphy, Fraser	1963-01-02	169cm	76kg	107 (70-0-37)	158	1984-1991	21y 89d	28y 122d
1116	38	Garlett, Jeff	1989-08-03	180cm	72kg	107 (57-1-49)	183	2009-2014	19y 235d	24y 307d
1185	25	Fisher, Zac	1998-06-15	177cm	75kg	107 (35-1-71)	53	2017-2023	18y 304d	25y 73d
162	 	Kennedy, Ted	1877-09-07	170cm	74kg	106 (82-1-23)	13	1904-1909	26y 243d	32y 25d
193	12	Gotz, Martin	1883-02-26	179cm	75kg	106 (80-2-24)	42	1906-1911, 1913	23y 68d	30y 150d
574	23	Deacon, Bert	1922-11-08	180cm	83kg	106 (67-0-39)	7	1942-1951	19y 224d	28y 248d
689	13	Donaldson, Graham	1935-06-20	192cm	93kg	106 (63-3-40)	85	1955-1962	19y 321d	27y 101d
923	26	Rhys-Jones, David	1962-06-16	187cm	84kg	106 (67-0-39)	73	1985-1992	22y 287d	30y 75d
1203	24	Newman, Nic	1993-01-15	187cm	83kg	106 (52-1-53)	11	2019-2024, 2026	26y 65d	33y 91d
195	18	Lang, Alex	1888-03-12	175cm	73kg	105 (84-1-20)	82	1906-1910, 1916-1917	18y 54d	29y 89d
1020	45	Franchina, Anthony	1977-10-11	176cm	80kg	105 (49-0-56)	26	1997-2003	19y 309d	25y 324d
884	27	English, Des	1957-10-09	178cm	86kg	104 (75-0-29)	6	1980-1986	22y 193d	28y 353d
976	34	De Iulio, Ron	1972-04-15	180cm	82kg	104 (61-0-43)	71	1992-1999	19y 341d	27y 128d
1077	24	Stevens, Nick	1980-01-03	182cm	85kg	104 (36-2-66)	61	2004-2009	24y 98d	29y 245d
1202	11	McGovern, Mitch	1994-10-11	191cm	93kg	103 (43-1-59)	65	2019-2026	24y 161d	31y 187d
617	10	Stafford, Fred	1926-08-03	173cm	74kg	102 (59-4-39)	68	1947-1952	20y 259d	26y 34d
721	9	Cox, Berkeley	1935-05-03	175cm	76kg	102 (50-3-49)	45	1958-1965	23y 98d	30y 117d
980	11	Spalding, Earl	1965-03-11	198cm	110kg	102 (71-1-30)	106	1992-1997	27y 10d	32y 151d
1123	23	Henderson, Lachie	1989-12-14	196cm	98kg	102 (42-1-59)	101	2010-2015	20y 101d	25y 244d
527	30	Price, Mick	1914-04-30	174cm	70kg	101 (69-0-32)	163	1936-1946	22y 51d	31y 357d
1150	39	Thomas, Dale	1987-06-21	185cm	86kg	101 (28-0-73)	34	2014-2019	26y 268d	32y 64d
89	 	Roland, Charlie	1876-01-29	174cm	69kg	100 (48-1-51)	24	1900-1905, 1908	24y 96d	32y 143d
255	1	Dick, Billy	1889-07-16	179cm	77kg	100 (69-4-27)	35	1911-1918	21y 322d	28y 362d
521	2	McIntyre, Don	1915-03-05	179cm	77kg	100 (66-1-33)	2	1935-1942	20y 95d	27y 163d
728	16	Sankey, Maurice	1940-02-09	193cm	87kg	100 (48-3-49)	61	1959-1965	19y 201d	25y 193d
1120	12	Robinson, Mitch	1989-06-07	184cm	90kg	100 (51-1-48)	58	2009-2014	19y 292d	25y 41d
1199	12	De Koning, Tom	1999-07-16	203cm	97kg	100 (51-1-48)	36	2018, 2020-2025	19y 34d	26y 36d
1063	14	Fisher, Brad	1984-04-09	192cm	86kg	99 (32-1-66)	127	2003-2010	18y 360d	26y 113d
1144	17	Rowe, Sam	1987-11-19	199cm	98kg	99 (28-1-70)	17	2013-2018	25y 139d	30y 279d
1191	7	Kennedy, Matthew	1997-04-06	188cm	89kg	99 (45-1-53)	50	2018-2024	20y 350d	27y 154d
802	17	Crosswell, Brent	1950-08-08	188cm	86kg	98 (67-1-30)	92	1968-1975	17y 251d	24y 240d
672	3	Webster, Peter	1932-08-06	183cm	83kg	97 (48-1-48)	6	1953-1959	20y 339d	27y 37d
882	15	Perovic, Val	1953-09-25	192cm	88kg	97 (68-1-28)	1	1980-1985	26y 186d	31y 249d
571	8	Fitzgibbon, Fred	1917-10-22	169cm	64kg	96 (69-0-27)	9	1942-1948	24y 213d	30y 276d
288	9	Brown, Ted	1891-10-18	173cm	68kg	95 (62-3-30)	1	1914-1920	22y 189d	28y 221d
609	33	Green, Richie	1925-09-17	173cm	73kg	95 (56-3-36)	1	1946-1952	20y 236d	26y 348d
739	17	Collis, Gordon	1940-11-06	187cm	83kg	95 (49-3-43)	40	1961-1965, 1967	20y 167d	26y 314d
1158	14	Jones, Liam	1991-02-24	199cm	97kg	95 (30-0-65)	16	2015-2021	24y 37d	30y 164d
1180	5	Petrevski-Seton, Sam	1998-02-19	182cm	78kg	94 (27-0-67)	20	2017-2021	19y 32d	23y 176d
125	 	Snell, Archie	1877-07-30	170cm	 	92 (58-1-33)	56	1902-1907	24y 284d	30y 25d
254	16	Green, Gordon	1890-02-28	166cm	67kg	92 (64-3-25)	85	1911-1915, 1919-1921	21y 88d	31y 229d
871	2	Jones, Warren	1953-11-02	200cm	102kg	92 (59-1-32)	31	1978-1985	24y 150d	31y 162d
1010	36	Hamill, Aaron	1977-08-20	184cm	97kg	92 (49-0-43)	114	1996-2000	18y 328d	23y 6d
363	33	Watson, Jim	1896-02-17	180cm	71kg	91 (46-4-41)	 	1921, 1923-1929	25y 93d	33y 76d
495	8	Shea, Keith	1914-08-10	175cm	78kg	91 (59-1-31)	101	1932-1937	17y 348d	23y 18d
177	 	Johnson, George	1879-05-31	179cm	80kg	90 (73-0-17)	29	1905-1909	25y 340d	30y 124d
196	30	Gillespie, Doug	1887-12-13	177cm	83kg	90 (75-0-15)	 	1906-1910, 1912	18y 150d	24y 283d
642	16	Brown, John	1923-10-14	183cm	83kg	90 (41-4-45)	 	1950-1955	26y 239d	31y 310d
653	2	Milroy, Bill	1929-10-24	189cm	90kg	90 (47-4-39)	50	1951-1956	21y 298d	26y 299d
881	13	Maylin, Phil	1956-04-20	175cm	76kg	89 (60-1-28)	48	1980-1984	23y 344d	28y 134d
714	8	Benetti, John	1937-06-17	177cm	93kg	88 (46-1-41)	15	1958-1965	20y 313d	28y 58d
745	12	Gill, John	1941-10-26	182cm	79kg	88 (51-2-35)	38	1962-1967	20y 177d	25y 269d
847	10	Mangels, Alan	1956-07-29	179cm	83kg	88 (56-1-31)	25	1974-1980	17y 349d	23y 301d
319	25	Martin, Frank	1895-06-30	174cm	82kg	87 (50-3-34)	15	1917-1923	21y 316d	27y 323d
670	5	Burke, Gerald	1930-12-02	187cm	82kg	87 (49-1-37)	113	1953-1955, 1957-1960	22y 179d	29y 269d
1127	43	White, Simon	1988-06-17	190cm	92kg	87 (33-2-52)	12	2010-2017	21y 304d	29y 42d
150	 	Grace, Mick	1874-07-24	180cm	78kg	86 (59-1-26)	133	1903-1907	28y 296d	33y 59d
459	14	Green, Jack	1905-09-29	182cm	77kg	86 (63-0-23)	109	1929-1933	23y 224d	27y 345d
589	7	Turner, Herb	1921-07-06	170cm	73kg	86 (59-0-27)	101	1944-1949	22y 305d	28y 80d
1226	29	Hewett, George	1995-12-29	187cm	84kg	86 (45-1-40)	22	2022-2026	26y 78d	30y 95d
450	2	Martyn, Colin	1903-01-27	178cm	76kg	85 (58-0-27)	2	1928-1932	25y 99d	29y 248d
608	20	Garby, Ray	1923-01-16	179cm	84kg	85 (48-1-36)	123	1946-1950	23y 96d	27y 222d
524	7	Carney, Jack	1909-01-22	160cm	62kg	84 (54-0-30)	6	1936-1941	27y 101d	32y 199d
597	6	Henfry, Ern	1921-07-24	183cm	83kg	84 (53-1-30)	20	1944, 1947-1952	23y 33d	31y 23d
878	22	Klomp, Robbert	1955-05-14	183cm	89kg	84 (63-1-20)	17	1979-1983	23y 321d	28y 21d
1033	31	Fletcher, Simon	1978-08-17	188cm	86kg	84 (39-0-45)	30	1999-2003	20y 335d	25y 14d
454	23	Crowe, Jim	1909-05-18	171cm	72kg	83 (62-0-21)	37	1929-1934	19y 344d	25y 64d
69	 	McShane, Henry	1873-02-09	177cm	 	82 (36-0-46)	28	1899-1904	26y 93d	31y 221d
292	6	Leehane, Steve	1891-10-20	179cm	73kg	82 (50-4-28)	14	1914-1919	22y 187d	27y 342d
837	26	Byrne, Ray	1953-07-16	180cm	80kg	81 (45-1-35)	13	1973-1978	19y 272d	24y 294d
188	 	Caine, Frank	1881-07-28	184cm	86kg	80 (62-0-18)	147	1905-1909	23y 324d	28y 66d
311	12	Canet, Charlie	1895-09-08	170cm	67kg	80 (49-3-28)	6	1916-1921	20y 255d	25y 346d
910	38	Robertson, Shane	1963-12-27	179cm	79kg	80 (50-1-29)	23	1983-1991	19y 173d	27y 135d
1087	17	OhAilpin, Setanta	1983-03-18	199cm	100kg	80 (33-1-46)	67	2005-2011	22y 50d	28y 183d
740	26	Anderson, Graeme	1939-04-06	185cm	78kg	79 (41-2-36)	 	1961-1968	22y 72d	29y 119d
