Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
742	36	Kink, Rene	1956-11-22	183cm	91kg	154 (95-2-57)	240	1973-1983	16y 262d	26y 181d
496	22	Rose, Bob	1928-08-07	178cm	74kg	152 (101-1-50)	214	1946-1955	18y 10d	27y 41d
902	34	McGuane, Mick	1967-12-29	186cm	94kg	152 (87-3-62)	128	1987-1996	19y 215d	28y 118d
1068	20	Reid, Ben	1989-04-29	196cm	98kg	152 (88-3-61)	73	2007-2020	18y 63d	31y 108d
771	1	Barham, Ricky	1958-11-28	183cm	76kg	151 (84-2-65)	140	1977-1986	18y 160d	27y 275d
2	 	Condon, Dick	1876-03-19	180cm	72kg	149 (106-0-43)	101	1897-1900, 1902-1906	21y 50d	30y 180d
506	12	Healey, Des	1927-09-05	168cm	69kg	149 (97-0-52)	37	1948-1955	20y 225d	28y 12d
302	1	Beveridge, Jack	1907-05-08	177cm	77kg	148 (117-1-30)	44	1926-1934	18y 358d	27y 102d
329	13	Froude, Fred	1910-07-03	174cm	82kg	148 (108-2-38)	41	1930-1939	19y 332d	29y 82d
183	14	Laxton, Charlie	1890-04-09	170cm	73kg	147 (90-3-54)	89	1912-1921	22y 18d	31y 161d
859	42	Millane, Darren	1965-08-09	188cm	89kg	147 (84-3-60)	78	1984-1991	18y 361d	26y 22d
743	23	Shaw, Ray	1954-04-27	175cm	70kg	146 (88-2-56)	200	1974-1981	19y 344d	27y 152d
1022	8	Clement, James	1976-09-04	190cm	95kg	146 (73-0-73)	13	2001-2007	24y 222d	31y 17d
299	21	Murphy, Frank	1905-02-20	180cm	78kg	145 (109-1-35)	121	1925-1934	20y 113d	29y 88d
170	14	Mutch, Alec	1889-03-31	179cm	74kg	144 (94-1-49)	5	1911-1921	22y 29d	32y 156d
598	10	Henderson, John	1938-08-31	187cm	91kg	144 (86-2-56)	28	1957-1966	18y 330d	28y 24d
263	26	Wescott, Leo	1900-07-08	170cm	70kg	143 (100-1-42)	3	1922-1927, 1929, 1931-1932	21y 302d	31y 304d
504	20	Richards, Ron	1928-05-11	170cm	73kg	143 (97-0-46)	114	1947-1956	19y 48d	28y 113d
43	 	Rush, Bob	1880-10-09	177cm	 	142 (95-0-47)	1	1899-1908	18y 223d	27y 255d
335	24	Ross, Jack	1911-09-09	173cm	70kg	142 (101-2-39)	30	1931-1940	19y 249d	28y 350d
873	3	Gayfer, Michael	1965-08-17	186cm	90kg	142 (86-1-55)	1	1986-1993	20y 224d	27y 347d
922	2	Francis, Tony	1969-04-01	171cm	74kg	142 (74-2-66)	103	1990-1998	21y	29y 151d
875	44	Kerrison, Shane	1965-03-28	180cm	81kg	141 (81-3-57)	15	1986-1995	21y 29d	30y 151d
926	3	Richardson, Mark	1972-10-31	196cm	99kg	141 (57-1-83)	83	1991-2002	18y 171d	29y 304d
931	14	Watson, Shane	1974-02-17	186cm	90kg	141 (61-1-79)	102	1992-2000	18y 40d	26y 136d
1131	46	Cox, Mason	1991-03-14	211cm	105kg	139 (85-2-52)	127	2016-2025	25y 42d	34y 190d
1152	3	Quaynor, Isaac	2000-01-15	180cm	83kg	139 (82-2-55)	5	2019-2026	19y 171d	26y 91d
294	14	Libbis, Billy	1903-07-02	175cm	80kg	138 (112-1-25)	150	1925-1933	21y 311d	29y 308d
142	21	Sadler, Jim	1886-07-28	168cm	72kg	135 (87-5-43)	5	1908-1917	21y 293d	31y 28d
224	23	Saunders, Harry	1898-05-21	175cm	76kg	135 (84-2-49)	10	1916-1926	18y 6d	27y 352d
814	21	Williams, Mark	1958-08-21	183cm	80kg	135 (70-0-65)	178	1981-1986	22y 219d	28y 9d
282	11	Clayden, George	1903-08-14	187cm	87kg	134 (100-1-33)	79	1924-1933	20y 270d	30y 19d
713	16	Atkinson, Alan	1951-10-20	182cm	81kg	134 (80-1-53)	49	1970-1978	18y 257d	26y 317d
531	24	Tuck, Frank	1931-07-24	183cm	78kg	131 (88-1-42)	34	1950-1959	18y 286d	28y 43d
887	21	Christian, Michael	1964-08-21	191cm	96kg	131 (67-3-61)	23	1987-1995	22y 219d	30y 343d
1070	16	Brown, Nathan	1988-12-17	196cm	99kg	130 (76-1-53)	7	2008-2010, 2012-2016	19y 96d	27y 255d
19	 	Tulloch, Lardie	1871-04-15	179cm	 	129 (89-0-40)	67	1897-1904	26y 23d	33y 148d
690	29	OCallaghan, Denis	1949-02-07	178cm	80kg	129 (85-2-42)	3	1968-1973, 1975	19y 80d	26y 211d
407	9	Green, Jack	1919-08-26	180cm	81kg	127 (80-2-45)	63	1938-1941, 1943-1949	18y 345d	30y 8d
602	12	Hutchesson, Errol	1939-09-07	175cm	74kg	127 (77-2-48)	62	1958-1967	18y 217d	27y 360d
661	14	Jenkin, Graeme	1945-09-05	193cm	104kg	127 (86-2-39)	77	1964, 1966-1973	18y 268d	28y 17d
237	26	Wilson, Ernie	1900-10-15	170cm	73kg	126 (87-2-37)	9	1919-1928	18y 200d	27y 336d
469	30	Utting, Charles	1923-03-12	170cm	74kg	125 (71-2-52)	17	1943-1950	20y 155d	27y 167d
1155	14	Cameron, Darcy	1995-07-18	204cm	100kg	125 (73-3-49)	70	2020-2026	24y 329d	30y 272d
893	27	Starcevich, Craig	1967-05-16	193cm	96kg	124 (75-3-46)	162	1987-1993	19y 316d	26y 105d
856	25	McKeown, Ron	1967-05-10	188cm	96kg	123 (68-3-52)	105	1984-1993	17y 58d	26y 111d
1016	37	Lonie, Ryan	1983-03-04	190cm	87kg	123 (63-0-60)	61	2001-2008	18y 27d	25y 150d
1103	24	Thomas, Josh	1991-10-01	178cm	78kg	123 (70-2-51)	101	2013-2014, 2017-2021	21y 181d	29y 325d
211	3	Curtis, Harry	1892-10-03	189cm	79kg	122 (84-2-36)	149	1914-1923	21y 281d	30y 347d
599	16	Reeves, Ron	1938-12-06	175cm	76kg	122 (64-2-56)	2	1957-1965	18y 261d	26y 160d
734	31	Manassa, Phil	1956-01-29	178cm	79kg	122 (72-1-49)	60	1973-1979	17y 82d	23y 208d
916	23	Kelly, Craig	1966-06-16	190cm	95kg	122 (67-3-52)	43	1989-1996	22y 310d	30y 76d
706	26	Dean, Robert	1950-10-20	189cm	83kg	121 (80-2-39)	37	1969-1975	18y 272d	24y 321d
782	26	Byrne, Ray	1953-07-16	180cm	80kg	121 (72-1-48)	10	1978-1983	24y 357d	30y 42d
863	30	Manson, James	1966-11-02	194cm	104kg	120 (70-3-47)	106	1985-1992	18y 147d	25y 273d
1021	6	Holland, Brodie	1980-01-03	180cm	80kg	119 (59-0-60)	104	2001-2008	21y 94d	28y 107d
1076	17	Beams, Dayne	1990-02-12	187cm	88kg	119 (82-2-35)	123	2009-2014, 2019	19y 51d	29y 109d
65	 	Dummett, Alf	1880-12-08	177cm	 	118 (78-1-39)	10	1901-1910	20y 147d	29y 234d
33	 	Fell, Matthew	1875-08-23	180cm	 	116 (84-0-32)	21	1898-1905	22y 264d	30y 38d
401	28	Williams, Alan	1917-12-17	188cm	84kg	115 (61-0-54)	91	1938-1945	20y 148d	27y 279d
776	9	Stewart, Craig	1956-09-15	193cm	99kg	115 (67-1-47)	121	1978-1983	21y 198d	26y 346d
641	13	Hill, Laurie	1942-07-18	180cm	76kg	114 (66-1-47)	 	1962-1969	19y 279d	26y 261d
835	33	Cloke, David	1955-01-28	196cm	100kg	114 (64-0-50)	51	1983-1989	28y 57d	34y 224d
897	13	Richardson, Alan	1965-05-17	180cm	83kg	114 (61-4-49)	10	1987-1988, 1990-1996	21y 357d	31y 106d
1153	9	Noble, John	1997-03-25	180cm	72kg	112 (66-3-43)	8	2019-2024	22y 109d	27y 151d
395	8	Fothergill, Des	1920-07-15	178cm	88kg	111 (72-0-39)	337	1937-1940, 1945-1947	16y 318d	26y 355d
444	31	Wade, Kevin	1922-06-30	180cm	73kg	111 (60-2-49)	20	1942-1949	19y 313d	27y 58d
577	4	Gray, Brian	1938-02-21	175cm	76kg	111 (58-2-51)	45	1956-1965	18y 53d	27y 209d
207	22	Sheehy, Maurie	1893-06-12	175cm	86kg	110 (71-2-37)	22	1914, 1916-1922	20y 324d	29y 124d
382	25	Woods, Bervin	1910-01-09	180cm	86kg	110 (76-2-32)	6	1935-1940	25y 108d	30y 228d
681	27	Britt, Con	1947-08-10	179cm	73kg	110 (72-1-37)	72	1966-1973	19y 3d	25y 282d
750	24	Ireland, Andrew	1953-03-07	191cm	81kg	110 (67-2-41)	29	1975-1980	22y 29d	27y 204d
15	 	Proudfoot, Bill	1868-06-11	184cm	102kg	108 (78-0-30)	 	1897-1906	28y 331d	38y 75d
174	6	Green, Jack	1887-08-28	175cm	79kg	108 (67-3-38)	6	1911-1918	23y 272d	31y 10d
510	7	Hams, George	1928-07-29	173cm	76kg	108 (68-0-40)	3	1948-1955	19y 298d	26y 275d
219	1	Brown, Charlie	1896-04-30	178cm	79kg	107 (68-2-37)	2	1916-1923	20y 6d	27y 103d
691	22	Greening, John	1950-12-25	185cm	83kg	107 (68-2-37)	70	1968-1972, 1974-1976	17y 138d	25y 149d
243	22	Tyson, Charles	1897-11-14	183cm	81kg	106 (66-1-39)	42	1920-1926	22y 176d	28y 329d
707	15	Heard, Bob	1949-02-09	202cm	97kg	106 (68-2-36)	110	1970-1975	21y 54d	26y 209d
8	 	Hailwood, Frank	1873-04-03	184cm	 	104 (75-0-29)	37	1897-1902, 1904	24y 35d	31y 160d
177	1	Anderson, George	1885-06-03	168cm	80kg	104 (62-3-39)	8	1911-1917	26y	32y 111d
372	12	Knight, Jack	1912-11-21	183cm	80kg	104 (73-2-29)	85	1934-1940	21y 165d	27y 284d
179	26	Seddon, Mal	1888-05-31	182cm	81kg	102 (66-1-35)	56	1911-1915, 1919-1921	23y 38d	33y 95d
702	21	Clifton, Jeff	1949-02-21	193cm	84kg	102 (71-2-29)	 	1969-1974	20y 92d	25y 191d
787	19	Davis, Craig	1954-10-02	183cm	81kg	102 (57-1-44)	251	1979-1983	24y 187d	28y 294d
819	15	Fellowes, Wes	1961-03-07	200cm	106kg	102 (44-0-58)	28	1981-1989	20y 105d	28y 159d
1162	31	McCreery, Beau	2001-04-19	186cm	80kg	102 (65-2-35)	62	2021-2026	19y 347d	24y 362d
213	18	McCarthy, Con	1893-02-10	180cm	89kg	101 (67-0-34)	22	1915-1921	22y 73d	28y 233d
1087	1	Fasolo, Alex	1992-06-08	179cm	84kg	101 (56-1-44)	133	2011-2018	19y 5d	25y 345d
1170	35	Daicos, Nick	2003-01-03	184cm	73kg	100 (67-2-31)	68	2022-2026	19y 74d	23y 103d
129	17	Ryan, Dave	1885-01-23	178cm	86kg	99 (61-2-36)	72	1907-1912	22y 122d	27y 214d
579	22	Serong, Bill	1936-05-05	183cm	83kg	98 (57-1-40)	52	1956-1961	19y 345d	25y 85d
229	15	Pannam, Charles	1897-04-21	174cm	69kg	97 (64-1-32)	12	1917-1922	20y 35d	25y 176d
704	34	Gott, Doug	1950-06-30	191cm	85kg	97 (65-1-31)	26	1969-1977	19y 12d	27y 86d
865	9	Taylor, Brian	1962-04-10	191cm	91kg	97 (49-2-46)	371	1985-1990	22y 353d	28y 151d
87	 	Drohan, Eddie	1876-07-17	171cm	 	96 (62-0-34)	54	1903-1908	26y 303d	31y 339d
245	22	Rowe, Percy	1896-01-04	183cm	87kg	96 (66-1-29)	37	1920-1924, 1927-1928	24y 155d	32y 269d
371	7	Doherty, Vin	1911-03-26	169cm	63kg	96 (72-1-23)	122	1934-1939	23y 40d	28y 188d
484	5	Fitzgerald, Len	1929-05-07	183cm	86kg	96 (61-2-33)	49	1945-1950	15y 349d	21y 111d
676	33	Adamson, Lee	1946-06-27	185cm	76kg	96 (64-1-31)	 	1966-1973	19y 328d	27y 87d
772	3	Magro, Stan	1954-07-28	177cm	80kg	96 (64-1-31)	19	1977-1982	22y 290d	28y 24d
957	6	Patterson, Stephen	1971-01-04	177cm	75kg	96 (35-1-60)	88	1995-2000	24y 88d	29y 138d
80	 	Pears, Harry	1877-07-28	170cm	 	95 (66-0-29)	78	1902-1908	24y 279d	30y 328d
652	23	Watt, Ricky	1946-10-04	183cm	86kg	95 (58-0-37)	17	1963-1964, 1966-1970	16y 219d	23y 357d
770	27	Worthington, Kevin	1953-05-25	189cm	88kg	95 (64-1-30)	19	1977-1979, 1981-1982	23y 312d	29y 53d
226	8	Drummond, Tom	1897-08-06	170cm	68kg	94 (57-0-37)	6	1916-1922	18y 302d	25y 69d
359	5	Carmody, Jack	1911-06-07	173cm	72kg	94 (64-3-27)	12	1933-1939	21y 340d	28y 101d
1015	22	Shaw, Rhyce	1981-10-16	182cm	81kg	94 (48-0-46)	20	2000-2001, 2003-2008	18y 251d	26y 333d
1127	7	Treloar, Adam	1993-03-09	182cm	89kg	94 (50-1-43)	49	2016-2020	23y 17d	27y 215d
162	8	Jackson, Jim	1890-04-28	174cm	73kg	93 (59-1-33)	22	1910-1915, 1920	20y 23d	30y 122d
728	10	Cooper, Ian	1954-06-12	183cm	81kg	93 (56-0-37)	 	1972, 1974-1977, 1979, 1981-1982	18y 75d	28y 77d
436	3	Burns, Jack	1918-10-06	170cm	66kg	92 (43-1-48)	14	1941-1947	22y 279d	28y 321d
651	19	Urquhart, Max	1942-01-07	182cm	83kg	92 (58-1-33)	28	1963-1969	21y 117d	27y 256d
667	9	Tully, Colin	1945-05-20	179cm	73kg	92 (64-0-28)	43	1965-1970	19y 360d	25y 129d
813	28	Taylor, Michael	1953-12-30	183cm	84kg	92 (47-0-45)	28	1981-1984	27y 88d	30y 267d
1073	21	Wellingham, Sharrod	1988-07-07	185cm	85kg	92 (67-2-23)	55	2008-2012	19y 293d	24y 76d
1120	18	Varcoe, Travis	1988-04-10	180cm	84kg	92 (50-0-42)	41	2015-2020	26y 359d	32y 164d
629	26	Norman, David	1942-04-01	175cm	68kg	91 (50-2-39)	149	1961-1966	19y 21d	24y 99d
1171	1	Lipinski, Patrick	1998-07-17	187cm	84kg	91 (58-2-31)	43	2022-2026	23y 244d	27y 273d
17	 	Smith, Archie	1872-02-16	178cm	72kg	89 (60-0-29)	119	1897-1902	25y 81d	30y 125d
122	3	Baxter, Tom	1884-02-23	173cm	73kg	89 (57-1-31)	74	1907-1911	23y 63d	27y 212d
1112	8	Langdon, Tom	1994-06-09	190cm	85kg	89 (48-1-40)	3	2014-2019	19y 278d	24y 343d
1134	21	Phillips, Tom	1996-05-07	187cm	79kg	89 (51-2-36)	44	2016-2020	20y 37d	24y 120d
105	 	Nash, Bob	1884-04-22	178cm	 	88 (54-2-32)	14	1904-1909	20y 85d	25y 149d
205	7	Dobrigh, Gus	1893-02-11	175cm	75kg	88 (57-2-29)	33	1914-1921	21y 80d	28y 155d
296	13	Harris, John	1903-11-04	165cm	63kg	88 (71-1-16)	48	1925-1929	21y 193d	25y 314d
628	9	Steer, Trevor	1938-10-11	188cm	85kg	88 (45-2-41)	45	1961-1966	22y 186d	27y 348d
202	21	Reynolds, Pen	1892-05-04	173cm	76kg	87 (55-3-29)	16	1913-1919	21y 118d	27y 160d
558	29	Sharp, Lerrel	1933-06-06	178cm	76kg	87 (52-1-34)	1	1953-1959	19y 351d	25y 337d
589	5	Delanty, Mike	1936-10-15	185cm	83kg	87 (49-2-36)	19	1957-1962	20y 201d	25y 314d
724	8	Oborne, Rod	1953-09-06	183cm	76kg	87 (51-1-35)	85	1972-1976, 1978-1979	18y 210d	25y 248d
1124	19	Greenwood, Levi	1989-02-19	181cm	87kg	86 (45-1-40)	31	2015-2021	26y 149d	32y 56d
27	 	Leach, Fred	1878-03-06	183cm	83kg	85 (58-0-27)	8	1897-1903	19y 108d	25y 106d
169	15	Minogue, Dan	1891-09-04	180cm	87kg	85 (53-2-30)	37	1911-1916	19y 237d	24y 294d
1000	10	Betheras, Rupert	1975-11-23	181cm	86kg	85 (40-0-45)	35	1999-2003	23y 139d	27y 252d
249	27	Webb, Reynolds	1900-04-14	170cm	66kg	84 (51-1-32)	65	1921-1926	21y 23d	26y 80d
