Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
182	30	Hipwood, Eric	1997-09-13	204cm	90kg	199 (114-2-83)	287	2016-2025	18y 279d	27y 336d
189	7	Berry, Jarrod	1998-02-05	193cm	89kg	190 (113-2-75)	74	2017-2026	19y 63d	28y 73d
195	23	Cameron, Charlie	1994-07-05	181cm	74kg	187 (121-2-64)	361	2018-2026	23y 262d	31y 288d
161	27	Gardiner, Darcy	1995-09-22	193cm	92kg	185 (90-1-94)	14	2014-2026	18y 207d	30y 187d
12	23	Leppitsch, Justin	1975-10-01	191cm	97kg	183 (113-3-67)	136	1997-2006	21y 180d	30y 218d
97	24	Patfull, Joel	1984-12-07	190cm	90kg	182 (73-3-106)	24	2006-2014	21y 165d	29y 266d
21	33	White, Darryl	1973-06-12	189cm	85kg	178 (106-3-69)	59	1997-2005	23y 291d	32y 76d
197	16	Rayner, Cam	1999-10-21	187cm	90kg	173 (109-2-62)	178	2018-2020, 2022-2026	18y 154d	26y 180d
7	32	Hart, Shaun	1971-05-17	175cm	74kg	171 (110-2-59)	96	1997-2004	25y 317d	33y 124d
198	33	Bailey, Zac	1999-09-23	182cm	83kg	171 (115-1-55)	192	2018-2026	18y 203d	26y 208d
1	10	Ashcroft, Marcus	1971-09-25	184cm	83kg	166 (100-3-63)	61	1997-2003	25y 186d	32y 2d
199	46	McInerney, Oscar	1994-07-10	205cm	107kg	165 (108-2-55)	67	2018-2025	23y 292d	31y 79d
204	9	Neale, Lachie	1993-05-24	177cm	85kg	165 (111-2-52)	69	2019-2026	25y 303d	32y 330d
164	25	McStay, Daniel	1995-06-24	195cm	100kg	161 (78-0-83)	138	2014-2022	19y 4d	27y 84d
30	22	Scott, Chris	1976-05-03	182cm	90kg	160 (99-2-59)	56	1997-2005, 2007	21y	31y 121d
26	4	McRae, Craig	1973-09-22	176cm	72kg	156 (104-2-50)	176	1997-2004	23y 203d	31y 3d
13	11	Lynch, Alastair	1968-06-19	193cm	97kg	154 (100-2-52)	371	1997-2004	28y 284d	36y 98d
119	38	Rockliff, Tom	1990-02-22	185cm	85kg	154 (46-0-108)	87	2009-2017	19y 160d	27y 185d
170	5	Robinson, Mitch	1989-06-07	184cm	90kg	147 (66-0-81)	71	2015-2022	25y 301d	33y 86d
40	5	Scott, Brad	1976-05-03	181cm	87kg	146 (86-2-58)	39	1998-1999, 2001-2006	21y 329d	30y 122d
65	30	Copeland, Robert	1981-05-26	187cm	85kg	143 (83-2-58)	39	2001-2008	20y	27y 89d
61	15	Michael, Mal	1977-06-24	190cm	100kg	140 (89-1-50)	5	2001-2006	23y 280d	29y 70d
147	12	Martin, Stefan	1986-11-17	199cm	104kg	133 (44-0-89)	23	2013-2020	26y 133d	33y 335d
201	37	Starcevich, Brandon	1999-07-24	188cm	88kg	132 (92-0-40)	8	2018-2025	19y 11d	26y 65d
64	19	Charman, Jamie	1982-07-16	197cm	102kg	129 (74-3-52)	55	2001-2009	18y 287d	26y 275d
113	11	Hanley, Pearce	1988-11-15	185cm	86kg	129 (38-0-91)	58	2008-2016	19y 282d	27y 287d
118	30	Redden, Jack	1990-12-09	190cm	85kg	129 (44-1-84)	52	2009-2015	18y 214d	24y 256d
203	11	McCarthy, Lincoln	1993-10-22	176cm	84kg	127 (84-0-43)	148	2019-2024, 2026	25y 152d	32y 179d
9	27	Keating, Clark	1976-03-19	197cm	100kg	125 (78-1-46)	74	1997-1999, 2001-2006	21y 11d	30y 167d
209	4	Ah Chee, Callum	1997-10-09	182cm	78kg	124 (90-2-32)	75	2020-2025	22y 248d	27y 353d
71	17	Brennan, Jared	1984-07-28	192cm	95kg	119 (55-3-61)	75	2003-2010	18y 263d	26y 31d
83	11	Sherman, Justin	1987-01-26	183cm	89kg	114 (48-3-63)	85	2005-2010	18y 80d	23y 214d
156	28	Taylor, Lewis	1995-02-17	175cm	80kg	112 (26-0-86)	88	2014-2019	19y 33d	24y 111d
78	35	Rischitelli, Michael	1986-01-08	185cm	84kg	111 (49-3-59)	47	2004-2010	18y 198d	24y 232d
105	23	Leuenberger, Matthew	1988-06-07	203cm	103kg	108 (35-1-72)	27	2007-2015	19y 30d	27y 55d
62	13	Pike, Martin	1972-11-14	189cm	92kg	106 (74-1-31)	67	2001-2005	28y 137d	32y 195d
130	8	Bewick, Rohan	1989-10-10	184cm	83kg	103 (31-0-72)	71	2011-2018	21y 167d	28y 186d
202	17	Lyons, Jarryd	1992-07-22	184cm	84kg	102 (69-0-33)	37	2019-2024	26y 244d	31y 273d
149	32	Mayes, Sam	1994-05-20	189cm	88kg	101 (27-0-74)	26	2013-2018	18y 328d	24y 34d
95	32	Stiller, Cheynee	1986-05-03	187cm	84kg	100 (38-3-59)	21	2006-2012	19y 345d	26y 65d
217	3	Daniher, Joe	1994-03-04	200cm	99kg	96 (65-1-30)	204	2021-2024	27y 16d	30y 208d
87	39	Drummond, Josh	1983-04-19	189cm	88kg	94 (43-2-49)	35	2005-2012	22y 25d	29y 128d
108	31	Polkinghorne, James	1989-01-21	184cm	87kg	94 (36-1-57)	53	2008-2014	19y 97d	25y 102d
44	43	McDonald, Beau	1979-11-03	203cm	103kg	91 (58-1-32)	19	1998-2003, 2006-2007	18y 167d	27y 204d
205	43	Answerth, Noah	1999-08-06	182cm	82kg	91 (63-1-27)	3	2019-2020, 2022-2026	19y 264d	26y 256d
226	44	Wilmot, Darcy	2003-12-31	183cm	75kg	89 (61-2-26)	12	2022-2026	18y 244d	22y 109d
228	5	Dunkley, Josh	1997-01-09	190cm	88kg	84 (58-2-24)	15	2023-2026	26y 68d	29y 100d
90	1	Clark, Mitch	1987-10-19	200cm	103kg	82 (31-2-49)	61	2006-2011	18y 164d	23y 305d
127	2	Harwood, Ryan	1991-08-07	184cm	87kg	81 (26-0-55)	6	2010-2017	18y 351d	25y 314d
135	6	Green, Josh	1992-08-24	178cm	77kg	81 (29-0-52)	107	2011-2016	18y 270d	23y 348d
214	40	Payne, Jack	1999-10-15	197cm	101kg	81 (52-2-27)	2	2020-2025	20y 294d	25y 242d
77	26	Macdonald, Joel	1984-10-10	188cm	88kg	80 (45-1-34)	6	2004-2009	19y 233d	24y 323d
10	41	Kennedy, Matthew	1970-02-04	191cm	98kg	75 (35-1-39)	5	1997-2001	27y 54d	31y 230d
79	28	Selwood, Troy	1984-05-01	187cm	85kg	75 (32-2-41)	11	2005-2010	20y 327d	26y 113d
232	28	Fletcher, Jaspa	2004-02-24	183cm	76kg	74 (51-2-21)	22	2023-2026	19y 112d	22y 54d
160	18	Robertson, Nick	1995-06-03	191cm	98kg	73 (13-0-60)	10	2014-2019	18y 313d	24y 103d
180	36	Mathieson, Rhys	1997-01-10	188cm	87kg	72 (34-0-38)	29	2016-2022	19y 133d	25y 249d
216	18	Coleman, Keidean	2000-03-31	183cm	75kg	72 (46-0-26)	16	2020-2026	20y 157d	26y 19d
123	36	Maguire, Matt	1984-05-30	192cm	101kg	71 (28-0-43)	2	2010-2015	25y 301d	30y 323d
37	15	Lawrence, Steven	1976-05-19	177cm	83kg	68 (34-2-32)	42	1997-2000	21y 54d	24y 92d
168	3	Christensen, Allen	1991-05-19	177cm	80kg	68 (19-0-49)	58	2015-2016, 2018-2019	23y 320d	28y 118d
124	29	Raines, Andrew	1986-03-08	183cm	82kg	67 (25-0-42)	14	2010-2014	24y 19d	28y 70d
158	26	Cutler, Tom	1995-02-20	192cm	92kg	66 (18-0-48)	32	2014-2019	19y 51d	24y 80d
2	1	Champion, Richard	1968-04-14	186cm	94kg	64 (30-1-33)	43	1997-2000	28y 350d	32y 72d
227	8	Ashcroft, Will	2004-05-06	182cm	78kg	64 (46-1-17)	28	2023-2026	18y 316d	21y 348d
3	16	Clarke, Matthew	1973-09-18	200cm	100kg	61 (26-1-34)	13	1997-1999	23y 193d	25y 364d
17	7	Molloy, Jarrod	1976-05-12	189cm	99kg	61 (37-1-23)	104	1997-2000	20y 322d	24y 99d
192	29	Witherden, Alex	1998-09-10	188cm	85kg	59 (26-0-33)	5	2017-2020	18y 287d	21y 348d
223	1	Lohmann, Kai	2003-05-06	185cm	77kg	59 (41-2-16)	68	2022-2026	18y 343d	22y 348d
167	9	Beams, Dayne	1990-02-12	187cm	88kg	58 (11-0-47)	49	2015-2018	25y 51d	28y 195d
57	34	Shattock, Aaron	1980-05-02	187cm	87kg	57 (35-1-21)	15	2000-2004	19y 342d	24y 20d
136	41	Golby, Mitch	1991-10-03	184cm	84kg	56 (21-0-35)	6	2011-2015	19y 252d	23y 233d
152	42	Clarke, Justin	1993-11-18	195cm	93kg	56 (17-0-39)	1	2013-2015	19y 161d	21y 291d
151	22	Paparone, Marco	1994-09-03	194cm	88kg	55 (12-0-43)	13	2013-2017	18y 230d	22y 287d
129	17	Beams, Claye	1991-09-01	182cm	85kg	54 (13-0-41)	27	2011-2017	19y 206d	25y 359d
222	32	Fort, Darcy	1993-08-06	204cm	99kg	54 (37-1-16)	16	2022-2026	28y 225d	32y 248d
74	18	Corrie, Anthony	1984-06-22	186cm	80kg	53 (23-0-30)	48	2004-2008	19y 300d	24y 69d
120	18	Banfield, Todd	1990-06-28	183cm	83kg	53 (13-0-40)	57	2010-2012	19y 272d	22y 44d
51	1	Headland, Des	1981-01-21	186cm	91kg	52 (40-0-12)	52	1999-2002	18y 157d	21y 250d
178	14	Walker, Josh	1992-11-12	197cm	100kg	52 (18-0-34)	34	2016-2019	23y 136d	26y 257d
96	29	Roe, Jason	1984-03-13	192cm	87kg	50 (23-1-26)	7	2006-2009	22y 55d	25y 176d
125	14	Staker, Brent	1984-05-23	196cm	98kg	50 (16-0-34)	35	2010-2011, 2013, 2015	25y 308d	31y 63d
233	13	Morris, Logan	2005-05-10	191cm	90kg	50 (36-2-12)	88	2024-2026	18y 361d	20y 344d
106	4	Johnstone, Travis	1980-07-17	184cm	83kg	49 (22-0-27)	24	2008-2010	27y 249d	30y 29d
230	26	McKenna, Conor	1996-03-28	184cm	88kg	49 (36-1-12)	9	2023-2025	26y 355d	29y 120d
92	5	Harding, Scott	1986-06-19	181cm	82kg	48 (26-3-19)	15	2006-2009	19y 286d	23y 78d
93	33	Hooper, Rhan	1988-01-09	177cm	78kg	48 (23-1-24)	49	2006-2009	18y 89d	21y 245d
18	28	Robbins, Ben	1976-12-27	181cm	77kg	47 (22-2-23)	13	1997-2001	20y 93d	24y 206d
24	18	Lambert, Craig	1968-10-05	178cm	84kg	47 (25-1-21)	8	1997-2000	28y 183d	31y 278d
208	2	Robertson, Deven	2001-06-30	182cm	80kg	47 (29-0-18)	10	2020-2025	18y 266d	24y 40d
67	25	McLaren, Dylan	1982-05-08	196cm	98kg	46 (31-0-15)	6	2001-2005	19y 103d	23y 111d
207	24	Adams, Marcus	1993-06-30	192cm	93kg	46 (32-0-14)	1	2019-2022	26y 7d	29y 38d
4	14	Dickfos, Danny	1970-09-30	188cm	94kg	43 (17-2-24)	 	1997-1999	26y 181d	28y 312d
115	3	Sheldon, Sam	1989-03-08	184cm	80kg	43 (19-1-23)	11	2009-2012	20y 55d	23y 51d
175	4	Bastinac, Ryan	1991-06-22	186cm	82kg	43 (11-0-32)	27	2016-2019	24y 279d	27y 288d
63	14	Hadley, Richard	1983-03-29	190cm	90kg	41 (22-2-17)	10	2001, 2003-2004, 2007	18y 16d	24y 156d
196	2	Hodge, Luke	1984-06-15	185cm	92kg	41 (18-0-23)	1	2018-2019	33y 282d	35y 91d
48	31	Heuskes, Adam	1976-03-20	190cm	93kg	39 (24-0-15)	5	1999-2000	23y 7d	24y 131d
211	14	Birchall, Grant	1988-01-28	193cm	89kg	39 (28-0-11)	2	2020-2021	32y 137d	33y 219d
219	20	Prior, Jaxon	2001-06-04	188cm	79kg	39 (28-1-10)	11	2021-2024	19y 295d	23y 67d
28	13	Voss, Brett	1978-02-22	181cm	83kg	35 (19-1-15)	11	1997-2000	19y 64d	22y 179d
14	42	Lynch, Tristan	1973-08-22	188cm	80kg	34 (12-1-21)	7	1997-1998	23y 220d	25y 7d
70	1	Caracella, Blake	1977-03-15	186cm	85kg	34 (23-1-10)	33	2003-2004	26y 14d	27y 194d
85	10	Moody, Matthew	1985-09-23	187cm	85kg	34 (12-1-21)	14	2005-2008	19y 219d	22y 335d
238	10	Ashcroft, Levi	2006-12-18	179cm	75kg	33 (22-1-10)	13	2025-2026	18y 87d	19y 122d
109	12	Hawksley, James	1989-02-05	187cm	84kg	32 (11-1-20)	6	2008-2012	19y 124d	23y 210d
154	4	Aish, James	1995-11-08	183cm	80kg	32 (8-0-24)	8	2014-2015	18y 134d	19y 259d
234	38	Reville, Bruce	2001-02-22	185cm	80kg	31 (25-1-5)	10	2024-2026	23y 73d	25y 56d
179	1	Keays, Ben	1997-02-23	185cm	89kg	30 (6-0-24)	11	2016-2019	19y 68d	22y 141d
52	26	Bolton, Craig	1980-05-31	190cm	87kg	29 (17-0-12)	10	2000-2002	19y 287d	22y 51d
100	46	Begley, Colm	1986-08-31	188cm	83kg	29 (10-2-17)	7	2006-2008	19y 354d	21y 351d
102	2	Proud, Albert	1988-09-06	180cm	83kg	29 (14-0-15)	10	2007-2010	18y 284d	21y 356d
91	4	Fixter, Ben	1981-06-23	180cm	84kg	27 (10-0-17)	3	2006-2007	24y 282d	25y 337d
110	22	Collier, Tom	1989-03-25	192cm	84kg	27 (8-0-19)	4	2008-2011	19y 88d	22y 85d
144	26	Yeo, Elliot	1993-10-01	190cm	89kg	27 (11-0-16)	1	2012-2013	18y 239d	19y 334d
155	33	Close, Michael	1994-07-30	197cm	98kg	27 (7-0-20)	24	2014-2017	19y 235d	23y 27d
177	23	Schache, Josh	1997-08-21	199cm	94kg	27 (3-0-24)	25	2016-2017	18y 219d	19y 349d
43	24	Picken, Marcus	1979-10-09	186cm	86kg	25 (10-0-15)	9	1998-2001	18y 186d	21y 229d
117	44	Cornelius, Aaron	1990-05-29	192cm	88kg	25 (6-0-19)	35	2009-2013	18y 360d	22y 341d
19	38	Scott, Dion	1970-04-01	190cm	105kg	24 (7-1-16)	22	1997-1999	26y 363d	29y 9d
22	34	Bamford, Scott	1974-06-23	183cm	68kg	24 (6-2-16)	17	1997-1998	22y 287d	24y 67d
138	40	McKeever, Niall	1989-02-16	196cm	95kg	22 (7-0-15)	2	2011-2013	22y 129d	24y 119d
187	43	Barrett, Jake	1995-11-08	184cm	83kg	22 (8-0-14)	19	2017-2018	21y 137d	22y 262d
5	6	Fletcher, Adrian	1969-10-10	178cm	84kg	21 (8-1-12)	4	1997	27y 171d	27y 332d
137	28	Karnezis, Patrick	1992-04-23	191cm	88kg	21 (3-0-18)	24	2011-2013	19y 56d	21y 38d
148	3	Moloney, Brent	1984-01-28	181cm	88kg	21 (5-0-16)	9	2013-2014	29y 61d	30y 79d
176	7	Bell, Tom	1991-06-13	188cm	102kg	21 (2-0-19)	20	2016-2018	24y 288d	26y 284d
210	13	Berry, Tom	2001-05-01	185cm	76kg	20 (15-0-5)	3	2020-2022	19y 43d	21y 53d
23	25	Bews, Andrew	1964-07-19	175cm	79kg	19 (9-0-10)	 	1997-1998	32y 261d	34y 41d
41	21	OBree, Shane	1979-03-15	182cm	81kg	19 (9-0-10)	3	1998-1999	19y 20d	20y 186d
215	21	Fullarton, Tom	1999-02-23	199cm	92kg	19 (9-0-10)	6	2020-2022	21y 182d	23y 198d
121	33	Buchanan, Amon	1982-10-10	179cm	83kg	18 (3-0-15)	9	2010-2012	27y 168d	29y 328d
140	22	Hudson, Ben	1979-02-24	196cm	105kg	18 (9-0-9)	3	2012	33y 36d	33y 191d
142	47	Crisp, Jack	1993-10-02	190cm	90kg	18 (7-0-11)	10	2012-2014	18y 202d	20y 332d
146	19	Lisle, Jordan	1990-07-12	196cm	95kg	18 (6-0-12)	15	2012-2014	22y 23d	23y 309d
172	24	Dawson, Liam	1996-01-23	188cm	84kg	18 (4-0-14)	6	2015-2017	19y 121d	21y 89d
38	17	Bartlett, Trent	1976-11-26	189cm	95kg	17 (5-1-11)	7	1998-1999	21y 122d	22y 171d
122	5	Fevola, Brendan	1981-01-20	191cm	100kg	17 (5-0-12)	48	2010	29y 66d	29y 192d
126	34	OBrien, Jesse	1991-02-13	184cm	71kg	17 (4-0-13)	4	2010-2013	19y 138d	22y 178d
229	19	Gunston, Jack	1991-10-16	193cm	87kg	17 (11-0-6)	22	2023	31y 153d	31y 300d
84	31	Wood, Cameron	1987-03-04	204cm	107kg	16 (3-0-13)	 	2005-2007	18y 51d	20y 181d
94	25	Mills, Wayde	1987-08-29	196cm	88kg	16 (8-1-7)	3	2006-2008	18y 222d	20y 227d
133	4	Polec, Jared	1992-10-12	187cm	84kg	16 (7-0-9)	9	2011-2013	18y 180d	20y 183d
157	13	West, Trent	1987-10-17	199cm	103kg	16 (3-0-13)	5	2014-2016	26y 156d	28y 238d
185	44	Smith, Archie	1995-07-19	201cm	102kg	16 (9-0-7)	4	2016-2017, 2019-2020	21y 11d	25y 56d
218	22	Sharp, Harry	2002-12-17	183cm	69kg	16 (10-1-5)	4	2021-2024	18y 93d	21y 251d
35	9	Boyd, Brad	1971-08-10	186cm	86kg	15 (7-0-8)	8	1997-1999	25y 288d	27y 279d
107	14	Henderson, Lachie	1989-12-14	196cm	98kg	15 (8-0-7)	3	2008-2009	18y 105d	19y 258d
111	34	Dalziell, Bradd	1987-03-15	184cm	82kg	15 (6-0-9)	4	2008-2009	21y 126d	22y 139d
116	37	Austin, Matt	1989-03-30	187cm	75kg	15 (8-0-7)	2	2009-2011	20y 47d	22y 74d
221	12	Cockatoo, Nakia	1996-10-23	186cm	90kg	15 (9-0-6)	7	2021-2022	24y 274d	25y 281d
165	34	Freeman, Jonathan	1994-04-27	198cm	96kg	14 (3-0-11)	16	2014-2016	20y 105d	22y 38d
224	29	Tunstill, James	2003-07-18	187cm	75kg	14 (6-0-8)	2	2022-2026	18y 340d	22y 258d
58	21	Cupido, Damian	1982-03-11	184cm	90kg	13 (7-0-6)	16	2000-2001	18y 71d	19y 63d
59	45	Knobel, Trent	1980-05-23	204cm	106kg	13 (9-0-4)	 	2000-2001	20y 17d	20y 361d
150	1	Docherty, Sam	1993-10-17	187cm	87kg	13 (6-0-7)	1	2013	19y 186d	19y 312d
163	47	OBrien, Zac	1990-10-27	183cm	78kg	13 (4-0-9)	1	2014-2015	23y 216d	24y 313d
191	20	Cox, Cedric	1997-08-19	181cm	79kg	13 (3-0-10)	3	2017-2019	19y 240d	22y 6d
220	42	Madden, James	1999-11-15	186cm	85kg	13 (8-0-5)	1	2021-2023	21y 167d	23y 235d
239	14	Day, Sam	1992-09-06	197cm	104kg	13 (10-0-3)	3	2025	32y 198d	32y 364d
36	35	Trask, Nick	1978-02-06	175cm	76kg	12 (4-0-8)	3	1997-1998	19y 115d	20y 170d
183	40	Hammelmann, Matthew	1996-03-08	197cm	88kg	12 (2-0-10)	2	2016-2017	20y 109d	21y 122d
231	41	Joyce, Darragh	1997-04-23	195cm	90kg	12 (9-0-3)	 	2023-2024, 2026	25y 335d	28y 344d
242	22	Gallop, Ty	2006-02-09	194cm	92kg	12 (7-0-5)	4	2025-2026	19y 117d	20y 69d
6	8	Gowers, Andrew	1969-04-11	191cm	85kg	11 (3-1-7)	2	1997-1999	27y 353d	30y 97d
27	5	Chapman, Nathan	1975-05-07	189cm	83kg	11 (3-1-7)	1	1997	21y 348d	22y 123d
134	37	Retzlaff, Bryce	1991-06-29	195cm	95kg	11 (3-0-8)	6	2011	19y 312d	20y 66d
241	20	Marshall, Sam	2006-01-19	185cm	82kg	11 (7-0-4)	1	2025	19y 88d	19y 251d
54	17	Martin, Michael	1977-02-25	182cm	86kg	10 (4-0-6)	 	2000	23y 23d	23y 92d
159	39	Paine, Jackson	1993-06-21	192cm	95kg	10 (1-0-9)	3	2014, 2016	20y 295d	23y 61d
193	37	Allison, Jacob	1998-04-16	193cm	82kg	10 (2-0-8)	2	2017-2019	19y 105d	21y 67d
45	19	Hilton, Rory	1979-04-15	186cm	92kg	9 (3-0-6)	3	1998	19y 16d	19y 102d
49	48	Calthorpe, David	1973-08-17	179cm	92kg	9 (6-0-3)	2	1999	25y 236d	25y 327d
141	5	Longer, Billy	1993-05-12	202cm	105kg	9 (2-0-7)	 	2012-2013	18y 338d	20y 19d
212	28	Ellis-Yolmen, Cam	1993-01-28	190cm	97kg	9 (7-0-2)	3	2020	27y 144d	27y 263d
235	34	Brain, Shadeau	2004-02-13	183cm	80kg	9 (6-1-2)	 	2024	20y 89d	20y 186d
29	26	Barker, John	1975-02-19	194cm	93kg	8 (1-1-6)	1	1997	22y 73d	22y 185d
98	41	Pask, Martin	1985-01-02	191cm	97kg	8 (2-0-6)	4	2006	21y 159d	21y 243d
181	16	Jansen, Jarrad	1995-05-02	192cm	94kg	8 (1-0-7)	4	2016-2017	21y 33d	22y 89d
15	7	McIvor, Scott	1966-08-09	191cm	87kg	7 (2-0-5)	4	1997	30y 233d	30y 364d
50	25	McKinnon, Martin	1975-07-05	189cm	94kg	7 (4-0-3)	5	1999-2000	23y 300d	25y 4d
162	1	McGuane, Luke	1987-02-12	192cm	90kg	7 (2-0-5)	7	2014-2015	27y 64d	28y 198d
174	46	Evans, Billy	1996-10-19	187cm	87kg	7 (2-0-5)	1	2015-2016	18y 293d	19y 216d
60	38	Clarke, Nathan	1979-10-27	186cm	80kg	6 (3-0-3)	4	2000-2001	20y 256d	21y 176d
166	45	Bourke, Jordon	1994-11-11	193cm	88kg	6 (0-0-6)	2	2014-2015	19y 292d	20y 243d
173	48	Beasley, Hugh	1995-11-12	190cm	86kg	6 (0-0-6)	 	2015	19y 207d	19y 290d
200	41	Eagles, Matt	1990-02-09	200cm	99kg	6 (3-0-3)	1	2018, 2020	28y 86d	30y 188d
237	25	Smith, Henry	2002-09-24	206cm	82kg	6 (4-0-2)	4	2024-2025	21y 301d	22y 319d
240	28	McLachlan, Will	2005-04-13	185cm	80kg	6 (5-0-1)	3	2025	19y 344d	20y 118d
245	4	Allen, Oscar	1999-03-19	196cm	92kg	6 (3-0-3)	11	2026	26y 353d	27y 31d
31	37	Carter, Nick	1978-04-28	179cm	86kg	5 (0-0-5)	1	1997-1998	19y 13d	20y 95d
32	40	Clayton, Shane	1978-10-24	186cm	87kg	5 (1-0-4)	 	1997-1998	18y 199d	19y 275d
68	35	Morrison, Shane	1981-01-10	193cm	90kg	5 (4-1-0)	 	2002-2003	21y 114d	22y 127d
82	34	Attard, Jayden	1986-02-27	187cm	83kg	5 (1-0-4)	1	2005-2006	19y 48d	20y 69d
99	42	Allan, Marcus	1986-05-23	180cm	75kg	5 (2-0-3)	1	2006-2007	20y 81d	21y 17d
248	2	Draper, Sam	1998-09-28	203cm	107kg	5 (3-0-2)	3	2026	27y 167d	27y 203d
72	31	Weller, Luke	1982-01-13	190cm	93kg	4 (1-0-3)	1	2003	21y 153d	21y 194d
53	30	Carey, Stefan	1976-01-25	197cm	104kg	3 (1-0-2)	1	2000	24y 48d	24y 60d
76	37	Pratt, Daniel	1983-03-21	186cm	88kg	3 (1-0-2)	1	2004	21y 62d	21y 90d
80	4	Logan, Tom	1985-07-02	183cm	83kg	3 (0-0-3)	 	2005	19y 274d	20y 28d
86	24	Spaanderman, Llane	1986-02-10	198cm	99kg	3 (1-0-2)	1	2005	19y 79d	19y 191d
104	40	Hamill, Will	1986-07-26	189cm	74kg	3 (3-0-0)	1	2007	20y 346d	20y 361d
132	46	McCauley, Broc	1986-12-20	202cm	98kg	3 (0-0-3)	 	2011	24y 104d	24y 131d
145	48	Wrigley, Stephen	1987-04-18	187cm	83kg	3 (0-0-3)	 	2012	25y 102d	25y 115d
153	46	Michael, Sam	1993-07-05	199cm	98kg	3 (0-0-3)	 	2013	19y 324d	20y 57d
169	29	McGrath, Jaden	1996-06-15	180cm	73kg	3 (0-0-3)	 	2015	18y 293d	18y 307d
184	47	William, Reuben	1997-12-31	189cm	87kg	3 (1-0-2)	 	2016	18y 191d	18y 206d
194	21	Skinner, Sam	1997-06-29	197cm	94kg	3 (1-0-2)	3	2017, 2020	20y 31d	23y 36d
206	22	Hinge, Mitch	1998-06-26	190cm	84kg	3 (2-0-1)	1	2019-2020	20y 326d	22y 79d
213	38	Ballenden, Connor	1999-03-29	200cm	101kg	3 (2-0-1)	1	2020-2021	21y 124d	22y 3d
246	21	Zakostelsky, Zane	2005-12-14	196cm	 	3 (0-0-3)	1	2026	20y 83d	20y 126d
33	21	Green, Brent	1976-03-29	197cm	94kg	2 (0-1-1)	 	1997	21y 43d	21y 140d
55	29	Rusca, Shannon	1980-08-20	182cm	82kg	2 (0-0-2)	 	2000	19y 218d	19y 226d
73	7	Gram, Jason	1984-04-27	186cm	88kg	2 (1-0-1)	 	2003	19y 62d	19y 69d
89	46	Baird, Travis	1986-07-25	193cm	83kg	2 (1-0-1)	1	2005	19y 13d	19y 20d
101	13	Schmidt, Chris	1989-03-20	189cm	85kg	2 (0-1-1)	 	2007	18y 74d	18y 81d
112	41	Clouston, Scott	1987-02-02	193cm	91kg	2 (0-0-2)	1	2008	21y 182d	21y 210d
186	19	Clayton, Josh	1996-01-17	190cm	80kg	2 (0-0-2)	 	2016	20y 217d	20y 224d
188	45	Frost, Jack	1992-02-25	195cm	90kg	2 (0-0-2)	 	2017	25y 35d	25y 43d
16	19	McLean, Michael	1965-03-03	180cm	84kg	1 (0-0-1)	 	1997	32y 27d	32y 27d
47	30	Wirth, Derek	1978-11-29	193cm	94kg	1 (0-0-1)	2	1998	19y 245d	19y 245d
69	37	Bradshaw, Darren	1980-11-05	185cm	90kg	1 (1-0-0)	 	2002	21y 250d	21y 250d
