Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
4	35	Jameson, Rod	1970-06-30	185cm	87kg	153 (78-1-74)	113	1991-1999	20y 265d	29y 60d
106	16	McGregor, Ken	1981-01-29	195cm	97kg	152 (84-0-68)	114	1999-2008	18y 156d	27y 130d
112	12	Shirley, Robert	1980-06-09	185cm	85kg	151 (86-0-65)	28	2000-2009	19y 290d	29y 95d
188	4	Jenkins, Josh	1989-02-08	200cm	108kg	147 (85-1-61)	296	2012-2019	23y 94d	30y 169d
209	43	OBrien, Reilly	1995-08-20	202cm	101kg	147 (65-1-81)	17	2016, 2019-2026	20y 352d	30y 226d
230	2	Keays, Ben	1997-02-23	185cm	89kg	137 (58-1-78)	123	2020-2026	23y 111d	29y 54d
35	52	Rehn, Shaun	1971-08-17	203cm	106kg	134 (72-1-61)	55	1991-1998, 2000	19y 338d	28y 355d
113	35	Biglands, Rhett	1977-09-04	200cm	103kg	134 (81-0-53)	59	2000-2006	22y 217d	29y 19d
196	18	Betts, Eddie	1986-11-26	174cm	74kg	132 (78-0-54)	310	2014-2019	27y 114d	32y 272d
46	15	Pittman, David	1969-02-23	201cm	103kg	131 (64-1-66)	34	1992-1999	23y 147d	30y 173d
50	10	Robran, Matthew	1971-03-19	194cm	98kg	130 (69-0-61)	110	1993, 1995-2001	22y 37d	30y 173d
147	40	Porplyzia, Jason	1984-11-27	177cm	80kg	130 (75-0-55)	181	2006-2014	21y 153d	29y 226d
110	17	Welsh, Scott	1978-12-07	188cm	89kg	129 (70-0-59)	270	2000-2007	21y 95d	28y 275d
146	17	Vince, Bernie	1985-10-02	186cm	86kg	129 (68-0-61)	80	2006-2013	20y 183d	27y 333d
207	30	Milera, Wayne	1997-09-14	184cm	81kg	129 (70-1-58)	31	2016-2020, 2022-2026	18y 194d	28y 216d
217	32	Fogarty, Darcy	1999-09-25	193cm	94kg	129 (55-1-73)	203	2018-2026	18y 179d	26y 182d
71	3	Jarman, Darren	1967-01-28	186cm	92kg	121 (64-0-57)	264	1996-2001	29y 63d	34y 223d
219	4	Murphy, Lachlan	1998-12-04	176cm	76kg	120 (49-0-71)	75	2018-2025	19y 109d	26y 255d
138	27	Stevens, Scott	1982-01-15	194cm	88kg	119 (66-0-53)	71	2004, 2006-2011	22y 79d	29y 84d
41	6	Modra, Tony	1969-03-01	188cm	95kg	118 (55-1-62)	440	1992-1998	23y 41d	29y 188d
108	4	Clarke, Matthew	1973-09-18	200cm	100kg	118 (61-0-57)	19	2000-2006	26y 175d	33y 5d
12	10	McDermott, Chris	1963-11-04	182cm	92kg	117 (56-1-60)	25	1991-1996	27y 138d	32y 301d
30	27	Liptak, Matthew	1970-04-30	178cm	79kg	116 (57-1-58)	128	1991-1999	21y 17d	29y 121d
94	22	Perrie, Ian	1979-04-09	194cm	102kg	116 (66-0-50)	129	1998-2007	19y 72d	28y 125d
13	11	McGuinness, Tony	1964-05-06	176cm	76kg	113 (52-1-60)	79	1991-1996	26y 320d	32y 117d
141	44	Bock, Nathan	1983-03-20	193cm	93kg	113 (60-0-53)	57	2004-2010	21y 34d	27y 148d
195	15	Hartigan, Kyle	1991-11-07	194cm	98kg	113 (65-0-48)	1	2013-2020	21y 262d	28y 317d
5	2	Jarman, Andrew	1966-01-14	177cm	91kg	110 (51-1-58)	92	1991-1996	25y 67d	30y 230d
202	8	Kelly, Jake	1995-01-21	190cm	89kg	110 (50-1-59)	1	2015, 2017-2021	20y 87d	26y 206d
160	22	Otten, Andy	1989-05-15	194cm	92kg	109 (61-1-47)	38	2008-2009, 2011-2014, 2017-2019	19y 30d	30y 88d
19	12	Tregenza, Simon	1971-03-09	182cm	86kg	106 (55-1-50)	16	1991-1998	20y 13d	27y 137d
104	20	Stenglein, Tyson	1980-07-16	189cm	88kg	106 (56-0-50)	26	1999-2004	18y 304d	24y 44d
74	28	Johnson, Kane	1978-03-15	187cm	85kg	104 (55-0-49)	44	1996-2002	18y 113d	24y 190d
157	4	Tippett, Kurt	1987-05-08	202cm	105kg	104 (53-0-51)	188	2008-2012	20y 320d	25y 137d
89	19	Stevens, Mark	1975-10-25	194cm	95kg	101 (54-0-47)	103	1998-2005	22y 154d	29y 160d
205	21	Atkins, Rory	1994-07-12	186cm	85kg	101 (62-1-38)	47	2015-2020	21y 7d	26y 20d
224	1	Jones, Chayce	2000-01-14	180cm	77kg	100 (34-1-65)	23	2019-2026	19y 68d	26y 79d
129	39	Mattner, Martin	1982-08-06	189cm	86kg	98 (60-0-38)	14	2002-2007	19y 335d	25y 25d
64	14	Connell, Matthew	1972-08-03	181cm	76kg	96 (40-0-56)	28	1995-2000	22y 240d	28y 3d
75	30	Vardy, Peter	1976-01-26	181cm	83kg	96 (48-0-48)	150	1996-2001	20y 162d	25y 225d
145	21	Knights, Chris	1986-09-25	184cm	84kg	96 (52-0-44)	68	2005-2012	18y 288d	25y 328d
250	12	Dawson, Jordan	1997-04-09	192cm	86kg	96 (47-1-48)	48	2022-2026	24y 345d	29y
72	5	Koster, Kym	1973-02-01	182cm	79kg	95 (52-0-43)	31	1996-2000	23y 59d	27y 187d
192	2	Crouch, Brad	1994-01-14	186cm	85kg	95 (48-0-47)	34	2013-2014, 2016-2017, 2019-2020	19y 82d	26y 249d
179	11	Wright, Matthew	1989-12-14	178cm	75kg	94 (49-0-45)	63	2011-2015	21y 123d	25y 230d
173	45	Henderson, Ricky	1988-09-11	188cm	89kg	90 (46-0-44)	43	2010-2016	21y 224d	27y 350d
252	14	Soligo, Jake	2003-01-25	180cm	80kg	90 (44-1-45)	39	2022-2026	19y 54d	23y 74d
238	41	Butts, Jordon	1999-12-31	198cm	83kg	89 (40-1-48)	1	2020-2026	20y 236d	26y 108d
128	3	Massie, Kris	1980-05-30	189cm	87kg	88 (50-0-38)	11	2002-2008	21y 332d	28y 99d
240	20	Hinge, Mitch	1998-06-26	190cm	84kg	87 (42-1-44)	7	2021-2026	22y 267d	27y 287d
7	13	Lee, Scott	1963-06-05	178cm	86kg	86 (43-1-42)	18	1991-1995	27y 290d	32y 55d
244	7	Thilthorpe, Riley	2002-07-07	200cm	99kg	84 (40-0-44)	130	2021-2026	18y 292d	23y 285d
208	11	Seedsman, Paul	1992-01-22	190cm	87kg	83 (36-1-46)	49	2016-2021	24y 64d	29y 212d
69	44	Caven, Peter	1970-05-16	190cm	85kg	82 (42-0-40)	34	1996-2000	25y 320d	30y 82d
216	39	Doedee, Tom	1997-03-01	188cm	88kg	82 (30-0-52)	3	2018-2023	21y 22d	26y 94d
239	3	Berry, Sam	2002-02-12	181cm	81kg	82 (38-0-44)	19	2021-2026	19y 36d	24y 65d
11	18	Maynard, Rodney	1966-09-21	188cm	80kg	81 (36-1-44)	24	1991-1995	24y 182d	28y 346d
120	10	Bode, Matthew	1979-06-29	178cm	76kg	79 (48-0-31)	71	2001-2007	21y 282d	27y 283d
237	38	Sholl, Lachlan	2000-03-07	185cm	77kg	79 (30-1-48)	26	2020-2025	20y 151d	25y 34d
132	15	Torney, Jason	1977-06-16	187cm	84kg	77 (46-0-31)	18	2003-2007	25y 287d	30y 84d
148	20	Maric, Ivan	1986-01-04	200cm	102kg	77 (43-0-34)	28	2006-2011	20y 122d	25y 222d
78	11	James, Brett	1972-12-15	176cm	77kg	76 (40-0-36)	26	1997-2000	24y 105d	27y 235d
164	23	Petrenko, Jared	1989-12-22	178cm	82kg	76 (35-0-41)	50	2009-2014	19y 96d	24y 132d
251	8	Rachele, Josh	2003-04-11	180cm	78kg	76 (35-1-40)	107	2022-2026	18y 343d	23y 7d
174	10	Jaensch, Matthew	1989-09-18	180cm	82kg	74 (36-0-38)	25	2010-2015	20y 225d	25y 240d
199	23	Cameron, Charlie	1994-07-05	181cm	74kg	73 (47-1-25)	87	2014-2017	19y 314d	23y 87d
242	28	Murray, Nick	2000-12-18	195cm	97kg	73 (30-0-43)	2	2021-2026	20y 99d	25y 121d
255	16	Michalanney, Max	2004-02-26	190cm	80kg	72 (36-1-35)	4	2023-2026	19y 21d	22y 51d
133	37	Hentschel, Trent	1982-12-25	193cm	91kg	71 (43-0-28)	94	2003-2006, 2009-2010	20y 109d	27y 107d
231	25	McHenry, Ned	2000-07-13	179cm	70kg	70 (25-1-44)	32	2020-2024	19y 336d	23y 329d
31	21	Brown, David	1969-09-29	172cm	75kg	69 (31-1-37)	55	1991-1996	21y 253d	26y 303d
34	33	Weidemann, Wayne	1966-10-21	182cm	93kg	68 (31-1-36)	26	1991-1996	24y 258d	29y 301d
236	26	Schoenberg, Harry	2001-02-21	180cm	78kg	62 (22-0-40)	22	2020-2025	19y 166d	24y 176d
256	23	Rankine, Izak	2000-04-23	179cm	76kg	62 (33-1-28)	101	2023-2026	22y 330d	25y 360d
246	24	Worrell, Josh	2001-04-11	195cm	74kg	61 (35-1-25)	 	2021-2026	20y 62d	25y 7d
156	15	Symes, Brad	1985-03-07	186cm	84kg	60 (31-0-29)	6	2008-2012	23y 16d	27y 143d
48	1	Anderson, Greg	1966-05-14	188cm	92kg	59 (27-1-31)	19	1993-1996	26y 318d	30y 75d
68	18	Bond, Troy	1973-07-14	179cm	76kg	58 (29-0-29)	51	1996-1999	22y 261d	26y 46d
203	6	Lever, Jake	1996-03-05	195cm	91kg	56 (38-0-18)	3	2015-2017	19y 65d	21y 209d
139	13	Hudson, Ben	1979-02-24	196cm	105kg	55 (32-0-23)	6	2004-2005, 2007	25y 47d	28y 196d
187	31	Lyons, Jarryd	1992-07-22	184cm	84kg	55 (34-0-21)	32	2012-2016	19y 282d	24y 57d
204	3	Knight, Riley	1995-03-27	181cm	80kg	55 (36-1-18)	37	2015-2020	20y 106d	25y 127d
70	13	Ellen, Shane	1973-01-01	188cm	82kg	54 (23-0-31)	15	1996-2000	23y 90d	27y 91d
117	40	Ladhams, Chris	1980-10-21	179cm	78kg	54 (29-0-25)	37	2001-2004	20y 162d	23y 313d
213	1	Greenwood, Hugh	1992-03-06	191cm	92kg	51 (30-1-20)	36	2017-2019	25y 75d	27y 172d
258	48	Keane, Mark	2000-03-17	194cm	92kg	51 (29-1-21)	 	2023-2025	23y 134d	25y 179d
56	19	Chalmers, Brett	1973-04-23	195cm	94kg	50 (20-1-29)	8	1994-1997	20y 359d	24y 130d
223	34	Himmelberg, Elliott	1998-06-04	198cm	96kg	50 (19-1-30)	49	2018-2024	20y 82d	26y 54d
233	23	McAdam, Shane	1995-05-28	181cm	78kg	50 (18-0-32)	72	2020-2023	25y 31d	28y 83d
32	4	Tasker, Sean	1968-06-18	188cm	90kg	48 (20-0-28)	17	1991-1996	23y 11d	28y 74d
95	31	Marsh, Ben	1976-07-09	201cm	102kg	48 (25-0-23)	17	1998-2003	21y 354d	26y 333d
206	41	McGovern, Mitch	1994-10-11	191cm	93kg	48 (34-1-13)	67	2016-2018	21y 167d	23y 318d
232	17	Hamill, Will	2000-11-17	186cm	71kg	45 (13-0-32)	1	2020-2022, 2024	19y 217d	23y 225d
90	29	Thiessen, James	1974-02-10	180cm	80kg	44 (21-0-23)	21	1998-2000	24y 46d	26y 170d
109	1	Crowell, Andrew	1977-08-15	189cm	89kg	44 (22-0-22)	15	2000-2003	22y 209d	25y 283d
119	14	Skipworth, Hayden	1983-02-25	177cm	75kg	44 (25-0-19)	22	2001, 2003-2006	18y 35d	23y 175d
201	25	Cheney, Kyle	1989-08-25	187cm	90kg	44 (28-0-16)	 	2015-2016, 2018	25y 223d	28y 359d
247	10	Pedlar, Luke	2002-05-17	183cm	80kg	44 (19-0-25)	41	2021-2026	19y 47d	23y 336d
84	21	Ormond-Allen, Trent	1976-06-11	180cm	82kg	42 (22-0-20)	2	1997-1999	20y 298d	23y 79d
91	33	Eccles, Andrew	1979-06-01	187cm	84kg	41 (22-0-19)	22	1998-2001	18y 308d	22y 99d
150	6	Griffin, Jonathon	1986-01-14	201cm	104kg	41 (21-0-20)	7	2007-2010	21y 77d	24y 206d
2	3	Hart, Darel	1964-01-03	178cm	80kg	39 (20-0-19)	38	1991-1992	27y 78d	28y 239d
200	28	Ellis-Yolmen, Cam	1993-01-28	190cm	97kg	39 (21-0-18)	15	2014-2016, 2018-2019	21y 131d	26y 136d
22	17	Hodges, Scott	1968-04-26	188cm	92kg	38 (19-0-19)	100	1991-1993, 1996	22y 339d	28y 65d
101	25	Beinke, Bryan	1975-08-05	185cm	88kg	38 (22-0-16)	42	1999-2002	23y 241d	27y 47d
123	21	Gallagher, James	1979-11-17	176cm	70kg	38 (17-0-21)	11	2001-2004	21y 210d	24y 264d
167	36	Martin, Brodie	1988-11-06	180cm	82kg	38 (19-0-19)	14	2009-2015	20y 255d	26y 261d
28	25	Mickan, Mark	1961-01-30	196cm	102kg	37 (17-0-20)	12	1991-1993	30y 73d	32y 112d
39	29	Ingerson, Anthony	1969-10-13	193cm	97kg	37 (16-0-21)	25	1992-1995	22y 161d	25y 304d
65	8	McCartney, Jason	1974-03-14	191cm	95kg	37 (14-0-23)	20	1995-1997	21y 17d	23y 50d
218	6	Gibbs, Bryce	1989-03-15	188cm	84kg	37 (18-0-19)	15	2018-2020	29y 8d	31y 182d
241	31	Rowe, James	1999-09-17	173cm	73kg	36 (11-0-25)	27	2021-2022	21y 184d	22y 337d
248	15	Cook, Brayden	2002-07-18	189cm	80kg	36 (17-1-18)	18	2021-2026	19y 20d	23y 274d
58	44	Wellman, Sean	1974-09-20	193cm	90kg	34 (13-1-20)	9	1994-1995	19y 222d	20y 339d
166	35	McKernan, Shaun	1990-09-01	196cm	100kg	34 (12-0-22)	21	2009, 2011-2014	18y 306d	23y 209d
257	27	Nankervis, Luke	2003-05-25	191cm	85kg	34 (15-1-18)	1	2023-2026	20y 59d	22y 328d
52	49	Viska, Mark	1971-04-29	178cm	85kg	33 (15-0-18)	1	1993-1997	22y 31d	25y 349d
140	30	Jericho, Luke	1984-10-18	190cm	86kg	33 (18-0-15)	31	2004-2005, 2007-2008	19y 182d	23y 276d
181	37	Callinan, Ian	1982-12-20	171cm	70kg	32 (20-0-12)	49	2011-2013	28y 188d	30y 254d
261	6	Curtin, Daniel	2005-03-08	197cm	95kg	32 (20-1-11)	14	2024-2025	19y 55d	20y 188d
63	16	Pesch, Nick	1974-06-25	173cm	80kg	31 (14-0-17)	15	1994-1996	20y 22d	22y 33d
267	28	Neal-Bullen, Alex	1996-01-09	182cm	80kg	31 (21-0-10)	22	2025-2026	29y 66d	30y 99d
215	42	Keath, Alex	1992-01-20	197cm	93kg	30 (16-1-13)	1	2017-2019	25y 182d	27y 217d
263	19	Taylor, Zac	2003-01-31	180cm	74kg	30 (18-0-12)	12	2024-2026	21y 150d	23y 77d
26	3	Rowe, Stephen	1965-11-03	178cm	87kg	29 (16-0-13)	24	1991-1993, 1995	25y 155d	29y 233d
265	44	Cumming, Isaac	1998-08-11	184cm	83kg	29 (20-0-9)	11	2025-2026	26y 217d	27y 250d
268	25	Peatling, James	2000-08-21	182cm	73kg	29 (20-0-9)	14	2025-2026	24y 207d	25y 240d
131	2	Carey, Wayne	1971-05-27	192cm	97kg	28 (12-0-16)	56	2003-2004	31y 307d	33y 16d
234	36	McPherson, Andrew	1999-06-20	186cm	79kg	28 (8-0-20)	 	2020-2022	21y 21d	22y 273d
185	17	Kerridge, Sam	1993-04-26	188cm	86kg	27 (13-0-14)	23	2012-2015	18y 355d	22y 27d
212	7	Gallucci, Jordan	1998-05-04	182cm	78kg	27 (17-0-10)	19	2017-2019	19y 16d	21y 63d
6	20	Klug, John	1965-09-28	188cm	98kg	26 (11-0-15)	34	1991-1992	25y 175d	26y 259d
10	16	Marshall, David	1960-06-30	177cm	77kg	26 (11-0-15)	14	1991-1992	30y 265d	32y 19d
99	38	Gallagher, David	1980-08-05	183cm	84kg	26 (11-0-15)	2	1999-2001	18y 234d	20y 336d
43	40	Schwerdt, Stephen	1968-05-28	178cm	81kg	25 (10-1-14)	4	1992-1994	23y 327d	26y 64d
62	28	McKinnon, Martin	1975-07-05	189cm	94kg	25 (10-0-15)	7	1994-1995	19y 5d	20y 39d
135	28	Begley, James	1980-07-22	189cm	84kg	25 (11-0-14)	3	2003-2005	22y 299d	24y 288d
1	30	Fielke, Grantley	1962-03-18	178cm	78kg	24 (11-0-13)	6	1991-1992	29y 4d	30y 45d
61	31	Kluzek, Matthew	1973-04-03	187cm	88kg	24 (8-0-16)	15	1994-1996	21y 91d	23y 129d
86	24	Sampson, Clay	1976-02-24	178cm	78kg	24 (15-0-9)	16	1997-1998	21y 152d	22y 158d
107	6	Byrne, James	1978-04-23	183cm	84kg	24 (13-0-11)	4	2000-2001	21y 323d	23y 131d
186	34	Shaw, Sam	1991-04-05	193cm	90kg	24 (16-0-8)	 	2012-2015	21y 16d	24y 139d
80	42	Rintoul, Chad	1974-07-31	180cm	86kg	23 (13-0-10)	16	1997-1998	22y 242d	24y 50d
47	45	Rouvray, Paul	1972-04-18	189cm	93kg	21 (12-0-9)	2	1992-1994	20y 98d	22y 62d
159	29	Sellar, James	1989-03-24	196cm	98kg	21 (11-0-10)	3	2008-2011	19y 40d	22y 79d
197	1	Podsiadly, James	1981-09-10	193cm	100kg	21 (10-0-11)	26	2014	32y 191d	32y 355d
227	22	Frampton, Billy	1996-11-20	200cm	90kg	21 (9-0-12)	8	2020-2022	23y 122d	25y 169d
42	39	Ross, Jonathon	1973-11-03	193cm	101kg	20 (11-0-9)	4	1992-1994, 1996	18y 168d	22y 204d
134	5	Burns, Ronnie	1973-03-13	183cm	86kg	20 (11-0-9)	23	2003-2004	30y 38d	31y 50d
178	28	Thompson, Luke	1991-02-08	194cm	88kg	20 (6-0-14)	2	2011-2012, 2014	20y 67d	23y 196d
194	38	Grigg, Mitch	1993-01-02	182cm	81kg	20 (11-0-9)	15	2013-2015	20y 200d	22y 155d
8	9	Lindner, Bruce	1961-06-20	185cm	87kg	19 (15-0-4)	27	1991-1992	29y 275d	31y 70d
161	2	Moran, Brad	1986-09-29	199cm	99kg	18 (10-0-8)	8	2008-2009, 2011	21y 295d	24y 296d
171	46	Schmidt, Chris	1989-03-20	189cm	85kg	18 (5-0-13)	2	2010-2011	21y 22d	22y 98d
172	16	Davis, Phil	1990-08-30	197cm	96kg	18 (11-0-7)	1	2010-2011	19y 230d	20y 243d
259	35	Borlase, James	2002-07-18	192cm	101kg	18 (6-0-12)	1	2023-2026	21y 18d	23y 265d
55	9	Hall, Tony	1964-09-16	183cm	88kg	17 (7-1-9)	30	1994-1995	29y 192d	30y 331d
153	1	Gill, Nick	1982-08-25	193cm	93kg	17 (10-0-7)	21	2007-2009	24y 338d	26y 230d
253	37	Parnell, Patrick	2002-03-04	177cm	71kg	17 (8-0-9)	 	2022-2024	20y 92d	22y 31d
23	22	Murphy, Michael	1965-09-08	188cm	90kg	16 (6-0-10)	41	1991-1992	25y 204d	26y 315d
53	20	Powell, Matthew	1973-09-27	175cm	87kg	16 (7-0-9)	4	1993-1995	19y 273d	21y 291d
177	1	Tambling, Richard	1986-09-12	180cm	80kg	16 (8-0-8)	1	2011-2013	24y 195d	26y 353d
220	10	Poholke, Myles	1998-07-10	186cm	86kg	16 (6-0-10)	5	2018-2020	19y 284d	22y 53d
249	44	Gollant, Lachlan	2001-09-12	191cm	72kg	16 (8-0-8)	13	2021-2024	19y 344d	22y 340d
264	40	Bond, Hugh	2004-09-25	185cm	82kg	16 (9-0-7)	 	2024-2026	19y 292d	21y 205d
116	2	Hewitt, Evan	1978-07-07	193cm	95kg	15 (9-0-6)	6	2001-2002	22y 268d	24y 56d
243	6	Hately, Jackson	2000-10-21	190cm	83kg	15 (3-0-12)	2	2021-2023	20y 186d	22y 275d
14	23	McIntyre, Peter	1967-01-06	194cm	90kg	14 (5-0-9)	19	1991-1992	24y 75d	25y 76d
36	24	Payze, Andrew	1966-08-25	178cm	78kg	14 (7-0-7)	2	1991-1992	24y 337d	26y 4d
73	17	Collins, Matthew	1977-02-02	186cm	85kg	14 (6-0-8)	2	1996-1997	19y 128d	20y 196d
100	1	Herbert, Lucas	1977-09-13	198cm	94kg	14 (5-0-9)	1	1999	21y 195d	21y 350d
163	8	Cook, Myke	1989-10-09	184cm	77kg	14 (4-0-10)	2	2009-2011	19y 170d	21y 232d
169	38	Armstrong, Tony	1989-09-29	183cm	72kg	14 (6-0-8)	 	2010-2011	20y 180d	21y 339d
175	6	Gunston, Jack	1991-10-16	193cm	87kg	14 (5-0-9)	20	2010-2011	18y 219d	19y 316d
226	18	Stengle, Tyson	1998-10-19	172cm	73kg	14 (4-0-10)	13	2019-2020	20y 267d	21y 336d
81	16	Standfield, Barry	1970-02-13	193cm	90kg	13 (7-0-6)	23	1997	27y 45d	27y 155d
40	51	Bone, Randall	1973-11-13	194cm	98kg	12 (8-0-4)	13	1992-1993	18y 143d	19y 302d
49	50	Groom, Chris	1973-08-28	194cm	95kg	12 (7-0-5)	8	1993-1994	19y 212d	20y 245d
92	17	Downsborough, Ian	1972-01-19	192cm	94kg	12 (9-0-3)	6	1998-1999	26y 83d	27y 166d
126	6	Nelson, Ben	1977-01-23	184cm	92kg	12 (8-0-4)	1	2002	25y 67d	25y 179d
183	43	Riley, Aidan	1991-12-13	183cm	86kg	12 (8-0-4)	5	2011-2013	19y 230d	21y 205d
210	17	Hampton, Curtly	1993-03-10	185cm	90kg	12 (8-0-4)	4	2017-2018	24y 16d	25y 118d
3	8	Hocking, Eddie	1970-01-06	168cm	68kg	11 (5-0-6)	4	1991	21y 75d	21y 222d
21	14	Bartlett, Allan	1967-05-23	188cm	89kg	11 (3-0-8)	3	1991	23y 312d	24y 85d
24	5	Abernethy, Bruce	1962-05-10	185cm	86kg	11 (7-0-4)	2	1991-1992	28y 332d	30y 91d
25	19	Hughes, Danny	1963-12-04	189cm	90kg	11 (6-0-5)	1	1991	27y 124d	27y 207d
118	5	Shir, Matthew	1981-09-12	184cm	83kg	11 (6-0-5)	1	2001-2002	19y 201d	20y 340d
127	27	Schell, Daniel	1980-01-20	192cm	90kg	11 (8-0-3)	9	2002-2003	22y 70d	23y 83d
225	40	Davis, Ben	1997-05-19	187cm	85kg	11 (4-0-7)	1	2019-2022	22y 40d	25y 93d
54	14	Wigney, Stuart	1969-04-19	191cm	99kg	10 (3-0-7)	20	1993-1994	24y 124d	25y 94d
228	35	McAsey, Fischer	2001-03-08	197cm	91kg	10 (0-0-10)	 	2020	19y 13d	19y 161d
262	31	Dowling, Billy	2004-07-01	187cm	80kg	10 (4-0-6)	6	2024-2025	19y 341d	21y 53d
266	34	Draper, Sid	2006-07-05	182cm	72kg	10 (7-0-3)	3	2025	18y 254d	19y 49d
17	28	Smith, Darren	1965-02-09	193cm	90kg	9 (3-0-6)	10	1991-1992	26y 41d	27y 120d
37	46	Patterson, Paul	1965-09-28	189cm	90kg	9 (5-0-4)	2	1991-1993	25y 322d	27y 244d
114	27	OLoughlin, Ricky	1979-07-04	183cm	84kg	9 (7-0-2)	2	2000-2001	20y 279d	21y 298d
83	2	Cook, Tim	1974-02-20	176cm	75kg	8 (5-0-3)	5	1997-1998	23y 44d	24y 183d
124	15	Fitzgerald, Ryan	1976-10-16	199cm	96kg	8 (5-0-3)	8	2002	25y 166d	25y 215d
152	31	Campbell, Bryce	1984-09-07	184cm	80kg	8 (4-0-4)	1	2007-2008	22y 325d	23y 344d
191	8	Johnston, Lewis	1991-03-03	193cm	91kg	8 (4-0-4)	15	2012-2014	21y 161d	23y 26d
260	21	Burgess, Chris	1995-11-26	191cm	82kg	8 (2-0-6)	7	2024-2025	28y 111d	29y 257d
82	29	Williams, Brent	1978-02-13	190cm	85kg	7 (3-0-4)	4	1997	19y 45d	19y 87d
93	40	Cook, Sudjai	1976-06-27	176cm	79kg	7 (6-0-1)	2	1998	21y 330d	22y 20d
103	37	Golding, Matthew	1980-12-30	196cm	92kg	7 (2-0-5)	 	1999	18y 116d	18y 242d
137	26	Schuback, Jacob	1983-11-28	180cm	80kg	7 (1-0-6)	4	2003-2004	19y 260d	20y 197d
229	20	Crocker, Ben	1997-02-19	188cm	83kg	7 (0-0-7)	4	2020	23y 115d	23y 186d
235	45	Strachan, Kieran	1995-10-05	204cm	95kg	7 (1-0-6)	1	2020-2022, 2024	24y 301d	28y 254d
9	32	Lindsay, Bruce	1961-07-22	178cm	77kg	6 (2-0-4)	 	1991	29y 243d	29y 286d
15	1	Negri, Romano	1964-09-30	204cm	104kg	6 (2-0-4)	 	1991-1992	26y 173d	27y 174d
