Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
618	35	Goggin, Bill	1941-01-04	175cm	70kg	248 (145-5-98)	279	1958-1971	17y 119d	30y 236d
979	29	Ablett, Gary	1984-05-14	182cm	87kg	247 (157-2-88)	321	2002-2010, 2018-2020	17y 320d	36y 163d
968	45	Ling, Cameron	1981-02-27	189cm	92kg	246 (161-3-82)	139	2000-2011	19y 76d	30y 216d
325	18	Hickey, Reg	1906-03-27	185cm	92kg	245 (149-3-93)	24	1926-1940	20y 70d	34y 52d
756	9	Turner, Michael	1954-12-06	183cm	77kg	245 (118-1-126)	285	1974-1984, 1986-1988	19y 142d	33y 265d
834	5	Ablett, Gary	1961-10-01	185cm	97kg	242 (140-2-100)	1021	1984-1996	22y 182d	34y 343d
862	26	Stoneham, Barry	1968-02-09	194cm	98kg	241 (138-3-100)	223	1986-1994, 1996-2000	18y 83d	32y 184d
1025	29	Guthrie, Cameron	1992-08-19	187cm	86kg	240 (159-2-79)	75	2011-2024	18y 218d	31y 271d
294	19	Todd, George	1903-01-10	185cm	79kg	232 (145-2-85)	54	1922-1934	19y 158d	31y 269d
787	19	Bruns, Neville	1958-10-03	176cm	77kg	223 (118-1-104)	174	1978-1992	19y 222d	33y 359d
77	15	Eason, Bill	1881-12-15	178cm	79kg	220 (83-4-133)	187	1902-1915	20y 139d	33y 249d
769	4	Bright, Terry	1958-02-12	188cm	87kg	219 (108-1-110)	331	1976-1987	18y 51d	29y 143d
903	17	McGrath, Tim	1970-10-07	190cm	94kg	219 (125-2-92)	18	1992-2002	21y 166d	31y 181d
918	7	Graham, Ben	1973-11-02	196cm	98kg	219 (121-2-96)	145	1993-2004	19y 292d	30y 321d
971	21	Mooney, Cameron	1979-09-26	195cm	99kg	210 (139-1-70)	295	2000-2011	20y 278d	31y 322d
1002	13	Lonergan, Tom	1984-05-17	197cm	95kg	209 (150-3-56)	55	2005-2006, 2008-2017	21y 5d	33y 128d
654	23	Wade, Doug	1941-10-16	188cm	92kg	208 (125-3-80)	834	1961-1972	19y 181d	30y 322d
1057	35	Dangerfield, Patrick	1990-04-05	189cm	92kg	208 (139-2-67)	205	2016-2026	25y 358d	36y 12d
816	27	Bews, Andrew	1964-07-19	175cm	79kg	207 (110-1-96)	132	1982-1993	17y 272d	29y 39d
961	40	Wojcinski, David	1980-09-18	180cm	80kg	203 (136-2-65)	66	1999-2012	18y 212d	31y 327d
721	14	Clarke, David	1952-12-31	184cm	82kg	202 (95-0-107)	298	1971-1974, 1976-1981	18y 93d	28y 255d
494	8	Renfrey, Russell	1923-08-11	183cm	92kg	201 (125-1-75)	165	1946-1956	22y 252d	32y 345d
760	35	Neal, Robert	1956-12-16	178cm	82kg	200 (97-0-103)	51	1974-1986	17y 209d	29y 236d
1056	8	Kolodjashnij, Jake	1995-08-09	193cm	94kg	200 (131-3-66)	5	2015-2024, 2026	19y 316d	30y 251d
847	1	Hocking, Steve	1965-01-18	184cm	84kg	199 (109-0-90)	10	1984-1994	19y 220d	29y 256d
927	27	Sanderson, Brenton	1974-02-27	185cm	90kg	199 (101-3-95)	29	1995-2005	21y 33d	31y 194d
685	3	Newland, Ken	1949-05-04	187cm	85kg	198 (102-1-95)	243	1965-1975, 1977-1978	16y 74d	29y 100d
859	16	Brownless, Bill	1967-01-28	192cm	95kg	198 (118-2-78)	441	1986-1997	19y 60d	30y 158d
978	8	Hunt, Josh	1982-03-14	184cm	102kg	198 (134-1-63)	29	2001-2008, 2010-2013	19y 67d	31y 190d
964	2	Harley, Tom	1978-07-18	193cm	95kg	197 (122-3-72)	11	1999-2009	20y 351d	31y 70d
1064	44	Stewart, Tom	1993-03-15	190cm	88kg	197 (131-1-65)	7	2017-2026	24y 11d	33y 33d
795	24	Bos, Mark	1960-07-28	185cm	84kg	195 (105-1-89)	16	1979-1989	18y 288d	29y 64d
107	8	Grigg, Dick	1885-06-08	180cm	83kg	194 (74-4-116)	64	1904-1914, 1921	18y 334d	36y 108d
938	1	King, Steven	1978-11-22	201cm	104kg	193 (99-2-92)	75	1996-2007	17y 157d	28y 311d
674	1	Closter, Wayne	1945-02-26	180cm	81kg	191 (96-1-94)	72	1964-1975	19y 52d	30y 185d
514	4	Davis, Bob	1928-06-12	183cm	91kg	189 (114-2-73)	149	1948-1958	19y 310d	30y 65d
1006	27	Stokes, Mathew	1984-11-22	176cm	75kg	189 (143-0-46)	203	2006-2015	21y 186d	30y 287d
533	28	Trezise, Neil	1931-02-08	170cm	72kg	185 (112-2-71)	272	1949-1959	18y 158d	28y 202d
517	11	Smith, Bernie	1927-12-19	178cm	77kg	183 (112-1-70)	3	1948-1958	20y 120d	30y 114d
700	30	Scarlett, John	1947-05-29	191cm	86kg	183 (81-1-101)	42	1967-1977	20y 33d	30y 27d
743	26	Hawkins, Jack	1954-05-21	188cm	83kg	182 (88-0-94)	20	1973-1981	18y 335d	27y 121d
894	21	Mansfield, Michael	1971-08-08	183cm	85kg	181 (103-1-77)	100	1990-1999	18y 361d	28y 21d
19	 	Rankin, Teddy	1872-03-11	178cm	74kg	180 (86-1-93)	35	1897, 1899-1910	25y 58d	38y 106d
363	21	Sellwood, Joe	1911-01-24	184cm	86kg	180 (95-3-82)	97	1930-1941, 1944-1945	19y 141d	34y 87d
730	16	Blake, Rod	1952-06-15	199cm	94kg	176 (86-0-90)	113	1971-1983	18y 348d	31y 45d
823	28	Darcy, Tim	1964-01-15	186cm	86kg	176 (96-0-80)	83	1982-1983, 1986-1994	18y 204d	30y 245d
181	1	Armstrong, Les	1887-06-16	180cm	72kg	175 (68-3-104)	2	1908-1915, 1917-1920	21y 32d	33y 80d
316	24	Williams, Jack	1902-01-31	179cm	76kg	175 (116-2-57)	9	1925-1934	23y 91d	32y 248d
1046	24	Bews, Jed	1993-12-14	186cm	88kg	175 (109-3-63)	16	2014-2025	20y 154d	31y 252d
251	14	Hagger, Lloyd	1898-12-07	183cm	72kg	174 (92-1-81)	389	1917-1927, 1929	18y 226d	30y 197d
773	5	Malarkey, Gary	1953-05-23	185cm	89kg	172 (84-0-88)	 	1977-1986	23y 314d	33y 64d
1053	1	Stanley, Rhys	1990-12-01	200cm	102kg	171 (115-2-54)	75	2015-2025	24y 132d	34y 300d
928	12	Sholl, Brad	1972-11-10	184cm	84kg	169 (93-2-74)	46	1995-2002	22y 142d	29y 274d
367	16	Quinn, Tommy	1908-08-11	169cm	80kg	168 (103-3-62)	169	1931-1940	22y 264d	31y 281d
1065	2	Tuohy, Zach	1989-12-10	187cm	93kg	168 (109-2-57)	61	2017-2024	27y 106d	34y 270d
1076	38	Henry, Jack	1998-08-29	191cm	92kg	168 (113-1-54)	25	2018-2026	19y 216d	27y 220d
26	 	Young, Henry	1873-05-16	191cm	90kg	167 (76-2-89)	76	1897-1910	24y 6d	37y 82d
671	26	Ryan, Bill	1944-11-26	188cm	87kg	167 (99-2-66)	220	1963-1972	18y 208d	27y 281d
492	10	Flanagan, Fred	1924-03-28	187cm	92kg	163 (97-1-65)	182	1946-1955	22y 23d	31y 40d
331	27	Hardiman, Peter	1905-02-20	182cm	81kg	160 (93-3-64)	45	1927-1938	22y 139d	33y 69d
1085	32	Miers, Gryan	1999-03-30	178cm	78kg	160 (106-1-53)	114	2019-2026	19y 357d	27y 13d
645	34	Walker, Peter	1942-06-12	183cm	76kg	159 (106-5-48)	1	1960-1969, 1971	17y 330d	29y 2d
1081	30	Atkins, Tom	1995-09-18	180cm	86kg	159 (106-1-52)	22	2019-2026	23y 185d	30y 211d
906	31	Mensch, David	1972-08-14	191cm	93kg	158 (93-1-64)	173	1992-2002	19y 235d	29y 242d
804	21	Yeates, Mark	1960-05-10	185cm	84kg	154 (78-0-76)	57	1980-1986, 1988-1990	20y 63d	30y 93d
242	6	Rankin, Cliff	1896-12-04	175cm	69kg	153 (86-1-66)	399	1915, 1919-1928	18y 239d	31y 258d
1068	42	OConnor, Mark	1997-01-17	191cm	87kg	151 (101-0-50)	13	2017-2026	20y 116d	29y 85d
62	 	Newling, Ernest	1876-06-26	188cm	94kg	150 (59-1-90)	22	1900-1910	23y 362d	33y 357d
197	2	Eason, Alec	1889-11-08	175cm	78kg	150 (69-3-78)	80	1909-1915, 1919-1921	19y 251d	31y 320d
196	11	Martini, Percy	1888-06-04	183cm	85kg	149 (62-4-83)	333	1909-1915, 1917-1920	21y 36d	32y 8d
345	5	Evans, Jack	1908-01-19	182cm	81kg	149 (92-3-54)	146	1929-1938	21y 98d	30y 122d
664	27	Rosenow, Geoff	1942-02-01	188cm	87kg	147 (100-2-45)	7	1962-1970	20y 114d	28y 209d
868	3	Bairstow, Mark	1963-07-24	180cm	87kg	146 (88-1-57)	172	1987-1989, 1991-1994	23y 247d	31y 69d
288	13	Coghlan, Arthur	1902-08-16	180cm	86kg	145 (84-1-60)	10	1922-1925, 1927-1932	19y 270d	30y 18d
901	6	Barnes, John	1969-06-01	193cm	95kg	144 (77-1-66)	65	1992-1999	22y 294d	30y 53d
548	12	Hovey, Ron	1932-08-25	179cm	79kg	141 (87-2-52)	25	1951-1960	18y 253d	27y 270d
658	36	Polinelli, Tony	1943-02-18	170cm	75kg	138 (93-3-42)	63	1961, 1963-1971	18y 91d	28y 93d
1011	5	Varcoe, Travis	1988-04-10	180cm	84kg	138 (114-0-24)	130	2007-2014	18y 362d	26y 155d
233	21	Thomas, Stan	1892-05-09	180cm	79kg	137 (57-1-79)	6	1915, 1917-1925	22y 364d	33y 84d
382	8	Arklay, Tom	1914-03-26	179cm	83kg	137 (71-1-65)	45	1933-1941, 1944	19y 97d	30y 160d
569	17	ONeill, John	1935-08-30	174cm	72kg	136 (70-4-62)	20	1954-1962	18y 230d	27y 23d
680	6	Andrews, Gareth	1946-12-21	191cm	90kg	136 (69-1-66)	127	1965-1970, 1972-1974	18y 119d	27y 148d
351	25	Hardiman, Les	1911-04-01	185cm	81kg	135 (86-3-46)	236	1929-1937	18y 82d	26y 177d
692	25	Ainsworth, Geoff	1946-05-27	178cm	79kg	135 (69-1-65)	3	1967-1974	20y 323d	28y 33d
983	33	Rooke, Max	1981-12-19	189cm	93kg	135 (83-2-50)	58	2002-2010	20y 108d	28y 128d
1020	32	Motlop, Steven	1991-03-12	183cm	76kg	135 (90-2-43)	175	2010-2017	19y 24d	26y 194d
792	10	Mossop, John	1959-06-14	196cm	99kg	134 (63-0-71)	87	1979-1986	19y 297d	27y 77d
934	8	Burns, Ronnie	1973-03-13	183cm	86kg	134 (71-2-61)	239	1996-2002	23y 16d	29y 170d
1071	39	Guthrie, Zach	1998-06-30	187cm	76kg	134 (87-2-45)	15	2017-2026	19y 1d	27y 291d
684	15	Farman, Terry	1946-01-04	183cm	78kg	133 (71-1-61)	9	1965-1973	19y 159d	27y 240d
214	13	Rankin, Bert	1893-02-17	178cm	77kg	132 (46-2-84)	21	1912-1915, 1917-1923	19y 84d	30y 210d
587	3	Wooller, Fred	1938-10-21	187cm	85kg	132 (72-5-55)	225	1956-1964	17y 176d	25y 327d
633	8	Vinar, Paul	1940-03-24	188cm	83kg	132 (77-5-50)	45	1959-1966	19y 83d	26y 163d
867	8	Scott, Robert	1969-03-01	173cm	78kg	132 (75-1-56)	164	1986-1994	17y 154d	25y 116d
1089	45	Close, Brad	1998-07-30	181cm	68kg	131 (89-1-41)	110	2020-2026	21y 363d	27y 256d
509	9	Turner, Leo	1928-05-15	179cm	76kg	130 (82-1-47)	30	1947-1954	19y 16d	26y 126d
516	1	Morrison, Bruce	1923-06-19	180cm	82kg	130 (83-1-46)	 	1948-1954	24y 303d	31y 91d
814	14	Flanigan, Darren	1962-03-08	200cm	105kg	130 (64-0-66)	50	1981-1991	19y 160d	29y 127d
1063	3	Parfitt, Brandan	1998-04-27	180cm	79kg	130 (88-0-42)	48	2017-2024	18y 333d	26y 84d
192	10	Marsham, Harry	1890-07-19	185cm	90kg	128 (55-3-70)	63	1909-1915, 1917-1919	18y 323d	29y 49d
710	39	Higgins, Kevin	1951-02-20	183cm	89kg	128 (54-0-74)	35	1970, 1972-1978	19y 43d	27y 159d
740	13	Sarah, Paul	1953-12-19	177cm	70kg	128 (57-0-71)	204	1972-1980	18y 167d	26y 110d
306	20	Greeves, Edward	1903-11-01	175cm	76kg	124 (81-0-43)	17	1923-1931, 1933	19y 234d	29y 221d
390	23	Glenister, Norm	1915-08-23	180cm	78kg	124 (57-2-65)	262	1934-1940, 1945-1946	18y 285d	31y 8d
286	16	Smith, Les	1900-05-28	173cm	72kg	123 (72-0-51)	17	1921-1929	21y 112d	29y 88d
626	4	Lord, Alistair	1940-04-09	180cm	85kg	122 (77-5-40)	79	1959-1966	19y 30d	26y 147d
135	10	Scown, Percy	1883-07-13	178cm	67kg	121 (51-2-68)	2	1906-1914	22y 296d	31y 40d
414	6	Dougherty, George	1913-12-09	191cm	93kg	121 (57-0-64)	188	1936-1941, 1944-1945	22y 215d	31y 161d
550	6	Pianto, Peter	1929-11-25	170cm	70kg	121 (85-2-34)	144	1951-1957	21y 189d	27y 272d
554	21	Williams, Geoff	1930-11-18	183cm	83kg	121 (73-1-47)	1	1952-1959	21y 153d	28y 186d
771	18	Witcombe, Murray	1956-11-01	182cm	72kg	121 (63-0-58)	79	1976-1986	19y 189d	29y 267d
879	29	Hinkley, Ken	1966-09-30	185cm	80kg	121 (75-0-46)	58	1989-1995	22y 184d	29y
493	22	Morrow, Tom	1923-10-08	193cm	89kg	120 (65-1-54)	58	1946-1952	22y 194d	28y 306d
701	4	Stevens, Phil	1950-09-14	183cm	86kg	120 (52-1-67)	32	1968-1975	17y 214d	24y 287d
937	13	Kilpatrick, Glenn	1972-08-29	184cm	85kg	120 (66-1-53)	31	1996-2002	23y 242d	29y 353d
404	14	Grant, Jack	1915-09-24	183cm	82kg	119 (58-0-61)	99	1935-1941, 1945-1946	19y 348d	30y 313d
642	9	Devine, John	1940-06-22	180cm	80kg	118 (76-5-37)	6	1960-1966	19y 301d	26y 73d
391	10	Everett, Allan	1913-04-12	177cm	85kg	117 (70-1-46)	25	1934-1940	21y 79d	27y 148d
441	7	White, Lindsay	1922-01-05	185cm	83kg	117 (37-0-80)	429	1941, 1944-1950	19y 111d	28y 177d
725	10	Woolnough, Michael	1952-09-24	185cm	81kg	117 (46-0-71)	42	1971-1978	18y 198d	25y 266d
1061	27	Menegola, Sam	1992-03-07	189cm	89kg	117 (77-1-39)	81	2016-2023	24y 138d	31y 172d
220	3	Brownlees, Tom	1891-10-20	180cm	73kg	116 (40-2-74)	106	1913-1915, 1917-1922	21y 188d	30y 331d
1000	6	Ottens, Brad	1980-01-25	202cm	108kg	116 (86-1-29)	109	2005-2011	25y 61d	31y 249d
378	28	Muller, Angie	1912-11-13	175cm	82kg	115 (63-2-50)	37	1933-1941	20y 167d	28y 290d
222	24	McCarter, Billy	1888-10-23	170cm	75kg	114 (54-1-59)	7	1913-1915, 1921-1924	24y 185d	35y 319d
427	17	Gniel, George	1919-04-06	183cm	83kg	114 (35-0-79)	11	1939-1941, 1944-1947	20y 16d	28y 146d
896	37	Simpson, Sean	1970-04-16	188cm	85kg	114 (67-1-46)	18	1991-1998	20y 350d	28y 101d
1097	5	Cameron, Jeremy	1993-04-01	196cm	96kg	114 (78-0-36)	326	2021-2026	28y 23d	33y 16d
702	22	Hampshire, Ian	1948-05-09	196cm	104kg	113 (48-1-64)	22	1968-1975	19y 347d	27y 99d
151	11	Orchard, Billy	1888-08-09	180cm	76kg	112 (50-2-60)	67	1906, 1908-1915	18y 23d	26y 335d
347	10	Collins, Jack	1910-02-13	183cm	84kg	112 (71-1-40)	112	1929-1934, 1938	19y 80d	28y 216d
476	25	Hunt, Percy	1922-11-12	178cm	74kg	112 (42-0-70)	35	1945-1950	22y 160d	27y 308d
353	6	McDonald, Rupe	1910-03-17	184cm	87kg	111 (69-2-40)	2	1929-1935	19y 111d	25y 174d
359	3	Metherell, Len	1908-11-17	183cm	92kg	110 (70-2-38)	117	1930-1936	21y 167d	27y 272d
776	20	Card, Ray	1957-04-04	185cm	86kg	110 (56-0-54)	4	1977-1985, 1987	20y 47d	30y 119d
977	18	Kingsley, Kent	1978-09-26	193cm	95kg	110 (53-1-56)	227	2001-2006	22y 229d	27y 334d
362	13	Coles, Clive	1911-03-12	177cm	82kg	109 (70-2-37)	76	1930-1931, 1933-1938	19y 94d	27y 189d
152	19	Slater, Joe	1888-11-29	179cm	86kg	108 (49-2-57)	17	1906-1914	17y 276d	25y 280d
454	3	Fitzgerald, Jim	1924-12-14	178cm	92kg	108 (31-0-77)	14	1944-1950	19y 144d	25y 276d
521	16	Hyde, John	1930-04-11	184cm	86kg	108 (76-1-31)	12	1948-1954	18y 48d	24y 153d
655	31	West, Roy	1941-03-31	185cm	81kg	108 (76-4-28)	1	1961-1964, 1966-1967	20y 15d	26y 176d
997	17	Byrnes, Shannon	1984-04-07	175cm	77kg	108 (79-0-29)	100	2004-2012	20y 102d	28y 35d
1037	21	Murdoch, Jordan	1992-03-23	190cm	87kg	108 (72-2-34)	73	2012-2018	20y 100d	26y 168d
1095	9	Holmes, Max	2002-08-29	189cm	74kg	108 (71-1-36)	49	2021-2026	18y 219d	23y 231d
289	11	Fleming, Eric	1903-03-16	191cm	81kg	105 (62-0-43)	112	1922-1928	19y 58d	25y 169d
292	15	Stevenson, Edward	1901-04-11	166cm	57kg	105 (61-0-44)	30	1922-1929	21y 46d	28y 142d
742	23	Donohue, Larry	1955-04-22	196cm	97kg	105 (48-0-57)	339	1973-1980	17y 350d	25y 11d
917	2	Colbert, Leigh	1975-06-07	192cm	91kg	105 (62-1-42)	50	1993-1998	17y 336d	23y 83d
88	 	Stephens, Peter	1879-05-16	177cm	 	102 (33-1-68)	22	1902-1908	23y 50d	29y 70d
369	17	Hawking, Fred	1909-09-22	180cm	73kg	102 (65-1-36)	18	1932-1938, 1941	22y 221d	31y 251d
755	8	Sheehan, Kevin	1953-08-01	177cm	76kg	102 (43-0-59)	112	1974-1982	20y 269d	29y 13d
830	30	Bourke, Damian	1965-01-19	199cm	98kg	102 (58-1-43)	15	1983-1989, 1991-1992	18y 178d	27y 154d
914	23	Pickering, Liam	1968-09-09	184cm	85kg	102 (66-1-35)	46	1993-1999	24y 215d	30y 340d
314	28	Rayson, Arthur	1901-12-01	170cm	71kg	101 (71-0-30)	128	1924-1931	22y 273d	29y 306d
499	29	Scott, Norm	1921-06-06	182cm	83kg	101 (52-0-49)	4	1946-1952	24y 346d	30y 332d
663	5	Farmer, Graham	1935-03-10	191cm	94kg	101 (73-1-27)	65	1962-1967	27y 42d	32y 197d
170	9	Brownlees, Rupe	1888-04-26	178cm	72kg	100 (44-2-54)	4	1908-1909, 1911-1915, 1919	20y 6d	31y 140d
1003	24	Blake, Mark	1985-09-09	200cm	103kg	99 (78-0-21)	12	2005-2010	19y 303d	24y 359d
1086	23	Rohan, Gary	1991-06-07	189cm	92kg	98 (65-1-32)	120	2019-2024	27y 288d	33y 71d
604	15	Rice, Colin	1938-07-16	170cm	71kg	97 (45-4-48)	87	1957-1963	18y 320d	25y 81d
114	 	Doull, George	1879-12-25	174cm	 	96 (30-1-65)	16	1904-1911	24y 190d	31y 167d
329	2	Baker, Edward	1901-01-21	165cm	68kg	95 (58-1-36)	101	1927-1932	26y 99d	31y 135d
544	27	Rayson, Noel	1933-05-24	180cm	79kg	95 (61-1-33)	210	1950-1958	17y 87d	24y 344d
565	14	Borrack, Les	1933-04-25	180cm	80kg	95 (43-2-50)	15	1953-1960	20y 35d	27y 124d
667	10	Sharrock, John	1944-02-16	185cm	83kg	94 (67-2-25)	109	1963-1968	19y 63d	24y 218d
811	15	Toohey, Bernard	1963-02-18	188cm	85kg	94 (47-0-47)	35	1981-1985	18y 66d	22y 194d
796	11	Featherby, Peter	1951-12-12	183cm	85kg	93 (53-0-40)	79	1979-1983	27y 186d	31y 258d
1099	18	Stengle, Tyson	1998-10-19	172cm	73kg	93 (62-1-30)	160	2022-2025	23y 151d	26y 343d
360	11	Troughton, Bob	1904-06-17	175cm	71kg	92 (63-2-27)	100	1930-1935	25y 320d	30y 321d
794	3	Johnston, Peter	1957-11-13	192cm	95kg	92 (47-0-45)	108	1979-1986	21y 166d	28y 163d
843	11	Morgan, Darren	1965-04-10	180cm	72kg	92 (47-0-45)	69	1984-1990	19y 47d	25y 109d
781	22	Jeffreys, Paul	1959-03-10	189cm	84kg	91 (49-0-42)	23	1977-1985	18y 121d	26y 41d
854	23	Schulze, Michael	1962-10-30	193cm	88kg	91 (50-1-40)	12	1985-1991	22y 228d	28y 256d
1096	16	De Koning, Sam	2001-02-26	200cm	85kg	91 (64-1-26)	8	2021-2026	20y 51d	25y 50d
951	34	Rahilly, James	1979-06-15	187cm	84kg	90 (34-2-54)	11	1998-2005	18y 321d	26y 38d
1	 	Burns, Peter	1866-01-05	180cm	82kg	89 (61-0-28)	7	1897-1902	31y 123d	36y 160d
962	14	Clarke, David	1980-05-15	183cm	84kg	89 (38-1-50)	48	1999-2003	19y 8d	23y 100d
1058	25	Henderson, Lachie	1989-12-14	196cm	98kg	89 (59-1-29)	13	2016-2021	26y 105d	31y 270d
240	4	Craven, Harold	1895-04-26	174cm	76kg	88 (30-1-57)	17	1915, 1917-1922, 1924	20y 89d	29y 133d
366	14	Moloney, George	1909-08-07	174cm	73kg	88 (57-3-28)	303	1931-1935	21y 268d	26y 24d
556	26	Sharp, Norm	1934-06-23	185cm	94kg	88 (64-1-23)	29	1952-1957	17y 315d	22y 322d
577	1	Goggin, Matt	1936-07-21	180cm	76kg	88 (41-3-44)	5	1955-1961	18y 269d	25y 36d
697	28	Strahan, Hugh	1945-06-24	185cm	89kg	88 (44-1-43)	41	1967-1972	21y 353d	27y 56d
79	 	McKenzie, Alec	1882-07-04	179cm	 	87 (33-1-53)	18	1902-1908	19y 303d	26y
199	1	Heinz, George	1891-10-08	169cm	73kg	87 (47-3-37)	71	1910-1914	18y 204d	22y 332d
747	12	Browne, Mark	1954-11-19	179cm	79kg	87 (37-0-50)	60	1974-1978	19y 138d	23y 252d
421	31	Butcher, Jack	1914-10-28	175cm	80kg	86 (30-0-56)	18	1938-1941, 1944-1945	23y 184d	30y 217d
625	40	Yeates, John	1938-08-30	196cm	83kg	86 (52-3-31)	76	1959-1965	20y 231d	27y 5d
295	4	Hall, Syd	1902-06-08	173cm	70kg	85 (59-0-26)	18	1922-1927, 1930	20y 93d	28y 97d
504	24	Tate, Syd	1925-02-13	173cm	75kg	85 (47-0-38)	13	1947-1951	22y 65d	26y 228d
3	 	Holligan, Teddy	1878-03-26	 	 	84 (58-0-26)	29	1897-1901, 1903	19y 43d	25y 163d
677	2	Marshall, Denis	1940-10-17	183cm	86kg	84 (60-1-23)	25	1964-1968	23y 233d	27y 340d
806	17	Reynoldson, Steve	1962-09-06	191cm	90kg	84 (40-0-44)	70	1981-1986	18y 203d	23y 296d
891	40	Brown, Paul	1969-05-06	187cm	87kg	84 (57-0-27)	66	1990-1996, 1998	21y 83d	28y 347d
1021	31	Podsiadly, James	1981-09-10	193cm	100kg	83 (62-0-21)	169	2010-2013	28y 213d	32y 10d
11	 	McShane, Jim	1871-02-28	179cm	 	82 (59-0-23)	53	1897-1901	26y 69d	30y 177d
412	15	Mahon, Geoff	1915-04-24	183cm	94kg	82 (46-0-36)	35	1936-1940, 1946	21y 50d	31y 80d
578	20	OConnell, John	1932-03-08	193cm	89kg	81 (32-2-47)	65	1955-1960	23y 39d	28y 172d
785	1	Reed, Malcolm	1958-02-11	180cm	80kg	81 (40-0-41)	18	1978-1985	20y 56d	27y 180d
54	 	Donaghy, Mick	1877-11-14	193cm	92kg	80 (43-0-37)	3	1900-1905	22y 172d	27y 299d
224	9	Johns, Alwyn	1894-03-17	178cm	70kg	80 (29-2-49)	29	1913-1915, 1917-1920	19y 96d	26y 157d
358	1	Kuhlken, Bill	1910-04-17	185cm	86kg	80 (52-1-27)	101	1930-1936	20y 16d	26y 64d
357	12	Carney, Jack	1909-01-22	160cm	62kg	79 (52-2-25)	4	1930-1934	21y 101d	25y 257d
982	28	Johnson, David	1981-10-28	181cm	84kg	79 (45-1-33)	16	2002-2009	20y 153d	27y 297d
541	18	Goninon, George	1927-04-18	181cm	79kg	78 (59-0-19)	278	1950-1954	23y 32d	27y 153d
210	20	Gray, Jack	1885-08-17	175cm	78kg	77 (35-1-41)	8	1911-1915, 1917-1919, 1921	25y 311d	35y 305d
395	4	Slack, Laurie	1915-03-17	178cm	70kg	77 (41-1-35)	11	1935-1940	20y 55d	25y 153d
361	15	Walker, Jack	1909-08-28	180cm	82kg	76 (46-2-28)	3	1930-1935	20y 276d	26y 10d
12	 	McShane, Joe	1868-11-29	182cm	 	75 (53-0-22)	30	1897-1901	28y 160d	32y 268d
209	18	Healy, Leo	1890-10-20	170cm	71kg	75 (37-2-36)	23	1911-1914, 1919-1920	20y 240d	29y 285d
881	20	Rogers, Andrew	1964-08-15	188cm	90kg	75 (45-0-30)	2	1989-1992	24y 264d	28y 42d
939	9	Bizzell, Clint	1976-06-28	188cm	89kg	75 (32-1-42)	72	1996, 1998-2001	19y 310d	25y 65d
1075	17	Ratugolea, Esava	1998-07-24	197cm	102kg	75 (49-1-25)	38	2018-2023	19y 244d	25y 26d
