Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
13	29	Kingsley, Adam	1975-08-20	183cm	83kg	170 (98-3-69)	47	1997-2006	21y 221d	31y 13d
165	5	Houston, Dan	1997-05-12	186cm	83kg	168 (107-0-61)	41	2017-2024	19y 317d	27y 97d
93	27	Carlile, Alipate	1987-04-30	192cm	98kg	167 (72-1-94)	5	2006-2016	19y 84d	28y 338d
75	33	Ebert, Brett	1983-11-18	179cm	84kg	166 (72-2-92)	240	2004-2012	20y 137d	28y 289d
166	2	Powell-Pepper, Sam	1998-01-08	187cm	91kg	158 (95-0-63)	124	2017-2025	19y 76d	27y 178d
63	8	Burgoyne, Shaun	1982-10-21	186cm	89kg	157 (97-0-60)	171	2002-2009	19y 175d	26y 312d
10	10	Francou, Josh	1974-08-07	185cm	83kg	156 (81-4-71)	72	1997-2003, 2005	22y 234d	31y 34d
156	22	Dixon, Charlie	1990-09-23	200cm	105kg	156 (98-0-58)	263	2016-2024	25y 186d	33y 363d
85	6	Pearce, Danyle	1986-04-07	178cm	79kg	154 (59-1-94)	76	2005-2012	19y 115d	26y 148d
119	12	Trengove, Jackson	1990-11-02	197cm	97kg	153 (66-1-86)	30	2010-2017	19y 146d	26y 277d
185	20	Rozee, Connor	2000-01-22	185cm	74kg	152 (91-0-61)	124	2019-2026	19y 60d	26y 59d
29	38	James, Roger	1975-10-21	177cm	89kg	147 (91-3-53)	87	1997-2005	21y 188d	29y 283d
134	20	Wingard, Chad	1993-07-29	183cm	85kg	147 (76-1-70)	232	2012-2018	18y 247d	25y 26d
59	2	Wakelin, Darryl	1974-08-11	192cm	95kg	146 (92-1-53)	4	2001-2007	26y 232d	33y 49d
181	9	Butters, Zak	2000-09-08	181cm	71kg	145 (84-0-61)	70	2019-2026	18y 196d	25y 222d
76	30	Chaplin, Troy	1986-02-23	195cm	97kg	140 (55-1-84)	10	2004-2012	18y 54d	26y 171d
17	14	Paxman, Stephen	1970-12-04	188cm	94kg	138 (76-2-60)	20	1997-2003	26y 115d	32y 290d
19	1	Primus, Matthew	1975-01-12	198cm	109kg	137 (74-3-60)	76	1997-2005	22y 76d	30y 227d
182	28	Drew, Willem	1998-10-01	188cm	78kg	136 (78-0-58)	23	2019, 2021-2026	20y 173d	27y 199d
54	19	Bishop, Matthew	1975-07-11	195cm	96kg	132 (85-1-46)	4	2000-2006	24y 266d	31y 53d
47	6	Schofield, Jarrad	1975-01-30	178cm	80kg	131 (85-1-45)	91	1999-2004	24y 57d	29y 239d
40	36	Stevens, Nick	1980-01-03	182cm	85kg	127 (74-2-51)	78	1998-2003	18y 119d	23y 260d
52	3	Montgomery, Brett	1973-06-01	180cm	83kg	126 (78-2-46)	51	2000-2005	26y 282d	32y 101d
126	29	Pittard, Jasper	1991-04-01	186cm	84kg	126 (66-0-60)	11	2011-2018	19y 359d	27y 145d
55	9	Carr, Josh	1980-04-29	179cm	80kg	124 (85-1-38)	65	2000-2004, 2009-2010	20y 1d	30y 87d
147	17	Clurey, Tom	1994-03-23	193cm	88kg	124 (74-0-50)	 	2014-2023	19y 358d	29y 9d
155	15	Amon, Karl	1995-08-19	181cm	71kg	124 (73-0-51)	55	2015-2022	19y 271d	27y 1d
118	28	Schulz, Jay	1985-04-18	193cm	94kg	123 (58-1-64)	275	2010-2016	24y 344d	31y 131d
16	33	Mead, Darren	1971-03-29	193cm	98kg	122 (62-3-57)	8	1997-2002	26y	31y 161d
70	3	Salopek, Steven	1985-06-21	185cm	83kg	121 (55-0-66)	53	2003-2011	17y 281d	26y 75d
74	9	Surjan, Jacob	1985-08-15	179cm	84kg	121 (55-0-66)	17	2004-2012	18y 226d	26y 327d
169	4	Marshall, Todd	1998-10-08	198cm	87kg	120 (77-0-43)	159	2017-2024, 2026	18y 315d	27y 192d
178	6	Farrell, Kane	1999-03-17	182cm	74kg	120 (70-0-50)	49	2018-2026	19y 134d	27y 32d
192	21	Aliir, Aliir	1994-09-05	195cm	97kg	120 (73-0-47)	1	2021-2026	26y 197d	31y 225d
180	3	Burton, Ryan	1997-01-31	191cm	90kg	115 (70-0-45)	20	2019-2025	22y 51d	28y 141d
92	44	Logan, Tom	1985-07-02	183cm	83kg	114 (38-1-75)	27	2006-2014	21y 14d	29y 45d
99	15	Rodan, David	1983-10-08	173cm	87kg	111 (43-1-67)	86	2007-2012	23y 174d	28y 330d
71	28	Thurstans, Toby	1980-08-14	196cm	95kg	110 (63-1-46)	55	2003-2009	22y 227d	29y 8d
193	14	Bergman, Miles	2001-10-18	186cm	75kg	107 (64-0-43)	28	2021-2026	19y 154d	24y 182d
73	36	Pettigrew, Michael	1985-03-16	193cm	88kg	103 (44-0-59)	25	2004-2011	19y 12d	26y 143d
103	14	Stewart, Paul	1987-07-10	191cm	90kg	101 (42-0-59)	33	2008-2016	20y 254d	29y 27d
189	19	Georgiades, Mitch	2001-09-28	191cm	78kg	98 (55-0-43)	181	2020-2026	18y 175d	24y 202d
151	46	Gray, Sam	1992-02-01	176cm	75kg	96 (53-0-43)	83	2014-2019	22y 70d	27y 205d
162	26	Bonner, Riley	1997-03-07	190cm	85kg	93 (60-0-33)	13	2016-2023	19y 173d	26y 151d
122	23	Lobbe, Matthew	1989-02-12	200cm	97kg	92 (44-0-48)	21	2010-2016	21y 71d	27y 197d
15	9	Lyle, Brayden	1973-03-06	178cm	81kg	90 (41-3-46)	12	1997-2001	24y 23d	28y 193d
149	21	Polec, Jared	1992-10-12	187cm	84kg	90 (52-0-38)	46	2014-2018	21y 155d	25y 316d
146	36	Hombsch, Jack	1993-03-07	194cm	89kg	89 (50-0-39)	1	2013-2018	20y 86d	25y 170d
46	27	Poulton, Jared	1977-04-21	182cm	87kg	88 (56-1-31)	20	1999-2005	21y 341d	27y 354d
91	21	Thomas, Matt	1987-02-27	186cm	87kg	87 (27-1-59)	30	2006-2013	19y 131d	26y 136d
9	8	Francis, Fabian	1973-10-24	177cm	87kg	86 (44-2-40)	44	1997-2001	23y 156d	27y 326d
86	4	Motlop, Daniel	1982-03-16	185cm	93kg	83 (31-0-52)	155	2006-2011	24y 16d	29y 172d
171	6	Motlop, Steven	1991-03-12	183cm	76kg	82 (48-0-34)	54	2018-2022	27y 12d	31y 113d
125	13	OShea, Cameron	1992-03-13	193cm	91kg	81 (36-0-45)	7	2011-2016	19y 13d	24y 160d
195	34	Jones, Lachie	2002-04-09	188cm	88kg	79 (41-0-38)	9	2021-2026	19y	24y 9d
137	40	Young, Aaron	1992-12-06	189cm	84kg	76 (38-1-37)	62	2012-2017	19y 145d	24y 243d
44	12	Cockatoo-Collins, Che	1975-03-05	181cm	85kg	75 (53-0-22)	106	1999-2003	24y 23d	28y 199d
148	24	Impey, Jarman	1995-07-09	178cm	82kg	75 (40-0-35)	34	2014-2017	18y 250d	22y 62d
153	4	Ryder, Paddy	1988-03-14	197cm	94kg	73 (42-0-31)	54	2015, 2017-2019	27y 22d	31y 164d
183	7	Duursma, Xavier	2000-07-07	186cm	73kg	73 (47-0-26)	33	2019-2023	18y 259d	23y 71d
184	29	Lycett, Scott	1992-09-26	203cm	98kg	71 (45-0-26)	16	2019-2023	26y 178d	30y 355d
98	29	Krakouer, Nathan	1988-05-05	182cm	78kg	69 (36-0-33)	16	2007-2010, 2015-2016	18y 330d	28y 114d
208	18	Horne-Francis, Jason	2003-06-21	185cm	81kg	69 (42-0-27)	67	2023-2026	19y 270d	22y 301d
77	22	Mahoney, Josh	1977-10-31	180cm	82kg	67 (38-0-29)	77	2004-2007	26y 169d	29y 249d
142	3	Neade, Jake	1994-05-29	170cm	67kg	66 (37-0-29)	55	2013-2018	18y 306d	24y 87d
200	44	Mead, Jackson	2001-09-30	184cm	83kg	66 (34-0-32)	12	2022-2026	20y 170d	24y 180d
56	34	Guerra, Brent	1982-05-29	182cm	90kg	65 (47-0-18)	39	2000-2003	17y 365d	21y 101d
45	31	French, Barnaby	1975-11-25	200cm	102kg	62 (34-1-27)	20	1999-2002	23y 123d	26y 300d
199	11	Finlayson, Jeremy	1996-02-09	196cm	93kg	62 (36-0-26)	76	2022-2025	26y 38d	29y 132d
206	7	Burgoyne, Jase	2003-07-15	186cm	65kg	62 (29-0-33)	12	2022-2026	18y 353d	22y 277d
141	6	Monfries, Angus	1987-01-19	185cm	78kg	61 (32-0-29)	83	2013-2015, 2017	26y 71d	30y 199d
174	12	McKenzie, Trent	1992-04-03	191cm	83kg	59 (41-0-18)	1	2018-2023	26y 12d	31y 166d
27	28	Daniels, Stephen	1976-09-03	193cm	90kg	58 (25-2-31)	2	1997-2000	20y 229d	23y 338d
209	15	Rioli, Willie	1995-06-04	175cm	77kg	58 (37-0-21)	91	2023-2025	27y 287d	30y 79d
1	5	Bond, Shane	1975-07-09	181cm	79kg	57 (25-1-31)	11	1997-2000	21y 263d	24y 324d
28	11	Eagleton, Nathan	1978-11-10	180cm	84kg	56 (26-2-28)	45	1997-1999	18y 168d	20y 298d
7	19	Dickie, Donald	1972-05-08	186cm	89kg	55 (21-2-32)	19	1997-2000	24y 325d	28y 54d
69	15	Pickett, Byron	1977-08-11	178cm	86kg	55 (41-0-14)	80	2003-2005	25y 230d	28y 30d
79	24	White, Damon	1983-08-16	192cm	94kg	55 (27-1-27)	47	2004-2008	20y 274d	25y 14d
117	26	Moore, Andrew	1991-05-30	189cm	87kg	55 (24-0-31)	18	2010-2015	18y 302d	24y 70d
2	3	Breuer, Shayne	1972-09-10	184cm	88kg	54 (25-2-27)	29	1997-1999	24y 200d	26y 359d
62	11	Hardwick, Damien	1972-08-18	180cm	82kg	54 (43-0-11)	1	2002-2004	29y 232d	32y 38d
68	26	Cochrane, Stuart	1978-07-20	189cm	88kg	54 (35-1-18)	6	2003-2005	24y 252d	27y 24d
172	11	Rockliff, Tom	1990-02-22	185cm	85kg	54 (35-0-19)	13	2018-2021	28y 30d	31y 33d
198	41	McEntee, Jed	2001-02-15	176cm	76kg	52 (28-0-24)	31	2021-2025	20y 152d	24y 188d
23	22	Lockwood, Bowen	1978-07-01	195cm	93kg	50 (22-1-27)	45	1997-2001	18y 279d	23y 28d
150	19	White, Matt	1987-04-15	180cm	82kg	48 (31-0-17)	44	2014-2017	26y 335d	30y 105d
157	32	Howard, Dougal	1996-03-25	199cm	92kg	45 (23-0-22)	14	2016-2019	20y 8d	23y 124d
216	24	Sweet, Jordon	1998-02-02	203cm	106kg	41 (21-0-20)	10	2024-2026	26y 78d	28y 75d
87	12	Lonie, Nathan	1983-03-04	189cm	84kg	40 (19-0-21)	16	2006-2008	23y 36d	25y 179d
213	27	Ratugolea, Esava	1998-07-24	197cm	102kg	39 (22-0-17)	4	2024-2026	25y 237d	27y 248d
215	25	Zerk-Thatcher, Brandon	1998-08-25	195cm	86kg	39 (22-0-17)	 	2024-2025	25y 205d	26y 362d
6	6	Cummings, Scott	1974-01-18	194cm	105kg	37 (15-2-20)	102	1997-1998	23y 70d	24y 210d
12	39	Heuskes, Adam	1976-03-20	190cm	93kg	37 (16-2-19)	1	1997-1998	21y 9d	22y 142d
121	43	Stewart, Daniel	1988-10-30	200cm	93kg	36 (7-0-29)	31	2010-2013	21y 170d	24y 193d
81	42	Walsh, Peter	1976-07-24	180cm	82kg	35 (15-1-19)	6	2005-2006	28y 245d	30y 40d
116	2	Hitchcock, Cameron	1990-07-03	176cm	73kg	35 (10-0-25)	31	2010-2013	19y 268d	23y 45d
140	37	Mitchell, Kane	1989-12-01	174cm	74kg	35 (18-0-17)	19	2013-2016	23y 120d	26y 236d
210	30	Lord, Ollie	2002-01-02	197cm	92kg	35 (17-0-18)	33	2023-2026	21y 110d	24y 72d
187	38	Ladhams, Peter	1998-01-14	202cm	95kg	32 (22-0-10)	21	2019-2021	21y 131d	23y 240d
129	11	Butcher, John	1991-07-03	197cm	94kg	31 (14-0-17)	41	2011-2016	20y 41d	25y 34d
42	18	Harwood, Mark	1978-04-08	188cm	90kg	30 (13-2-15)	19	1998-2001	20y 52d	23y 125d
201	8	Sinn, Josh	2003-01-07	187cm	78kg	30 (15-0-15)	1	2022-2025	19y 78d	22y 221d
36	23	Bode, Matthew	1979-06-29	178cm	76kg	29 (11-0-18)	25	1998-2000	18y 273d	20y 299d
197	23	Williams, Dylan	2001-07-01	185cm	79kg	29 (20-0-9)	 	2021, 2023-2025	19y 360d	24y 33d
217	22	Evans, Logan	2005-10-07	189cm	80kg	29 (13-0-16)	3	2024-2026	18y 259d	20y 193d
83	6	Thomson, Adam	1986-08-21	184cm	84kg	28 (15-0-13)	16	2005-2008	18y 288d	21y 334d
111	41	Davenport, Jason	1985-09-04	185cm	82kg	28 (10-0-18)	29	2009-2011	23y 247d	25y 336d
221	35	Richards, Joe	1999-11-23	177cm	71kg	28 (10-0-18)	18	2025-2026	25y 112d	26y 146d
154	41	Ah Chee, Brendon	1993-12-21	189cm	88kg	27 (16-0-11)	17	2015-2017	21y 118d	23y 235d
207	31	Evans, Francis	2001-08-23	182cm	78kg	27 (18-0-9)	19	2023-2024	21y 207d	23y 28d
128	16	Jacobs, Ben	1992-01-09	185cm	85kg	26 (5-0-21)	5	2011-2012	19y 125d	20y 180d
41	7	Chalmers, Brett	1973-04-23	195cm	94kg	25 (12-0-13)	12	1998-1999	25y 23d	26y 134d
18	30	Poole, Darryl	1972-04-01	195cm	107kg	24 (10-0-14)	11	1997-1999	24y 362d	27y 17d
48	26	Murray, Derek	1980-03-25	173cm	70kg	23 (9-1-13)	7	1999-2002	19y 30d	22y 13d
177	40	Lienert, Jarrod	1994-08-05	195cm	88kg	23 (13-0-10)	1	2018-2021	23y 351d	26y 346d
3	21	Brown, David	1969-09-29	172cm	75kg	22 (10-1-11)	18	1997-1998	27y 181d	28y 278d
94	41	Bentley, Greg	1987-04-09	187cm	88kg	21 (9-0-12)	6	2006-2008	19y 125d	21y 116d
105	19	Salter, Nick	1987-07-30	190cm	94kg	21 (6-0-15)	12	2008-2011	21y 4d	24y 14d
132	35	McCarthy, John	1989-11-19	189cm	82kg	21 (4-1-16)	5	2012	22y 134d	22y 288d
173	23	Watts, Jack	1991-03-26	196cm	88kg	21 (11-0-10)	18	2018-2019	26y 363d	28y 4d
34	34	Steinberner, Nathan	1977-03-11	176cm	86kg	20 (8-1-11)	3	1997-2001	20y 166d	24y 132d
37	13	Morton, Danny	1973-07-01	175cm	64kg	20 (7-2-11)	17	1998, 2000	24y 271d	26y 317d
78	23	Symes, Brad	1985-03-07	186cm	84kg	20 (8-0-12)	2	2004, 2006-2007	19y 70d	22y 206d
95	26	Lower, Nick	1987-06-23	189cm	83kg	20 (7-0-13)	 	2006, 2008-2009	19y 50d	22y 33d
190	32	Mayes, Sam	1994-05-20	189cm	88kg	20 (14-0-6)	8	2020-2022	26y 60d	28y 37d
22	17	Fiegert, Nigel	1976-01-28	191cm	95kg	19 (9-1-9)	6	1997-1999	21y 68d	23y 86d
114	31	Banner, Mitchell	1990-06-05	179cm	78kg	19 (5-0-14)	16	2010-2011	19y 296d	21y 91d
194	13	Fantasia, Orazio	1995-09-14	178cm	77kg	19 (13-0-6)	30	2021-2023	25y 188d	27y 199d
38	4	Naish, Chris	1971-09-27	172cm	71kg	18 (8-1-9)	16	1998-1999	26y 183d	27y 238d
219	5	Berry, Joe	2006-04-18	181cm	74kg	18 (6-0-12)	6	2025-2026	18y 331d	20y
51	24	Stevens, Michael	1980-11-07	179cm	80kg	17 (8-0-9)	3	1999-2000, 2002	18y 259d	21y 290d
11	12	Heaver, Brent	1971-06-15	173cm	73kg	16 (7-0-9)	13	1997-1998	25y 287d	27y 76d
133	34	Redden, Jarrad	1990-12-27	205cm	107kg	16 (4-1-11)	3	2012-2013, 2015	21y 96d	24y 105d
135	31	Pfeiffer, Darren	1987-09-28	184cm	83kg	16 (3-1-12)	2	2012	24y 206d	24y 340d
136	4	Renouf, Brent	1988-05-03	200cm	98kg	16 (7-0-9)	4	2012-2014	23y 354d	26y 7d
145	30	Colquhoun, Sam	1994-12-20	179cm	72kg	16 (6-0-10)	3	2013, 2015	18y 142d	20y 231d
211	42	Narkle, Quinton	1997-12-03	181cm	80kg	16 (11-0-5)	8	2023-2024	25y 194d	26y 292d
212	38	Visentini, Dante	2003-02-13	202cm	98kg	16 (7-0-9)	2	2023-2026	20y 138d	23y 64d
50	21	Bassett, Scott	1978-10-09	191cm	91kg	15 (10-0-5)	2	1999-2002	20y 266d	23y 305d
222	31	Moraes, Christian	2006-11-08	183cm	74kg	15 (6-0-9)	2	2025-2026	18y 134d	19y 161d
196	45	Frederick, Martin	2000-05-17	178cm	74kg	14 (8-0-6)	2	2021-2022	20y 343d	22y 40d
160	25	Austin, Logan	1995-07-08	195cm	85kg	13 (6-0-7)	 	2016-2017	20y 333d	22y 14d
58	30	Ackland, Cain	1982-03-16	196cm	101kg	12 (8-0-4)	3	2001	19y 15d	19y 100d
139	3	Heath, Campbell	1991-04-01	187cm	75kg	12 (7-0-5)	3	2013	21y 364d	22y 145d
191	36	Woodcock, Boyd	2000-03-05	179cm	76kg	12 (9-0-3)	7	2020-2021	20y 151d	21y 149d
80	12	Shattock, Aaron	1980-05-02	187cm	87kg	11 (4-1-6)	1	2005-2006	24y 328d	26y 4d
88	37	Deluca, Fabian	1987-01-27	203cm	100kg	11 (1-0-10)	1	2006-2008	19y 93d	21y 195d
167	31	Johnson, Aidyn	1997-10-31	185cm	81kg	11 (6-0-5)	8	2017-2019	19y 172d	21y 192d
204	25	Hayes, Sam	1999-06-09	205cm	102kg	11 (9-0-2)	 	2022-2023	22y 312d	24y 79d
220	12	Lukosius, Jack	2000-08-09	195cm	83kg	11 (4-0-7)	14	2025-2026	24y 218d	25y 246d
5	36	Carter, Stephen	1974-02-05	186cm	89kg	10 (6-0-4)	 	1997	23y 52d	23y 178d
158	18	Toumpas, Jimmy	1994-01-02	183cm	79kg	10 (5-0-5)	1	2016-2017	22y 91d	23y 159d
227	17	Whitlock, Jack	2006-05-16	200cm	92kg	10 (3-0-7)	13	2025-2026	19y 79d	19y 337d
30	7	Rombotis, John	1976-10-13	181cm	85kg	9 (2-0-7)	5	1997	20y 216d	20y 322d
112	42	Meyer, Danny	1986-08-03	183cm	78kg	9 (5-0-4)	1	2009-2010	22y 314d	24y 26d
127	22	Phillips, Simon	1987-04-05	174cm	71kg	9 (1-0-8)	7	2011-2012	24y 31d	25y 38d
143	15	Stevenson, Lewis	1989-07-30	189cm	88kg	9 (5-0-4)	 	2013	23y 244d	24y 32d
188	50	Sutcliffe, Cam	1992-05-23	186cm	87kg	9 (6-0-3)	5	2019-2020	27y 52d	28y 105d
214	13	Soldo, Ivan	1996-04-14	204cm	106kg	9 (4-0-5)	5	2024-2025	27y 338d	28y 347d
225	39	Jackson, Hugh	2003-05-03	182cm	75kg	9 (4-0-5)	1	2025	22y 21d	22y 92d
226	50	Liddy, Mani	2002-02-20	181cm	75kg	9 (4-0-5)	1	2025	23y 115d	23y 183d
123	22	Nash, Jay	1985-12-21	188cm	86kg	8 (2-0-6)	 	2010	24y 152d	24y 251d
203	43	Dumont, Trent	1995-06-30	186cm	87kg	8 (4-0-4)	2	2022	26y 281d	26y 344d
218	36	Lorenz, Will	2005-02-19	186cm	72kg	8 (3-0-5)	2	2024-2025	19y 132d	20y 178d
8	4	Downsborough, Ian	1972-01-19	192cm	94kg	7 (3-1-3)	2	1997	25y 69d	25y 217d
175	48	Thomas, Lindsay	1988-02-29	180cm	79kg	7 (4-0-3)	4	2018	30y 52d	30y 144d
228	31	Mackinlay, Ewan	2003-07-18	182cm	80kg	7 (3-0-4)	3	2025-2026	22y 35d	22y 274d
39	40	Evans, Paul	1978-12-29	187cm	88kg	6 (3-0-3)	5	1998	19y 124d	19y 159d
107	40	Westhoff, Matthew	1988-06-05	199cm	88kg	6 (3-0-3)	5	2008-2009	20y 71d	21y 8d
138	24	Blee, Nathan	1990-09-07	191cm	84kg	6 (1-1-4)	 	2012-2013	21y 340d	22y 344d
205	27	Teakle, Brynn	1999-10-16	204cm	96kg	6 (5-0-1)	1	2022-2023	22y 245d	23y 209d
230	44	Durdin, Corey	2002-04-14	173cm	73kg	6 (2-0-4)	10	2026	23y 335d	24y 4d
232	15	Wehr, Jacob	1998-07-05	184cm	75kg	6 (2-0-4)	1	2026	27y 253d	27y 287d
20	24	Squire, Damian	1973-11-15	180cm	80kg	5 (1-1-3)	4	1997	23y 134d	23y 282d
26	32	Carr, Tom	1978-06-16	182cm	83kg	5 (2-0-3)	 	1997-1999	18y 308d	20y 326d
108	11	Motlop, Marlon	1990-04-17	179cm	80kg	5 (3-0-2)	2	2008-2009	18y 128d	19y 57d
170	41	Barry, Dom	1994-03-07	179cm	78kg	5 (4-0-1)	 	2018	24y 17d	24y 59d
231	37	Watkins, Jack	2000-12-18	176cm	 	5 (2-0-3)	2	2026	25y 87d	25y 115d
31	44	Cotton, Jarrod	1976-04-03	185cm	80kg	4 (3-0-1)	4	1997	21y 57d	21y 113d
66	42	Crabb, Jaxon	1979-11-07	178cm	81kg	4 (4-0-0)	 	2002	22y 269d	22y 290d
82	13	Eckermann, Ben	1987-03-12	178cm	79kg	4 (2-0-2)	 	2005	18y 57d	18y 78d
89	9	Ezard, James	1986-03-24	179cm	77kg	4 (3-0-1)	1	2006	20y 58d	20y 79d
152	38	Newton, Ben	1992-08-08	183cm	84kg	4 (3-0-1)	 	2014	21y 268d	21y 360d
168	30	Atley, Joe	1998-08-04	186cm	85kg	4 (3-0-1)	 	2017, 2019	18y 339d	20y 288d
186	27	Garner, Joel	1999-05-21	184cm	83kg	4 (2-0-2)	 	2019	19y 363d	20y 67d
234	43	Lai, Josh	2005-10-01	185cm	 	4 (1-0-3)	 	2026	20y 179d	20y 199d
57	32	Koulouriotis, Paul	1982-02-21	184cm	88kg	3 (2-0-1)	 	2000	18y 139d	18y 160d
65	23	Morgan, Adam	1981-10-28	195cm	96kg	3 (2-0-1)	 	2002-2003	20y 259d	21y 286d
96	11	Willits, Ryan	1987-01-23	197cm	98kg	3 (1-0-2)	1	2006	19y 207d	19y 222d
104	13	Farmer, Mitch	1989-01-04	180cm	77kg	3 (0-0-3)	 	2008	19y 212d	19y 224d
124	47	Irons, Jarrad	1992-09-20	179cm	75kg	3 (0-0-3)	3	2011	18y 187d	18y 202d
161	37	Palmer, Jesse	1996-10-17	188cm	86kg	3 (1-0-2)	1	2016	19y 301d	19y 315d
164	27	Eddy, Brett	1989-08-26	193cm	97kg	3 (2-0-1)	3	2017	27y 211d	27y 225d
176	19	Trengove, Jack	1991-09-02	185cm	82kg	3 (2-0-1)	 	2018	26y 301d	26y 323d
179	14	Frampton, Billy	1996-11-20	200cm	90kg	3 (1-0-2)	4	2018-2019	21y 277d	22y 186d
223	37	Cochrane, Tom	2006-01-27	182cm	82kg	3 (2-0-1)	2	2025	19y 59d	19y 83d
224	32	Atkins, Rory	1994-07-12	186cm	85kg	3 (2-0-1)	 	2025	30y 282d	31y 41d
72	13	Hall, Christopher	1982-03-03	177cm	87kg	2 (2-0-0)	 	2003	21y 40d	21y 153d
90	14	Ware, Elijah	1983-04-14	180cm	75kg	2 (1-0-1)	1	2006	23y 64d	23y 78d
97	34	Cockshell, Adam	1986-08-19	198cm	98kg	2 (2-0-0)	1	2007	20y 224d	20y 232d
106	19	Williams, Ryan	1988-10-10	188cm	85kg	2 (0-0-2)	 	2008	19y 304d	19y 310d
109	37	Thompson, Wade	1988-08-28	176cm	76kg	2 (2-0-0)	 	2009	20y 227d	20y 233d
115	38	Harding, Scott	1986-06-19	181cm	82kg	2 (1-0-1)	 	2010	23y 282d	24y 28d
202	31	Skinner, Sam	1997-06-29	197cm	94kg	2 (0-0-2)	 	2022	24y 270d	24y 276d
32	35	Conway, Mark	1973-05-20	197cm	96kg	1 (0-0-1)	 	1997	24y 47d	24y 47d
35	31	Geister, Paul	1972-01-29	191cm	93kg	1 (0-0-1)	 	1997	25y 214d	25y 214d
43	27	Harley, Tom	1978-07-18	193cm	95kg	1 (1-0-0)	1	1998	19y 344d	19y 344d
53	37	Brosnan, Steven	1978-10-09	188cm	93kg	1 (0-0-1)	 	2000	21y 169d	21y 169d
67	37	Murray, Allan	1982-05-20	180cm	83kg	1 (1-0-0)	 	2002	20y 82d	20y 82d
84	32	Gilham, Stephen	1984-09-02	192cm	86kg	1 (0-0-1)	 	2005	20y 332d	20y 332d
120	47	Cloke, Cameron	1984-12-20	196cm	100kg	1 (0-0-1)	 	2010	25y 111d	25y 111d
163	34	Snelling, Will	1997-08-06	175cm	70kg	1 (1-0-0)	1	2016	19y 21d	19y 21d
229	48	Ramm, Harrison	2006-12-05	202cm	100kg	1 (1-0-0)	 	2025	18y 260d	18y 260d
233	23	Brodie, Will	1998-08-23	189cm	89kg	1 (0-0-1)	 	2026	27y 218d	27y 218d
235	39	Zadow, Mitch	2004-03-11	180cm	 	1 (1-0-0)	 	2026	22y 24d	22y 24d
