Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
614	3	Stoneham, Alan	1955-08-20	185cm	83kg	128 (52-4-72)	42	1972-1979	16y 323d	24y 12d
672	10	Egan, Mick	1958-02-18	173cm	78kg	128 (43-1-84)	12	1978-1987	20y 147d	29y 164d
779	23	Atkins, Simon	1968-12-23	180cm	88kg	127 (63-2-62)	76	1987, 1989-1994	18y 103d	25y 269d
573	10	Casey, Gordon	1950-03-25	180cm	85kg	125 (61-2-62)	5	1969-1975	19y 25d	25y 116d
708	49	Cordy, Brian	1961-01-14	183cm	80kg	124 (55-1-68)	18	1981-1988	20y 80d	27y 170d
592	30	Abbey, Ross	1953-01-21	185cm	86kg	123 (49-3-71)	65	1971-1981	18y 81d	28y 66d
849	36	Romero, Jose	1971-08-01	173cm	74kg	122 (61-1-60)	71	1995-2001	23y 244d	29y 354d
218	1	Thoms, Jim	1918-05-25	173cm	82kg	120 (62-0-58)	101	1937-1946	18y 348d	28y 105d
384	11	Edwards, Arthur	1934-06-04	185cm	80kg	120 (59-2-59)	26	1951-1960	17y 89d	26y 56d
181	17	Ryan, Leo	1913-08-26	175cm	70kg	119 (47-0-72)	3	1934-1941	20y 322d	27y 362d
990	12	Cordy, Zaine	1996-10-27	193cm	90kg	118 (63-0-55)	12	2015-2022	18y 306d	25y 311d
385	7	Duffy, Roger	1931-09-26	180cm	79kg	117 (61-2-54)	117	1952-1958	20y 206d	26y 331d
444	23	Hoiles, John	1938-08-11	188cm	85kg	117 (53-0-64)	7	1957-1964	18y 364d	26y 11d
992	5	Dunkley, Josh	1997-01-09	190cm	88kg	116 (65-0-51)	65	2016-2022	19y 78d	25y 237d
308	28	Wood, Bill	1921-11-09	183cm	86kg	115 (63-1-51)	294	1944, 1946-1951	22y 193d	29y 303d
858	11	Curley, Todd	1973-01-14	188cm	83kg	115 (57-2-56)	47	1996-2001	23y 76d	28y 231d
890	23	McMahon, Jordan	1983-05-27	186cm	80kg	114 (45-3-66)	37	2001-2007	17y 343d	24y 98d
959	29	Dickson, Tory	1987-09-26	184cm	85kg	114 (57-0-57)	181	2012-2020	24y 188d	32y 337d
588	18	Salmon, Ian	1952-11-04	192cm	92kg	113 (49-2-62)	36	1970-1976	17y 207d	23y 305d
62	22	McAlpine, Ivan	1907-07-19	182cm	70kg	112 (52-0-60)	24	1927-1933	19y 285d	26y 45d
532	8	Mannix, Alan	1947-05-09	182cm	73kg	112 (41-0-71)	44	1965-1972	17y 357d	25y 102d
732	1	Purser, Andrew	1958-10-31	193cm	83kg	112 (59-1-52)	16	1983-1987	24y 146d	28y 302d
38	9	Baker, Harry	1907-11-30	183cm	81kg	111 (47-1-63)	19	1926-1934	18y 152d	26y 191d
650	1	Hampshire, Ian	1948-05-09	196cm	104kg	111 (30-3-78)	73	1976-1982	28y 6d	34y 27d
624	8	Morrison, Ian	1954-01-29	188cm	85kg	110 (44-4-62)	101	1973-1980	19y 145d	26y 214d
943	19	Jones, Liam	1991-02-24	199cm	97kg	110 (51-0-59)	68	2010-2014, 2023-2025	19y 158d	34y 144d
243	19	Evenden, Reg	1919-01-25	183cm	83kg	109 (59-1-49)	13	1938-1943, 1945-1948	19y 130d	29y 146d
762	11	McGuinness, Tony	1964-05-06	176cm	76kg	109 (50-2-57)	108	1986-1990	21y 329d	26y 118d
35	8	Aked, Frank	1902-11-25	183cm	86kg	108 (40-1-67)	59	1925-1932	22y 228d	29y 283d
174	5	Bennett, George	1911-09-22	184cm	78kg	108 (39-2-67)	14	1934-1940	22y 232d	28y 330d
866	9	Hudson, Paul	1970-07-20	185cm	88kg	108 (62-1-45)	214	1997-2001	26y 252d	31y 44d
375	5	Box, Peter	1932-03-22	180cm	79kg	107 (66-2-39)	43	1951, 1953-1957	19y 30d	25y 127d
459	17	Ion, Graham	1940-10-12	178cm	76kg	107 (47-0-60)	85	1958-1965	17y 315d	24y 320d
843	32	Ellis, Craig	1975-06-04	190cm	90kg	107 (56-1-50)	6	1994-2001	18y 316d	26y 90d
357	19	Martin, Alan	1928-03-13	180cm	76kg	105 (52-1-52)	8	1949-1954	21y 48d	26y 196d
386	34	Gilmore, Brian	1933-07-08	193cm	83kg	105 (57-2-46)	61	1952-1958	18y 286d	24y 355d
839	8	Southern, Daniel	1975-01-01	188cm	91kg	103 (55-1-47)	28	1994-2000	19y 84d	25y 112d
1011	6	Smith, Bailey	2000-12-07	185cm	80kg	103 (59-0-44)	44	2019-2023	18y 106d	22y 256d
770	12	Eppelstun, Greg	1966-11-16	185cm	82kg	102 (49-2-51)	1	1986-1992	19y 210d	25y 218d
986	16	McLean, Toby	1996-01-31	180cm	79kg	102 (54-0-48)	62	2015-2023	19y 126d	27y 207d
119	15	McKay, Roy	1909-03-25	185cm	84kg	101 (41-2-58)	10	1930-1935	21y 39d	26y 159d
248	25	Tribe, Tom	1919-02-04	178cm	79kg	101 (60-1-40)	5	1939-1946	20y 91d	27y 194d
806	4	Kellett, Nigel	1969-12-18	180cm	82kg	101 (48-2-51)	41	1989-1997	19y 224d	27y 178d
1009	15	Duryea, Taylor	1991-04-24	179cm	80kg	101 (60-0-41)	4	2019-2025	27y 333d	34y 70d
307	33	Wearmouth, Dick	1926-05-12	173cm	75kg	100 (45-1-54)	27	1944, 1946-1952	18y 8d	26y 110d
607	15	Collins, Dennis	1953-05-17	178cm	78kg	100 (47-1-52)	60	1972-1977	18y 334d	24y 102d
247	2	Collins, Alan	1919-11-04	170cm	79kg	99 (50-1-48)	178	1939-1944, 1946	19y 169d	26y 307d
86	14	Spurling, Bill	1907-10-28	179cm	78kg	98 (44-2-52)	70	1928-1935	20y 211d	27y 286d
810	17	Standfield, Barry	1970-02-13	193cm	90kg	98 (53-1-44)	38	1990-1996	20y 47d	26y 60d
754	45	Ford, Michael	1962-10-11	183cm	85kg	96 (46-2-48)	19	1985-1989, 1991	22y 170d	28y 303d
433	29	Lee, Bernie	1937-03-20	182cm	75kg	95 (41-1-53)	8	1957-1963	20y 33d	26y 157d
741	51	McLean, Michael	1965-03-03	180cm	84kg	95 (47-2-46)	23	1983-1989	18y 102d	24y 141d
252	32	McDonnell, Marty	1920-12-28	183cm	80kg	92 (38-1-53)	2	1939-1941, 1944, 1946-1950	18y 171d	29y 241d
416	12	Gardiner, Alex	1935-01-03	175cm	73kg	92 (41-0-51)	18	1955-1956, 1958-1962	20y 117d	27y 220d
534	22	McGowan, Ron	1945-11-30	185cm	86kg	92 (30-0-62)	2	1965-1972	19y 159d	26y 172d
973	9	Stringer, Jake	1994-04-25	192cm	95kg	89 (48-0-41)	160	2013-2017	18y 361d	23y 116d
104	8	OBrien, Bernie	1909-05-14	169cm	75kg	88 (26-2-60)	129	1929-1930, 1933-1938	20y 39d	28y 351d
922	22	Addison, Dylan	1987-10-07	184cm	84kg	88 (45-1-42)	30	2006-2013	18y 316d	25y 322d
931	15	Hudson, Ben	1979-02-24	196cm	105kg	88 (54-1-33)	9	2008-2011	29y 28d	32y 191d
1015	14	West, Rhylee	2000-07-12	181cm	82kg	87 (52-0-35)	86	2019-2026	19y 16d	25y 279d
1019	23	Vandermeer, Laitham	1999-02-03	180cm	77kg	87 (49-0-38)	44	2020-2025	21y 132d	26y 188d
658	5	Reid, Bruce	1955-12-23	191cm	90kg	86 (16-1-69)	23	1977-1982	21y 128d	26y 241d
888	22	Harrison, Ben	1975-01-17	191cm	96kg	85 (27-2-56)	32	2001-2005	26y 73d	30y 167d
926	12	Williams, Tom	1986-07-17	196cm	101kg	85 (43-1-41)	14	2007-2014	20y 277d	27y 325d
1026	1	Treloar, Adam	1993-03-09	182cm	89kg	85 (50-0-35)	59	2021-2025	28y 10d	32y 105d
900	15	Power, Sam	1983-07-02	190cm	82kg	84 (28-2-54)	16	2002-2007	19y 26d	24y 62d
159	24	Palmer, Ambrose	1910-10-16	178cm	82kg	83 (39-0-44)	44	1933-1934, 1936-1943	22y 202d	32y 218d
402	1	Kerr, John	1934-07-15	177cm	78kg	81 (49-2-30)	94	1953-1958	18y 326d	23y 285d
937	1	Grant, Jarrad	1989-07-06	193cm	85kg	81 (42-0-39)	83	2009-2015	19y 294d	26y 68d
323	31	Rees, Evan	1923-08-06	183cm	83kg	80 (39-1-40)	2	1946-1950	22y 257d	27y 20d
391	28	Reynolds, Doug	1933-09-04	178cm	71kg	80 (46-2-32)	17	1952-1958	18y 249d	24y 220d
454	8	Spargo, Bob	1939-10-15	183cm	81kg	80 (35-0-45)	43	1958-1963	18y 256d	23y 327d
458	18	Baxter, Ray	1940-02-24	188cm	79kg	80 (31-0-49)	120	1958-1964	18y 166d	24y 180d
685	34	McKenna, Michael	1961-04-04	171cm	71kg	80 (27-0-53)	45	1979-1984	18y 115d	23y 150d
215	20	Greenham, Jim	1915-11-16	183cm	76kg	79 (38-0-41)	47	1937-1941, 1943-1945	21y 159d	29y 282d
667	14	Groenewegen, Robert	1960-08-04	193cm	86kg	79 (33-0-46)	29	1978-1980, 1982-1986	17y 261d	26y 26d
1018	42	Keath, Alex	1992-01-20	197cm	93kg	79 (47-0-32)	4	2020-2024	28y 60d	32y 139d
359	30	Abbey, Angus	1925-11-15	180cm	83kg	78 (35-1-42)	 	1949-1954	23y 201d	28y 314d
484	31	Smith, Barry	1939-01-21	178cm	68kg	78 (37-0-41)	15	1960-1965	21y 170d	26y 219d
644	33	Reid, John	1953-02-25	185cm	73kg	78 (21-1-56)	2	1975-1981	22y 81d	28y 185d
868	10	Montgomery, Brett	1973-06-01	180cm	83kg	78 (51-1-26)	68	1997-1999, 2006-2007	23y 308d	33y 304d
515	33	Marsh, Ivan	1943-05-24	185cm	84kg	77 (22-0-55)	33	1963-1969	20y 99d	26y 98d
923	21	Akermanis, Jason	1977-02-24	177cm	85kg	77 (46-2-29)	114	2007-2010	30y 36d	33y 93d
735	2	Sewell, Jim	1955-02-03	188cm	80kg	76 (40-0-36)	62	1983-1986	28y 51d	31y 208d
993	1	Suckling, Matt	1988-07-25	187cm	85kg	76 (42-0-34)	34	2016-2020	27y 246d	32y 50d
1021	19	Weightman, Cody	2001-01-15	177cm	73kg	76 (43-0-33)	126	2020-2024	19y 184d	23y 235d
1024	30	McNeil, Lachlan	2001-02-09	182cm	80kg	76 (49-0-27)	42	2021-2026	20y 38d	25y 55d
146	17	Penberthy, Stan	1906-06-03	179cm	85kg	75 (27-1-47)	22	1932-1937	25y 332d	31y 2d
496	27	Chalmers, Graeme	1944-06-29	178cm	72kg	75 (24-0-51)	37	1962-1968	17y 317d	23y 310d
912	1	Ray, Farren	1986-03-23	187cm	84kg	75 (35-1-39)	32	2004-2008	18y 45d	22y 166d
189	10	Ryan, Jack	1914-12-03	180cm	78kg	74 (22-2-50)	37	1935-1939	20y 159d	24y 231d
494	2	Hobbs, Merv	1942-06-16	175cm	67kg	74 (35-0-39)	115	1961-1965	18y 361d	23y 73d
812	2	Reynolds, Keenan	1969-01-07	188cm	90kg	74 (41-0-33)	35	1990-1994	21y 91d	25y 254d
397	17	Stockman, Ron	1934-08-19	183cm	81kg	73 (42-2-29)	1	1953-1958	18y 242d	23y 278d
553	1	Greenwood, Ken	1941-12-15	188cm	96kg	73 (24-0-49)	7	1967-1972	25y 128d	30y 192d
1001	9	Crozier, Hayden	1993-12-24	185cm	79kg	73 (39-0-34)	4	2018-2023	24y 91d	29y 245d
284	5	Grove, Ron	1919-06-05	185cm	86kg	72 (44-1-27)	54	1942-1947	22y 345d	27y 346d
317	12	Laffey, Merv	1925-07-03	170cm	75kg	72 (36-0-36)	85	1945-1952	19y 313d	26y 298d
354	26	Scanlan, Bill	1925-01-06	187cm	86kg	72 (28-0-44)	34	1949-1953	24y 102d	28y 235d
400	32	Stevens, Harvey	1930-08-08	188cm	87kg	72 (44-2-26)	71	1953-1957	22y 274d	27y 2d
475	26	Walker, Ray	1941-12-18	175cm	79kg	72 (28-0-44)	1	1959-1965	17y 247d	23y 134d
925	40	Harbrow, Jarrod	1988-07-18	178cm	73kg	70 (40-1-29)	21	2007-2010	18y 276d	22y 62d
792	16	Wallace, Terry	1958-12-13	183cm	85kg	69 (30-1-38)	20	1988-1991	29y 113d	32y 156d
808	20	Coleman, Glenn	1961-02-03	193cm	100kg	69 (38-1-30)	51	1990-1993	29y 57d	32y 130d
645	26	Murrie, Richard	1955-06-25	189cm	89kg	68 (31-1-36)	10	1975-1979	19y 340d	24y 33d
303	29	Moncrieff, Allan	1924-03-19	185cm	83kg	67 (35-1-31)	44	1943, 1945-1951	19y 141d	27y 84d
490	16	Duff, Ken	1941-12-31	185cm	76kg	67 (32-0-35)	15	1961-1965	19y 154d	23y 240d
642	28	Low, Ian	1954-03-17	183cm	86kg	67 (31-2-34)	65	1975-1979	21y 19d	25y 112d
704	16	Burton, Chris	1961-10-21	180cm	76kg	67 (19-0-48)	27	1980-1984	18y 314d	22y 302d
833	22	Quill, Peter	1969-08-23	182cm	84kg	67 (33-2-32)	20	1993-1997	23y 244d	27y 337d
1031	2	Ugle-Hagan, Jamarra	2002-04-04	194cm	84kg	67 (36-0-31)	103	2021-2024	19y 98d	22y 155d
266	30	Tribe, George	1920-10-04	168cm	72kg	66 (40-1-25)	80	1940-1946	19y 262d	25y 310d
600	12	Dell, Colin	1952-05-25	180cm	75kg	66 (32-0-34)	10	1971-1977	19y 20d	25y 52d
631	7	Huppatz, Ray	1948-10-06	170cm	70kg	66 (34-3-29)	74	1974-1977	25y 196d	28y 325d
929	20	Hill, Josh	1989-01-19	186cm	85kg	66 (39-1-26)	75	2007-2011	18y 189d	22y 220d
19	20	Outen, Albert	1902-12-06	178cm	76kg	65 (23-0-42)	 	1925-1930	22y 154d	27y 190d
178	27	Spargo, Bob	1913-07-07	175cm	69kg	65 (24-0-41)	6	1934-1941	20y 351d	27y 293d
261	15	Ellis, Ted	1913-02-23	188cm	92kg	65 (36-0-29)	2	1940-1944	27y 64d	31y 94d
463	4	Ware, Bob	1941-08-23	189cm	89kg	65 (30-0-35)	40	1959-1963	17y 238d	22y 15d
543	18	Delmenico, Kevin	1945-05-18	187cm	83kg	65 (19-0-46)	1	1966-1970	20y 347d	25y 75d
966	46	Jong, Lin	1993-06-04	188cm	88kg	65 (34-0-31)	33	2012, 2014-2018, 2020-2021	19y 69d	27y 323d
1038	7	Lobb, Rory	1993-02-09	206cm	106kg	65 (39-0-26)	32	2023-2026	30y 37d	33y 67d
75	9	Stevens, Arthur	1899-06-27	188cm	93kg	64 (31-1-32)	23	1927-1932	28y 5d	33y 68d
498	1	Zeuschner, Murray	1938-11-25	191cm	84kg	64 (27-0-37)	4	1962-1967	23y 168d	28y 183d
549	7	Spargo, Ricky	1947-08-21	175cm	75kg	64 (19-0-45)	65	1966-1971	18y 336d	23y 358d
40	3	Gaudion, Charlie	1904-04-14	180cm	87kg	63 (24-1-38)	7	1926-1929	22y 17d	25y 139d
300	9	Hand, Pat	1923-10-14	185cm	79kg	63 (37-2-24)	2	1943-1947, 1949	19y 255d	25y 205d
406	21	Porta, Ron	1936-06-03	185cm	83kg	63 (27-1-35)	2	1953-1959	17y 17d	23y 45d
730	3	Kellett, Mark	1960-07-29	188cm	91kg	63 (31-0-32)	3	1983-1986	22y 240d	26y 32d
865	21	Dent, Matthew	1972-01-17	185cm	86kg	63 (40-1-22)	10	1997-2000	25y 71d	28y 174d
970	25	Stevens, Koby	1991-06-18	189cm	87kg	63 (26-0-37)	32	2013-2016	21y 285d	25y 71d
693	9	Davidson, Stan	1954-04-26	177cm	76kg	62 (11-0-51)	14	1980-1983	25y 352d	29y 53d
813	26	Del-Re, Danny	1968-02-12	188cm	95kg	62 (34-1-27)	139	1990-1994	22y 61d	26y 133d
831	1	Grgic, Ilija	1972-03-05	203cm	106kg	62 (32-1-29)	92	1993-1996	21y 29d	24y 158d
860	24	Wira, Brad	1972-03-16	179cm	78kg	61 (30-1-30)	4	1996-1998	24y 14d	26y 187d
910	11	Street, Peter	1980-06-06	211cm	105kg	61 (26-0-35)	13	2004-2008	23y 296d	28y 65d
202	28	Sampson, Alf	1912-05-27	185cm	83kg	60 (27-0-33)	4	1935-1936, 1938-1940, 1942, 1946	23y 103d	34y 103d
560	20	Bartlett, Les	1949-09-27	188cm	88kg	60 (27-1-32)	18	1968-1970, 1972-1975	18y 234d	25y 337d
775	2	Cousins, Richard	1962-07-13	196cm	100kg	60 (27-1-32)	21	1987-1989, 1991	24y 258d	28y 358d
934	14	Ward, Callan	1990-04-10	187cm	84kg	60 (32-0-28)	33	2008-2011	18y 59d	21y 146d
282	6	McTaggart, Bert	1916-04-20	185cm	79kg	59 (34-1-24)	1	1942-1945	26y 19d	29y 134d
789	43	Hogg, Matthew	1968-12-21	175cm	79kg	59 (24-2-33)	4	1988-1991	19y 105d	22y 212d
