Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
175	16	Mortimer, Len	1886-04-24	178cm	74kg	153 (100-3-50)	289	1906-1915	20y 11d	29y 7d
694	20	Taylor, Jim	1932-01-06	191cm	87kg	153 (59-3-91)	35	1949-1954, 1956-1961	17y 191d	29y 218d
808	21	Heriot, John	1940-01-06	191cm	79kg	153 (48-0-105)	39	1958-1968	18y 152d	28y 238d
9	 	Howson, Bert	1872-08-11	170cm	 	152 (64-1-87)	2	1897-1908	24y 270d	35y 349d
387	10	McKay, Hec	1904-12-15	180cm	82kg	152 (83-0-69)	1	1926-1935	21y 137d	30y 133d
961	26	Hoffman, Steve	1951-09-21	169cm	70kg	149 (51-2-96)	187	1969-1978	17y 238d	26y 339d
353	18	Scanlan, Joe	1900-03-19	178cm	77kg	148 (75-0-73)	12	1923-1931	23y 47d	31y 170d
1053	15	Evans, Bernie	1957-08-20	178cm	76kg	148 (62-0-86)	212	1978-1985	20y 224d	28y 12d
386	6	Clarke, Harry	1905-09-15	175cm	69kg	147 (81-0-66)	33	1926-1935	20y 228d	30y 20d
1421	8	Rowbottom, James	2000-09-19	186cm	78kg	146 (85-1-60)	45	2019-2026	18y 213d	25y 210d
1352	2	Shaw, Rhyce	1981-10-16	182cm	81kg	143 (87-1-55)	24	2009-2015	27y 163d	33y 338d
1283	22	Saddington, Jason	1979-10-23	194cm	93kg	142 (73-1-68)	41	1998-2005	18y 157d	25y 252d
403	5	Brain, Terry	1907-08-14	173cm	70kg	141 (89-0-52)	198	1928-1937	20y 251d	30y 14d
437	3	Austin, John	1910-12-09	175cm	78kg	140 (85-1-54)	19	1930-1938	19y 166d	27y 240d
1069	9	Ackerly, David	1960-11-27	178cm	81kg	138 (55-0-83)	12	1979-1985	18y 194d	24y 278d
417	4	Hillis, Ron	1906-02-19	183cm	82kg	137 (87-1-49)	16	1929-1937	23y 67d	31y 169d
1344	14	Bird, Craig	1989-01-21	179cm	84kg	137 (85-2-50)	56	2008-2015	19y 61d	26y 178d
357	23	Johnson, Ted	1901-11-12	178cm	78kg	136 (67-0-69)	385	1923-1931	21y 195d	29y 304d
560	12	King, Billy	1920-08-17	178cm	76kg	136 (75-1-60)	17	1940-1948	19y 338d	28y 18d
55	 	Lampe, Harry	1874-09-14	185cm	 	135 (62-1-72)	57	1899-1907	24y 241d	33y 7d
166	20	Thomas, Bill	1886-11-10	178cm	78kg	135 (85-3-47)	2	1905-1913	18y 261d	26y 300d
709	28	Gillett, Ian	1928-09-20	188cm	86kg	135 (57-3-75)	112	1951-1958	22y 213d	29y 337d
1247	7	Seymour, Brad	1976-05-03	186cm	88kg	133 (72-2-59)	12	1994-2003	17y 328d	27y 127d
1316	20	Ablett, Luke	1982-11-22	184cm	89kg	133 (77-2-54)	39	2002-2009	19y 220d	26y 280d
1236	15	Stafford, Greg	1974-08-27	204cm	106kg	130 (62-1-67)	58	1993-2001	18y 234d	27y 13d
20	 	Windley, Bill	1868-11-28	175cm	 	129 (53-2-74)	36	1897-1905	28y 161d	36y 278d
1152	15	Toohey, Bernard	1963-02-18	188cm	85kg	129 (63-1-65)	76	1986-1991	23y 41d	28y 194d
1324	42	Bevan, Paul	1984-09-27	183cm	83kg	129 (69-3-57)	39	2004-2011	19y 182d	26y 278d
974	27	Gleeson, Reg	1950-05-01	183cm	79kg	128 (32-1-95)	11	1970-1976	19y 345d	26y 98d
1358	32	Jetta, Lewis	1989-05-04	182cm	80kg	127 (84-2-41)	99	2010-2015	20y 327d	26y 138d
1360	21	McGlynn, Ben	1985-08-06	172cm	76kg	127 (81-2-44)	167	2010-2016	24y 233d	31y 56d
634	4	Williams, William	1925-09-13	168cm	67kg	124 (57-2-65)	180	1945-1951	19y 227d	25y 353d
1345	29	Mattner, Martin	1982-08-06	189cm	86kg	124 (70-2-52)	26	2008-2013	25y 229d	30y 278d
1034	23	Hounsell, Colin	1955-09-04	173cm	71kg	122 (52-1-69)	98	1975-1979, 1981-1985	19y 304d	29y 264d
996	12	Goss, Norm	1951-03-03	177cm	78kg	121 (36-2-83)	161	1972-1977	21y 31d	26y 184d
1031	20	Teasdale, Graham	1955-06-26	193cm	92kg	121 (52-1-68)	138	1975-1981	19y 332d	26y 64d
1166	47	Higgins, Leon	1968-06-27	178cm	80kg	121 (37-2-82)	80	1987-1995	19y 57d	27y 68d
1397	29	Hewett, George	1995-12-29	187cm	84kg	120 (71-0-49)	32	2016-2021	20y 88d	25y 242d
710	2	Goldsmith, Fred	1932-08-20	183cm	83kg	119 (46-1-72)	107	1951-1959	18y 244d	26y 360d
869	18	Harrison, Paul	1944-07-26	187cm	83kg	119 (37-1-81)	27	1963-1970	18y 268d	26y 20d
773	3	McGowan, Brian	1938-01-01	165cm	72kg	118 (38-0-80)	171	1955, 1957-1963	17y 196d	25y 249d
1328	16	Jolly, Darren	1981-11-06	200cm	108kg	118 (66-2-50)	59	2005-2009	23y 141d	27y 296d
129	 	Cameron, Jim	1881-10-23	 	 	117 (71-2-44)	43	1903-1911	21y 303d	29y 321d
464	14	Faul, Bill	1909-06-08	179cm	83kg	117 (68-1-48)	2	1932-1938	22y 341d	29y 80d
506	14	Richards, Reg	1917-12-14	173cm	79kg	117 (56-1-60)	57	1936, 1938-1941, 1943-1947	18y 231d	29y 252d
677	29	Garrick, Jack	1926-07-22	185cm	86kg	117 (48-2-67)	22	1948-1955	21y 270d	29y 1d
1307	10	Williams, Paul	1973-04-03	177cm	83kg	117 (67-1-49)	84	2001-2006	27y 363d	33y 97d
770	25	McLaughlin, Hugh	1935-10-13	178cm	72kg	116 (38-0-78)	5	1955-1964	19y 234d	28y 258d
1315	32	Buchanan, Amon	1982-10-10	179cm	83kg	116 (66-2-48)	57	2002, 2004-2009	19y 241d	26y 240d
1093	19	Daniher, Anthony	1963-01-21	191cm	90kg	115 (49-0-66)	62	1981-1986	18y 94d	23y 236d
1420	27	McInerney, Justin	2000-08-18	187cm	73kg	115 (71-1-43)	55	2019-2026	18y 236d	25y 242d
1429	1	Warner, Chad	2001-05-19	181cm	80kg	114 (71-0-43)	105	2020-2026	19y 54d	24y 333d
156	22	Casey, Dick	 	168cm	58kg	112 (69-1-42)	93	1905-1912	 	 
217	8	Deas, Bob	1886-09-17	180cm	82kg	111 (72-2-37)	73	1909-1915, 1917	22y 226d	30y 356d
509	29	Hacker, Jack	1914-04-19	173cm	86kg	111 (41-0-70)	7	1937-1944	23y 33d	30y 87d
699	7	Sibun, Mick	1929-04-12	173cm	70kg	111 (45-3-63)	88	1950-1956	21y 10d	27y 128d
1254	13	McPherson, Daniel	1975-07-05	182cm	85kg	111 (60-2-49)	36	1994-2003	18y 349d	27y 288d
1355	38	Pyke, Mike	1984-03-24	201cm	104kg	110 (72-1-37)	48	2009-2015	25y 40d	31y 179d
14	 	Pleass, Mick	1874-11-12	180cm	 	109 (48-1-60)	41	1897-1904	22y 177d	29y 191d
755	36	McCormack, Ken	1933-01-18	170cm	68kg	108 (38-1-69)	15	1954-1961	21y 117d	28y 220d
1153	2	Williams, Greg	1963-09-30	176cm	86kg	107 (58-0-49)	118	1986-1991	22y 182d	27y 327d
1363	16	Rohan, Gary	1991-06-07	189cm	92kg	106 (70-1-35)	96	2010-2018	18y 336d	27y 21d
912	25	McAuliffe, Haydn	1946-05-15	175cm	76kg	105 (36-1-68)	104	1965-1973	19y 56d	27y 81d
1407	42	Fox, Robbie	1993-04-16	185cm	85kg	105 (55-1-49)	15	2017-2024	23y 349d	31y 165d
1411	43	Melican, Lewis	1996-11-04	195cm	98kg	105 (60-1-44)	2	2017-2021, 2023-2026	20y 169d	29y 151d
1436	21	Gulden, Errol	2002-07-18	175cm	75kg	105 (70-1-34)	76	2021-2026	18y 245d	23y 239d
724	8	Gunn, Bill	1932-03-04	183cm	82kg	104 (47-1-56)	101	1952-1959	20y 46d	27y 178d
1006	10	Woodman, Brian	1950-10-10	175cm	70kg	104 (30-1-73)	46	1972-1978	21y 300d	27y 173d
228	19	Prince, Joe	1885-09-30	164cm	62kg	103 (70-3-30)	5	1910-1915, 1917-1918	24y 233d	32y 300d
659	22	Schaefer, Keith	1928-12-20	180cm	76kg	102 (39-3-60)	22	1947-1953	18y 120d	24y 210d
722	11	Dorgan, Jim	1930-11-26	173cm	73kg	102 (39-2-61)	2	1951-1958	20y 244d	27y 270d
248	20	Rademacher, Arthur	1889-11-27	175cm	76kg	101 (68-2-31)	 	1913-1915, 1917-1920	23y 150d	30y 205d
157	 	Dolphin, Bill	1881-11-05	178cm	 	100 (58-1-41)	 	1905-1911	23y 182d	29y 301d
316	1	Scanlan, Paddy	1896-09-06	173cm	69kg	100 (50-2-48)	49	1920-1926	23y 273d	30y 5d
590	8	Castles, Vic	1918-01-04	173cm	70kg	100 (57-0-43)	139	1942-1947	24y 125d	29y 238d
1029	31	Jackson, Francis	1954-08-24	184cm	83kg	100 (40-0-60)	9	1975-1981, 1983	20y 273d	28y 362d
181	9	Franks, Bert	1880-03-11	180cm	92kg	99 (59-1-39)	63	1906-1910, 1912-1913	26y 76d	33y 179d
319	11	Cazaly, Roy	1893-01-13	180cm	80kg	99 (49-2-48)	128	1921-1924, 1926-1927	28y 114d	34y 240d
473	25	Nash, Laurie	1910-05-02	179cm	83kg	99 (71-1-27)	246	1933-1937, 1945	22y 362d	35y 150d
959	21	Pitura, John	1950-09-21	185cm	86kg	99 (30-0-69)	71	1969-1974	18y 217d	23y 344d
1258	4	Lockett, Tony	1966-03-09	191cm	104kg	98 (56-1-41)	462	1995-1999, 2002	29y 24d	36y 98d
1284	2	Schwass, Wayne	1968-11-27	180cm	80kg	98 (48-1-49)	57	1998-2002	29y 128d	33y 200d
1320	13	Schneider, Adam	1984-05-12	175cm	79kg	98 (60-1-37)	99	2003-2007	18y 321d	23y 119d
1423	2	McLean, Hayden	1999-01-20	197cm	93kg	98 (56-1-41)	100	2019-2025	20y 181d	26y 215d
291	28	Wood, Artie	1898-06-24	163cm	62kg	97 (50-2-45)	14	1917-1923	18y 364d	25y 104d
1221	17	Mooney, Jason	1973-06-05	191cm	95kg	97 (40-0-57)	51	1992-1998	19y 30d	25y 99d
1319	2	Davis, Nick	1980-03-30	184cm	85kg	97 (55-2-40)	150	2003-2008	22y 364d	28y 28d
418	8	McLaughlin, Hugh	1909-07-16	179cm	80kg	96 (55-0-41)	 	1929-1934	19y 285d	25y 89d
711	27	Lane, Eddie	1929-06-25	168cm	66kg	96 (41-2-53)	130	1951-1956	21y 300d	27y 26d
1083	8	Smith, Greg	1957-03-25	180cm	73kg	96 (44-0-52)	64	1980-1984	23y 32d	27y 160d
1160	29	Cordy, Neil	1959-04-08	188cm	83kg	96 (39-1-56)	4	1987-1993	28y 12d	34y 31d
1047	32	Morwood, Paul	1959-03-02	182cm	71kg	95 (47-0-48)	65	1977-1982, 1986	18y 38d	27y 91d
1148	16	Bolton, David	1960-07-13	176cm	75kg	95 (44-1-50)	46	1986-1991	25y 261d	31y 49d
1435	16	Campbell, Braeden	2002-02-04	181cm	73kg	94 (56-1-37)	32	2021-2025	19y 44d	23y 200d
503	15	Smith, Keith	1914-05-31	178cm	77kg	93 (35-1-57)	45	1936-1940, 1942-1945	22y 55d	31y 121d
555	17	Grossman, Don	1920-12-27	182cm	80kg	93 (56-1-36)	32	1940-1942, 1944-1947	19y 143d	26y 246d
922	8	Haenen, Tony	1946-04-24	191cm	86kg	93 (33-2-58)	27	1966-1971	20y 125d	25y 126d
1432	15	Wicks, Sam	1999-09-14	181cm	73kg	93 (60-0-33)	45	2020-2026	20y 327d	26y 215d
543	5	Kelly, Brian	1917-07-28	178cm	81kg	92 (49-0-43)	14	1939-1945	21y 296d	28y 63d
840	23	Kingston, Bob	1944-06-17	191cm	89kg	91 (25-0-66)	102	1961-1967	16y 337d	23y 49d
1	 	Adamson, Dave	1874-06-14	180cm	 	90 (41-1-48)	11	1897-1903	22y 328d	28y 329d
457	1	Bisset, Jack	1900-09-01	180cm	83kg	90 (69-0-21)	9	1932-1936	31y 242d	36y 32d
1040	35	Morrison, Peter	1956-04-17	180cm	80kg	90 (44-1-45)	95	1976-1981	19y 352d	25y 134d
1116	39	Capper, Warwick	1963-06-12	190cm	93kg	90 (45-0-45)	317	1983-1987, 1991	20y 13d	28y 46d
1301	27	Ball, Jason	1972-11-21	201cm	104kg	90 (55-0-35)	45	2000-2001, 2003-2005	27y 112d	32y 307d
1389	10	Jones, Zak	1995-03-15	181cm	80kg	90 (49-0-41)	23	2014-2019	19y 97d	24y 148d
497	4	Ritchie, Rex	1914-12-24	177cm	75kg	89 (37-1-51)	1	1936-1942, 1946-1947	21y 172d	32y 249d
1400	18	Sinclair, Callum	1989-09-23	200cm	96kg	89 (50-0-39)	45	2016-2021	26y 185d	31y 249d
6	 	Fraser, Bill	1867-03-29	 	 	88 (42-1-45)	18	1897-1904	30y 40d	37y 53d
1070	34	Kruse, Max	1958-10-29	188cm	91kg	88 (37-0-51)	32	1979-1985	20y 244d	26y 243d
1303	25	Schauble, Andrew	1976-11-17	193cm	93kg	88 (47-0-41)	23	2000-2005	23y 116d	28y 199d
665	3	Brew, Frank	1927-09-19	171cm	67kg	87 (39-2-46)	28	1947-1953	19y 240d	25y 253d
1005	34	Gull, Stewart	1951-06-24	191cm	87kg	87 (33-2-52)	151	1972-1978	21y 42d	27y 70d
1259	1	Roos, Paul	1963-06-27	188cm	88kg	87 (49-1-37)	19	1995-1998	31y 279d	35y 77d
739	1	Keyter, Don	1931-09-13	185cm	81kg	86 (29-0-57)	81	1953-1958	21y 273d	26y 344d
916	20	Sudholz, John	1946-05-01	192cm	99kg	86 (32-2-52)	176	1966-1971	19y 357d	24y 358d
201	10	Grimshaw, Tom	1889-12-09	179cm	70kg	85 (55-1-29)	 	1908-1912	18y 145d	22y 280d
858	6	Magee, Stuart	1943-10-13	174cm	74kg	84 (24-2-58)	72	1962-1968	18y 218d	24y 204d
1280	33	Warfe, Rowan	1976-06-23	190cm	89kg	84 (47-0-37)	4	1997-2004	20y 315d	27y 335d
700	34	Scott, Don	1929-11-05	188cm	88kg	83 (37-2-44)	58	1950-1954	20y 182d	24y 289d
177	1	Ricketts, Charlie	1885-07-03	173cm	68kg	82 (54-1-27)	47	1906-1912	20y 306d	27y 87d
897	2	Matthews, Herbie	1943-05-10	169cm	77kg	82 (28-1-53)	22	1964-1969	21y 55d	26y 63d
231	21	Sloss, Bruce	1889-01-21	180cm	76kg	81 (57-2-22)	44	1910-1914	21y 162d	25y 248d
766	20	Trethowan, John	1936-10-28	188cm	92kg	81 (30-1-50)	13	1955-1962	18y 184d	25y 280d
886	30	Way, Fred	1944-02-09	196cm	92kg	81 (28-0-53)	14	1964, 1966, 1969-1971	20y 69d	27y 200d
1150	3	Healy, Gerard	1961-03-01	184cm	81kg	81 (43-0-38)	87	1986-1990	25y 30d	29y 135d
579	31	Linden, Alan	1917-04-27	191cm	96kg	80 (44-0-36)	56	1941-1947	24y 69d	30y 13d
783	19	Oaten, Max	1935-01-26	189cm	88kg	80 (31-0-49)	133	1956-1962	21y 135d	27y 211d
1124	22	Holden, Craig	1957-08-14	178cm	80kg	80 (41-0-39)	22	1984-1988	26y 230d	31y
1361	41	Mumford, Shane	1986-07-05	197cm	105kg	79 (52-2-25)	36	2010-2013	23y 265d	27y 78d
64	 	James, Charlie	1880-03-22	179cm	 	78 (35-0-43)	13	1899-1904	19y 129d	24y 165d
397	15	Pettiona, Cecil	1906-03-07	173cm	73kg	78 (40-0-38)	15	1927-1934	21y 54d	28y 73d
1110	12	Thripp, Terry	1963-10-31	188cm	78kg	78 (33-0-45)	43	1983-1984, 1987-1992	19y 155d	28y 260d
1159	9	Henwood, Wayne	1962-10-15	191cm	110kg	78 (34-0-44)	45	1987-1991	24y 164d	28y 216d
1278	20	Stevens, John	1971-06-15	187cm	83kg	78 (39-0-39)	45	1997-2001	25y 300d	30y 16d
884	7	John, Graeme	1943-03-15	188cm	85kg	77 (27-2-48)	97	1964-1969	21y 34d	26y 105d
957	28	Doyle, Robert	1951-01-14	196cm	97kg	77 (15-1-61)	36	1969-1975	18y 102d	24y 123d
980	32	Brown, Peter	1952-08-09	191cm	86kg	77 (15-1-61)	9	1971-1976	18y 244d	24y 5d
354	29	Woodfield, Les	1899-08-27	179cm	80kg	76 (40-0-36)	11	1923-1927	23y 251d	28y 14d
1084	30	Rhys-Jones, David	1962-06-16	187cm	84kg	76 (38-0-38)	39	1980-1984	17y 322d	22y 77d
1438	6	McDonald, Logan	2002-04-04	196cm	86kg	76 (52-1-23)	102	2021-2024, 2026	18y 350d	24y 13d
33	 	Jeanneret, Henri	1878-01-01	178cm	75kg	75 (33-0-42)	12	1898-1903	20y 133d	25y 219d
215	3	Bower, George	1884-06-18	178cm	75kg	75 (52-1-22)	11	1909-1914	24y 317d	29y 318d
219	19	Scobie, Jack	1891-09-22	178cm	83kg	75 (52-2-21)	4	1909-1913	17y 221d	21y 342d
889	4	Baskin, Keith	1945-12-15	183cm	80kg	75 (23-1-51)	78	1964, 1967-1973	18y 139d	27y 162d
174	 	Kerr, Alex	1880-11-13	 	 	74 (46-1-27)	57	1906-1911	25y 173d	30y 286d
1012	20	Thomson, Ian	1949-09-06	189cm	88kg	74 (22-1-51)	61	1973-1976	23y 213d	26y 357d
1382	8	Tippett, Kurt	1987-05-08	202cm	105kg	74 (51-0-23)	137	2013-2017	26y 45d	30y 110d
330	14	Brown, Martin	1900-02-27	187cm	77kg	73 (35-1-37)	38	1921-1925, 1927-1928	21y 97d	28y 103d
1036	19	ONeill, Terry	1956-06-10	189cm	81kg	73 (30-1-42)	14	1975-1980	19y 60d	23y 335d
1123	34	Hawke, Paul	1964-07-04	182cm	81kg	73 (36-0-37)	72	1984-1987, 1991	19y 271d	26y 271d
15	 	Purdy, Harry	1867-08-28	171cm	71kg	72 (36-1-35)	16	1897-1901	29y 253d	33y 333d
350	21	Condon, Bill	1901-07-14	173cm	70kg	72 (40-0-32)	32	1923-1927	21y 295d	26y 58d
312	7	Fleiter, Fred	1897-05-03	183cm	86kg	71 (30-1-40)	11	1919-1925	22y 112d	28y 132d
1011	8	Beecroft, Barry	1955-01-04	191cm	88kg	71 (22-1-48)	10	1973-1977, 1982	18y 93d	27y 138d
1209	13	Brunton, Neil	1969-01-03	183cm	80kg	71 (10-1-60)	10	1991-1995	22y 226d	26y 222d
1347	18	White, Jesse	1988-01-09	196cm	102kg	71 (35-2-34)	73	2008-2013	20y 109d	25y 255d
343	3	Alexander, Harold	1902-04-21	188cm	79kg	70 (32-1-37)	40	1922-1926	20y 29d	24y 59d
1004	23	Robertson, Max	1954-09-14	185cm	87kg	70 (22-2-46)	1	1972, 1974-1977	17y 312d	22y 284d
1245	10	Filandia, Peter	1970-05-14	168cm	75kg	70 (35-1-34)	38	1994, 1996-2000	23y 317d	29y 344d
146	24	Strang, Bill	1883-10-07	184cm	 	69 (40-1-28)	80	1904-1907, 1913	20y 276d	29y 320d
240	17	Mullaly, Dick	1892-06-19	178cm	71kg	69 (45-1-23)	12	1912-1915, 1917	19y 313d	25y 81d
